period,trade_flow,reporter_code,reporter,partner,partner_code,commodity_code,trade_value_usd
201509,Exports,688,Serbia,Bulgaria,100,70700,9570
201509,Exports,688,Serbia,Croatia,191,70700,114450
201509,Exports,688,Serbia,Czech Rep.,203,70700,44100
201509,Exports,688,Serbia,Germany,276,70700,402964
201509,Exports,688,Serbia,Hungary,348,70700,40319
201509,Exports,688,Serbia,Montenegro,499,70700,94387
201509,Exports,688,Serbia,Romania,642,70700,450
201509,Exports,688,Serbia,Slovenia,705,70700,27301
201508,Exports,72,Botswana,Namibia,516,70700,173
201506,Imports,112,Belarus,Kenya,404,70700,2100
201506,Exports,52,Barbados,World,0,70700,413
201506,Exports,52,Barbados,Saint Vincent and the Grenadines,670,70700,413
201506,Imports,112,Belarus,World,0,70700,168100
201506,Imports,112,Belarus,Morocco,504,70700,35400
201506,Imports,112,Belarus,Egypt,818,70700,2500
201506,Imports,112,Belarus,Russian Federation,643,70700,8600
201506,Imports,112,Belarus,Turkey,792,70700,26900
201508,Re-imports,124,Canada,World,0,70700,13823
201506,Imports,112,Belarus,Ukraine,804,70700,92600
201508,Re-imports,124,Canada,Canada,124,70700,13823
201506,Exports,112,Belarus,World,0,70700,1861500
201508,Imports,646,Rwanda,World,0,70700,64
201508,Imports,646,Rwanda,Uganda,800,70700,64
201506,Exports,112,Belarus,Russian Federation,643,70700,1861500
201506,Imports,203,Czech Rep.,World,0,70700,4625679
201506,Imports,203,Czech Rep.,Austria,40,70700,10307
201506,Imports,203,Czech Rep.,Belgium,56,70700,17063
201506,Imports,203,Czech Rep.,Bulgaria,100,70700,164191
201506,Imports,203,Czech Rep.,France,251,70700,269
201506,Imports,203,Czech Rep.,Germany,276,70700,674833
201506,Imports,203,Czech Rep.,Greece,300,70700,1018
201506,Imports,203,Czech Rep.,Hungary,348,70700,270370
201506,Imports,203,Czech Rep.,Italy,381,70700,360
201506,Imports,203,Czech Rep.,Morocco,504,70700,732
201506,Imports,203,Czech Rep.,Netherlands,528,70700,525786
201506,Imports,203,Czech Rep.,Poland,616,70700,254494
201506,Imports,203,Czech Rep.,Romania,642,70700,729928
201506,Imports,203,Czech Rep.,Slovakia,703,70700,185099
201506,Imports,203,Czech Rep.,Spain,724,70700,1703231
201506,Imports,203,Czech Rep.,Sweden,752,70700,9565
201506,Imports,203,Czech Rep.,TFYR of Macedonia,807,70700,77375
201506,Imports,203,Czech Rep.,United Kingdom,826,70700,1058
201512,Exports,191,Croatia,World,0,70700,8162
201508,Imports,398,Kazakhstan,World,0,70700,7730
201508,Imports,398,Kazakhstan,China,156,70700,1287
201508,Imports,398,Kazakhstan,Russian Federation,643,70700,6442
201512,Exports,191,Croatia,Bulgaria,100,70700,4363
201512,Exports,191,Croatia,Hungary,348,70700,28
201512,Exports,191,Croatia,Slovenia,705,70700,3771
201402,Exports,620,Portugal,World,0,70700,1689
201506,Exports,203,Czech Rep.,World,0,70700,598793
201506,Exports,203,Czech Rep.,Austria,40,70700,296
201508,Imports,686,Senegal,World,0,70700,121
201508,Imports,686,Senegal,Spain,724,70700,121
201506,Imports,208,Denmark,World,0,70700,1605299
201506,Imports,208,Denmark,Austria,40,70700,184
201506,Imports,208,Denmark,Estonia,233,70700,97
201506,Imports,208,Denmark,Finland,246,70700,1
201506,Imports,208,Denmark,Germany,276,70700,48352
201506,Imports,208,Denmark,Greece,300,70700,3875
201506,Imports,208,Denmark,Jordan,400,70700,1420
201506,Imports,208,Denmark,Lithuania,440,70700,174
201506,Imports,208,Denmark,Netherlands,528,70700,1291068
201506,Imports,208,Denmark,Poland,616,70700,3826
201506,Imports,208,Denmark,Portugal,620,70700,1043
201506,Imports,208,Denmark,Belgium,56,70700,179
201506,Imports,208,Denmark,Czech Rep.,203,70700,50
201506,Imports,208,Denmark,France,251,70700,679
201506,Imports,208,Denmark,Hungary,348,70700,36
201506,Imports,208,Denmark,Italy,381,70700,2126
201506,Imports,208,Denmark,Norway,579,70700,427
201506,Imports,208,Denmark,Romania,642,70700,368
201506,Exports,208,Denmark,Greenland,304,70700,19933
201506,Exports,208,Denmark,Iceland,352,70700,12
201506,Exports,208,Denmark,Ireland,372,70700,8
201506,Exports,208,Denmark,Italy,381,70700,2
201506,Exports,208,Denmark,Netherlands,528,70700,1823
201506,Exports,208,Denmark,Norway,579,70700,583
201506,Exports,208,Denmark,Portugal,620,70700,6
201506,Exports,208,Denmark,Spain,724,70700,23695
201506,Exports,208,Denmark,Sweden,752,70700,17197
201506,Exports,208,Denmark,United Kingdom,826,70700,31
201402,Exports,643,Russian Federation,World,0,70700,16806
201402,Exports,643,Russian Federation,Kazakhstan,398,70700,16806
201506,Exports,203,Czech Rep.,Germany,276,70700,112922
201506,Exports,203,Czech Rep.,Netherlands,528,70700,14970
201506,Exports,203,Czech Rep.,Poland,616,70700,101084
201506,Exports,203,Czech Rep.,Romania,642,70700,53646
201506,Exports,203,Czech Rep.,Slovakia,703,70700,313062
201506,Exports,203,Czech Rep.,Spain,724,70700,2813
201506,Imports,208,Denmark,Slovakia,703,70700,32
201506,Imports,208,Denmark,Spain,724,70700,228607
201506,Imports,208,Denmark,Sweden,752,70700,17952
201506,Imports,208,Denmark,Turkey,792,70700,4753
201506,Imports,208,Denmark,United Kingdom,826,70700,52
201508,Exports,328,Guyana,World,0,70700,107
201508,Exports,328,Guyana,Barbados,52,70700,107
201506,Exports,208,Denmark,World,0,70700,100371
201506,Exports,208,Denmark,Austria,40,70700,10
201506,Exports,208,Denmark,Czech Rep.,203,70700,269
201506,Exports,208,Denmark,Faeroe Isds,234,70700,23451
201506,Exports,208,Denmark,Finland,246,70700,35
201506,Exports,208,Denmark,France,251,70700,66
201506,Exports,208,Denmark,Germany,276,70700,13252
201402,Re-exports,498,Rep. of Moldova,World,0,70700,264077
201402,Re-exports,498,Rep. of Moldova,Belarus,112,70700,5155
201402,Re-exports,498,Rep. of Moldova,Russian Federation,643,70700,258922
201506,Imports,300,Greece,World,0,70700,12874
201506,Imports,300,Greece,Bulgaria,100,70700,1426
201506,Imports,300,Greece,Netherlands,528,70700,6
201506,Imports,300,Greece,TFYR of Macedonia,807,70700,11442
201402,Exports,620,Portugal,Belgium,56,70700,115
201402,Exports,620,Portugal,Cabo Verde,132,70700,146
201402,Exports,620,Portugal,France,251,70700,389
201402,Exports,620,Portugal,Luxembourg,442,70700,582
201402,Exports,620,Portugal,Sao Tome and Principe,678,70700,49
201402,Exports,620,Portugal,Spain,724,70700,359
201402,Exports,620,Portugal,Switzerland,757,70700,49
201506,Imports,348,Hungary,World,0,70700,254633
201402,Imports,352,Iceland,World,0,70700,452
201402,Imports,352,Iceland,Dominican Rep.,214,70700,114
201402,Imports,352,Iceland,Spain,724,70700,337
201506,Exports,348,Hungary,World,0,70700,1169365
201506,Exports,348,Hungary,Austria,40,70700,11265
201506,Exports,348,Hungary,Czech Rep.,203,70700,143576
201506,Exports,348,Hungary,Germany,276,70700,560537
201506,Exports,348,Hungary,Poland,616,70700,321598
201506,Exports,348,Hungary,Romania,642,70700,6293
201506,Exports,348,Hungary,Slovakia,703,70700,125310
201506,Exports,348,Hungary,Slovenia,705,70700,786
201506,Imports,348,Hungary,Austria,40,70700,178
201506,Imports,348,Hungary,Germany,276,70700,22172
201506,Imports,348,Hungary,Italy,381,70700,10427
201506,Imports,348,Hungary,Romania,642,70700,194124
201506,Imports,348,Hungary,Spain,724,70700,27732
201402,Imports,52,Barbados,World,0,70700,54
201512,Imports,620,Portugal,Germany,276,70700,42780
201512,Imports,620,Portugal,Spain,724,70700,247792
201506,Imports,428,Latvia,World,0,70700,241345
201506,Imports,428,Latvia,Estonia,233,70700,26314
201506,Imports,428,Latvia,Germany,276,70700,16676
201506,Imports,428,Latvia,Lithuania,440,70700,135276
201506,Imports,428,Latvia,Netherlands,528,70700,28269
201506,Imports,428,Latvia,Poland,616,70700,30614
201506,Imports,428,Latvia,Romania,642,70700,3865
201506,Imports,428,Latvia,Spain,724,70700,332
201506,Imports,458,Malaysia,World,0,70700,282705
201506,Imports,458,Malaysia,Australia,36,70700,9346
201506,Imports,458,Malaysia,China,156,70700,7960
201506,Imports,458,Malaysia,Germany,276,70700,132
201506,Imports,458,Malaysia,"China, Hong Kong SAR",344,70700,250
201506,Imports,458,Malaysia,Indonesia,360,70700,423
201506,Imports,458,Malaysia,Japan,392,70700,871
201506,Imports,458,Malaysia,Netherlands,528,70700,150
201506,Imports,458,Malaysia,India,699,70700,2939
201506,Imports,458,Malaysia,Singapore,702,70700,87
201506,Imports,458,Malaysia,Viet Nam,704,70700,997
201506,Imports,458,Malaysia,Thailand,764,70700,259362
201506,Imports,458,Malaysia,Turkey,792,70700,111
201506,Imports,458,Malaysia,United States of America,842,70700,78
201506,Exports,458,Malaysia,World,0,70700,507567
201506,Exports,458,Malaysia,Brunei Darussalam,96,70700,2337
201506,Exports,458,Malaysia,Indonesia,360,70700,455
201506,Exports,458,Malaysia,Saudi Arabia,682,70700,92
201506,Exports,458,Malaysia,Singapore,702,70700,504472
201506,Exports,458,Malaysia,United Arab Emirates,784,70700,210
201402,Imports,458,Malaysia,Singapore,702,70700,33
201402,Imports,458,Malaysia,World,0,70700,161584
201402,Imports,458,Malaysia,Australia,36,70700,4278
201402,Imports,458,Malaysia,China,156,70700,8484
201402,Imports,458,Malaysia,"China, Hong Kong SAR",344,70700,439
201402,Imports,458,Malaysia,Netherlands,528,70700,225
201402,Imports,458,Malaysia,India,699,70700,1970
201402,Imports,458,Malaysia,Viet Nam,704,70700,6524
201402,Imports,458,Malaysia,Thailand,764,70700,139631
201512,Imports,620,Portugal,World,0,70700,290573
201506,Exports,428,Latvia,World,0,70700,98499
201506,Exports,428,Latvia,Estonia,233,70700,79130
201506,Exports,428,Latvia,Lithuania,440,70700,19369
201402,Imports,52,Barbados,Trinidad and Tobago,780,70700,20
201402,Imports,52,Barbados,United Kingdom,826,70700,22
201402,Imports,52,Barbados,United States of America,842,70700,13
201402,Exports,352,Iceland,World,0,70700,1778
201402,Exports,52,Barbados,World,0,70700,168
201402,Exports,52,Barbados,Saint Vincent and the Grenadines,670,70700,168
201402,Imports,222,El Salvador,World,0,70700,86717
201402,Imports,222,El Salvador,Guatemala,320,70700,4854
201402,Imports,222,El Salvador,Honduras,340,70700,80692
201402,Imports,222,El Salvador,Nicaragua,558,70700,1171
201402,Exports,268,Georgia,World,0,70700,650
201402,Exports,268,Georgia,Malta,470,70700,650
201402,Imports,268,Georgia,Turkey,792,70700,432086
201402,Imports,268,Georgia,World,0,70700,432086
201506,Exports,484,Mexico,World,0,70700,23069987
201506,Exports,484,Mexico,Canada,124,70700,156952
201506,Exports,484,Mexico,United States of America,842,70700,22913035
201402,Exports,352,Iceland,Greenland,304,70700,1778
201506,Exports,807,TFYR of Macedonia,Italy,381,70700,260765
201506,Imports,554,New Zealand,World,0,70700,49921
201506,Imports,554,New Zealand,Australia,36,70700,49921
201512,Exports,620,Portugal,World,0,70700,9901
201512,Exports,620,Portugal,Belgium,56,70700,5223
201512,Exports,620,Portugal,Cabo Verde,132,70700,645
201512,Exports,620,Portugal,France,251,70700,545
201512,Exports,620,Portugal,Germany,276,70700,214
201512,Exports,620,Portugal,Luxembourg,442,70700,451
201512,Exports,620,Portugal,Spain,724,70700,2823
201506,Imports,705,Slovenia,Netherlands,528,70700,3174
201506,Imports,705,Slovenia,India,699,70700,37
201506,Imports,807,TFYR of Macedonia,World,0,70700,4330
201506,Imports,807,TFYR of Macedonia,Albania,8,70700,4330
201506,Exports,807,TFYR of Macedonia,World,0,70700,1196637
201506,Exports,807,TFYR of Macedonia,Austria,40,70700,15597
201506,Exports,807,TFYR of Macedonia,Bosnia Herzegovina,70,70700,2919
201506,Exports,807,TFYR of Macedonia,Bulgaria,100,70700,35599
201506,Exports,807,TFYR of Macedonia,Croatia,191,70700,268769
201506,Exports,807,TFYR of Macedonia,Czech Rep.,203,70700,14144
201506,Exports,807,TFYR of Macedonia,France,251,70700,53664
201506,Exports,807,TFYR of Macedonia,Germany,276,70700,148188
201506,Exports,807,TFYR of Macedonia,Greece,300,70700,10862
201506,Exports,807,TFYR of Macedonia,Montenegro,499,70700,2638
201506,Exports,807,TFYR of Macedonia,Poland,616,70700,49509
201506,Exports,807,TFYR of Macedonia,Serbia,688,70700,223864
201506,Exports,807,TFYR of Macedonia,Slovakia,703,70700,3628
201506,Exports,807,TFYR of Macedonia,Slovenia,705,70700,48958
201506,Exports,807,TFYR of Macedonia,Switzerland,757,70700,57532
201506,Imports,40,Austria,Serbia,688,70700,553586
201402,Imports,620,Portugal,World,0,70700,302783
201402,Imports,620,Portugal,Morocco,504,70700,14422
201402,Imports,620,Portugal,Spain,724,70700,288244
201402,Imports,620,Portugal,United Kingdom,826,70700,116
201506,Imports,31,Azerbaijan,World,0,70700,92728
201506,Imports,31,Azerbaijan,France,251,70700,158
201506,Imports,31,Azerbaijan,Iran,364,70700,92570
201506,Imports,40,Austria,Spain,724,70700,143134
201506,Imports,40,Austria,Turkey,792,70700,173207
201506,Imports,40,Austria,TFYR of Macedonia,807,70700,504080
201506,Exports,40,Austria,World,0,70700,1645104
201402,Imports,499,Montenegro,World,0,70700,47627
201402,Imports,499,Montenegro,Greece,300,70700,2181
201402,Imports,499,Montenegro,Italy,381,70700,43217
201402,Imports,499,Montenegro,Spain,724,70700,2229
201402,Exports,554,New Zealand,World,0,70700,28951
201402,Exports,554,New Zealand,Cook Isds,184,70700,208
201402,Exports,554,New Zealand,Fiji,242,70700,1034
201402,Exports,554,New Zealand,French Polynesia,258,70700,12164
201402,Exports,554,New Zealand,"China, Hong Kong SAR",344,70700,279
201402,Exports,554,New Zealand,New Caledonia,540,70700,15099
201402,Exports,554,New Zealand,Wallis and Futuna Isds,876,70700,167
201506,Imports,40,Austria,World,0,70700,1994254
201506,Imports,40,Austria,Belgium,56,70700,10764
201506,Imports,40,Austria,Cyprus,196,70700,785
201506,Imports,40,Austria,Czech Rep.,203,70700,112
201506,Imports,40,Austria,France,251,70700,78
201506,Imports,40,Austria,Germany,276,70700,481710
201506,Imports,40,Austria,Greece,300,70700,9621
201506,Imports,40,Austria,Hungary,348,70700,1099
201506,Imports,40,Austria,Italy,381,70700,33045
201506,Imports,40,Austria,Netherlands,528,70700,82539
201506,Imports,40,Austria,Poland,616,70700,493
201402,Exports,499,Montenegro,World,0,70700,70
201402,Exports,499,Montenegro,Italy,381,70700,70
201506,Exports,40,Austria,Croatia,191,70700,34
201506,Exports,40,Austria,Czech Rep.,203,70700,11516
201506,Exports,40,Austria,France,251,70700,98517
201506,Exports,40,Austria,Germany,276,70700,809108
201506,Exports,40,Austria,Hungary,348,70700,2377
201506,Exports,40,Austria,Italy,381,70700,435378
201506,Exports,40,Austria,Poland,616,70700,99370
201506,Exports,40,Austria,Slovakia,703,70700,1503
201506,Exports,40,Austria,Slovenia,705,70700,76831
201506,Exports,40,Austria,Switzerland,757,70700,106804
201506,Exports,40,Austria,United Kingdom,826,70700,3667
201402,Imports,233,Estonia,World,0,70700,200775
201402,Exports,807,TFYR of Macedonia,World,0,70700,59164
201402,Exports,807,TFYR of Macedonia,Serbia,688,70700,59164
201402,Imports,807,TFYR of Macedonia,World,0,70700,58581
201402,Imports,807,TFYR of Macedonia,Greece,300,70700,56526
201402,Imports,842,United States of America,World,0,70700,73776982
201402,Imports,842,United States of America,Canada,124,70700,8111706
201402,Imports,842,United States of America,Dominican Rep.,214,70700,627854
201402,Imports,842,United States of America,Guatemala,320,70700,197837
201402,Imports,842,United States of America,Honduras,340,70700,4004349
201402,Imports,842,United States of America,Mexico,484,70700,60796224
201402,Imports,842,United States of America,Spain,724,70700,39012
201506,Exports,51,Armenia,World,0,70700,158170
201506,Exports,51,Armenia,Georgia,268,70700,320
201506,Exports,51,Armenia,Russian Federation,643,70700,157849
201506,Exports,56,Belgium,World,0,70700,6108756
201506,Exports,56,Belgium,Austria,40,70700,26079
201506,Exports,56,Belgium,Czech Rep.,203,70700,17974
201506,Exports,56,Belgium,France,251,70700,1858179
201506,Exports,56,Belgium,Germany,276,70700,2462438
201506,Exports,56,Belgium,Italy,381,70700,109
201402,Re-exports,842,United States of America,World,0,70700,5451258
201402,Re-exports,842,United States of America,Canada,124,70700,5451258
201402,Imports,807,TFYR of Macedonia,Turkey,792,70700,2055
201402,Exports,842,United States of America,World,0,70700,6546150
201402,Exports,842,United States of America,Canada,124,70700,6468842
201402,Exports,842,United States of America,Mexico,484,70700,77308
201506,Exports,56,Belgium,Luxembourg,442,70700,141542
201506,Exports,56,Belgium,Netherlands,528,70700,1601525
201506,Exports,56,Belgium,United Kingdom,826,70700,910
201402,Imports,233,Estonia,Israel,376,70700,51
201402,Imports,233,Estonia,Italy,381,70700,70820
201402,Imports,233,Estonia,Latvia,428,70700,38937
201402,Imports,233,Estonia,Morocco,504,70700,15951
201402,Imports,233,Estonia,Netherlands,528,70700,10830
201402,Imports,233,Estonia,Spain,724,70700,64186
201506,Imports,97,EU-27,Dominican Rep.,214,70700,381
201506,Imports,97,EU-27,World,0,70700,2166139
201506,Imports,97,EU-27,Albania,8,70700,2848
201506,Imports,97,EU-27,Bosnia Herzegovina,70,70700,53688
201506,Imports,97,EU-27,Ecuador,218,70700,247
201506,Imports,97,EU-27,Japan,392,70700,135
201506,Imports,97,EU-27,Jordan,400,70700,51883
201506,Imports,97,EU-27,Lebanon,422,70700,3196
201506,Imports,97,EU-27,Mauritius,480,70700,34
201506,Imports,97,EU-27,Russian Federation,643,70700,22
201506,Imports,97,EU-27,Serbia,688,70700,804746
201506,Imports,97,EU-27,India,699,70700,1301
201506,Imports,97,EU-27,Suriname,740,70700,3196
201506,Imports,97,EU-27,Thailand,764,70700,22
201506,Imports,97,EU-27,Turkey,792,70700,307146
201506,Imports,97,EU-27,Uganda,800,70700,751
201506,Imports,97,EU-27,Ukraine,804,70700,15339
201506,Imports,97,EU-27,TFYR of Macedonia,807,70700,919309
201506,Imports,97,EU-27,Egypt,818,70700,1895
201402,Imports,600,Paraguay,World,0,70700,8716
201402,Exports,233,Estonia,World,0,70700,112407
201402,Exports,233,Estonia,Finland,246,70700,194
201402,Exports,233,Estonia,Latvia,428,70700,84353
201402,Exports,233,Estonia,Lithuania,440,70700,27860
201402,Imports,600,Paraguay,Brazil,76,70700,8716
201402,Imports,191,Croatia,World,0,70700,190782
201402,Imports,191,Croatia,Germany,276,70700,36073
201402,Imports,191,Croatia,Italy,381,70700,42338
201402,Imports,191,Croatia,Netherlands,528,70700,7145
201402,Imports,191,Croatia,Slovenia,705,70700,1147
201402,Imports,191,Croatia,Spain,724,70700,104079
201506,Exports,97,EU-27,World,0,70700,1113137
201506,Exports,97,EU-27,Lebanon,422,70700,3050
201506,Exports,97,EU-27,Rep. of Moldova,498,70700,10181
201506,Exports,97,EU-27,Nigeria,566,70700,168
201506,Exports,97,EU-27,"Other Africa, nes",577,70700,460
201506,Exports,97,EU-27,Norway,579,70700,329864
201506,Exports,97,EU-27,Qatar,634,70700,2153
201506,Exports,97,EU-27,Russian Federation,643,70700,101
201506,Exports,97,EU-27,Saudi Arabia,682,70700,348
201506,Exports,97,EU-27,Serbia,688,70700,5046
201506,Exports,97,EU-27,Switzerland,757,70700,165011
201506,Exports,97,EU-27,United Arab Emirates,784,70700,11000
201506,Exports,97,EU-27,Bunkers,837,70700,1099
201506,Exports,97,EU-27,United States of America,842,70700,453162
201402,Imports,203,Czech Rep.,World,0,70700,3828963
201402,Imports,203,Czech Rep.,Austria,40,70700,142
201402,Imports,203,Czech Rep.,Bulgaria,100,70700,217
201402,Imports,203,Czech Rep.,France,251,70700,1946
201402,Imports,203,Czech Rep.,Germany,276,70700,1765
201402,Imports,203,Czech Rep.,Greece,300,70700,779251
201402,Imports,203,Czech Rep.,Hungary,348,70700,7636
201402,Imports,203,Czech Rep.,Italy,381,70700,12731
201402,Imports,203,Czech Rep.,Netherlands,528,70700,20452
201402,Imports,203,Czech Rep.,Poland,616,70700,371537
201402,Imports,203,Czech Rep.,Slovakia,703,70700,3033
201402,Imports,203,Czech Rep.,Spain,724,70700,2628352
201402,Imports,203,Czech Rep.,United Kingdom,826,70700,1901
201506,Exports,97,EU-27,Andorra,20,70700,617
201506,Exports,97,EU-27,Angola,24,70700,67
201506,Exports,97,EU-27,Belarus,112,70700,7053
201506,Exports,97,EU-27,Canada,124,70700,46556
201506,Exports,97,EU-27,Cabo Verde,132,70700,695
201506,Exports,97,EU-27,Faeroe Isds,234,70700,23458
201506,Exports,97,EU-27,Gibraltar,292,70700,7266
201506,Exports,97,EU-27,Greenland,304,70700,19937
201506,Exports,97,EU-27,"China, Hong Kong SAR",344,70700,25083
201506,Exports,97,EU-27,Iceland,352,70700,292
201506,Exports,97,EU-27,Iraq,368,70700,146
201506,Exports,97,EU-27,Kuwait,414,70700,325
201402,Exports,300,Greece,World,0,70700,10651039
201402,Exports,203,Czech Rep.,World,0,70700,455417
201402,Exports,203,Czech Rep.,Austria,40,70700,110
201402,Exports,203,Czech Rep.,Hungary,348,70700,14095
201402,Exports,203,Czech Rep.,Italy,381,70700,567
201402,Exports,203,Czech Rep.,Netherlands,528,70700,27340
201402,Exports,203,Czech Rep.,Poland,616,70700,24088
201402,Exports,203,Czech Rep.,Slovakia,703,70700,389217
201402,Exports,300,Greece,Albania,8,70700,65172
201402,Exports,300,Greece,Austria,40,70700,128303
201402,Exports,300,Greece,Bulgaria,100,70700,1257914
201402,Exports,300,Greece,Belarus,112,70700,224075
201402,Exports,300,Greece,Cyprus,196,70700,18118
201402,Exports,300,Greece,Czech Rep.,203,70700,432224
201402,Exports,300,Greece,Germany,276,70700,4800289
201402,Exports,458,Malaysia,World,0,70700,466925
201402,Exports,300,Greece,Hungary,348,70700,81156
201402,Exports,300,Greece,Italy,381,70700,39607
201402,Exports,300,Greece,Lithuania,440,70700,35335
201402,Exports,300,Greece,Rep. of Moldova,498,70700,181697
201402,Exports,300,Greece,Netherlands,528,70700,577378
201402,Exports,300,Greece,Poland,616,70700,24119
201402,Exports,300,Greece,Romania,642,70700,724768
201402,Exports,300,Greece,Russian Federation,643,70700,1929017
201402,Exports,300,Greece,Serbia,688,70700,23149
201402,Exports,300,Greece,Slovakia,703,70700,101597
201402,Exports,300,Greece,TFYR of Macedonia,807,70700,7122
201402,Imports,442,Luxembourg,World,0,70700,181915
201402,Imports,442,Luxembourg,Belgium,56,70700,118961
201402,Imports,442,Luxembourg,France,251,70700,32551
201402,Imports,442,Luxembourg,Germany,276,70700,15626
201402,Imports,442,Luxembourg,Netherlands,528,70700,6523
201402,Imports,442,Luxembourg,"Other Europe, nes",568,70700,227
201402,Imports,442,Luxembourg,Portugal,620,70700,340
201402,Imports,442,Luxembourg,Spain,724,70700,7688
201402,Exports,442,Luxembourg,World,0,70700,11624
201402,Exports,442,Luxembourg,Belgium,56,70700,2472
201402,Exports,442,Luxembourg,France,251,70700,5675
201402,Exports,442,Luxembourg,Germany,276,70700,3477
201402,Re-imports,442,Luxembourg,World,0,70700,14
201402,Re-imports,442,Luxembourg,Germany,276,70700,14
201402,Exports,458,Malaysia,Brunei Darussalam,96,70700,387
201402,Exports,458,Malaysia,"China, Hong Kong SAR",344,70700,1347
201402,Exports,458,Malaysia,Singapore,702,70700,465191
201506,Imports,196,Cyprus,World,0,70700,3791
201506,Imports,196,Cyprus,Greece,300,70700,2516
201506,Imports,196,Cyprus,United Kingdom,826,70700,1275
201506,Exports,246,Finland,World,0,70700,283
201506,Imports,246,Finland,World,0,70700,301126
201506,Imports,246,Finland,Dominican Rep.,214,70700,142
201506,Imports,246,Finland,Germany,276,70700,48681
201402,Exports,484,Mexico,World,0,70700,53508486
201402,Exports,484,Mexico,Canada,124,70700,129023
201402,Exports,484,Mexico,Japan,392,70700,1
201402,Exports,484,Mexico,Netherlands,528,70700,21
201402,Exports,484,Mexico,United States of America,842,70700,53379441
201506,Exports,196,Cyprus,World,0,70700,407
201506,Exports,196,Cyprus,United Kingdom,826,70700,407
201506,Imports,246,Finland,Netherlands,528,70700,194833
201506,Imports,246,Finland,Norway,579,70700,41212
201506,Imports,246,Finland,Spain,724,70700,3618
201506,Imports,246,Finland,Turkey,792,70700,12639
201506,Exports,246,Finland,Estonia,233,70700,283
201402,Imports,688,Serbia,World,0,70700,323237
201402,Imports,688,Serbia,France,251,70700,11180
201402,Imports,688,Serbia,Greece,300,70700,76277
201402,Imports,688,Serbia,Italy,381,70700,39427
201402,Imports,688,Serbia,Spain,724,70700,134940
201402,Imports,688,Serbia,Turkey,792,70700,8314
201402,Imports,688,Serbia,TFYR of Macedonia,807,70700,53099
201402,Exports,688,Serbia,World,0,70700,29076
201402,Exports,688,Serbia,Russian Federation,643,70700,29076
201402,Imports,752,Sweden,World,0,70700,8510707
201402,Imports,752,Sweden,Denmark,208,70700,147636
201402,Imports,752,Sweden,France,251,70700,1386
201402,Imports,752,Sweden,Germany,276,70700,409040
201402,Imports,752,Sweden,Italy,381,70700,90214
201402,Imports,752,Sweden,Jordan,400,70700,45107
201402,Imports,752,Sweden,Netherlands,528,70700,1227735
201402,Imports,752,Sweden,Spain,724,70700,6566960
201402,Imports,752,Sweden,Turkey,792,70700,22630
201402,Exports,752,Sweden,Norway,579,70700,5542
201402,Exports,752,Sweden,World,0,70700,24940
201402,Exports,752,Sweden,Denmark,208,70700,19397
201506,Exports,381,Italy,World,0,70700,167512
201506,Exports,381,Italy,Austria,40,70700,7646
201506,Exports,381,Italy,Belgium,56,70700,283
201506,Exports,381,Italy,Bulgaria,100,70700,459
201506,Exports,381,Italy,Croatia,191,70700,56637
201506,Exports,381,Italy,Czech Rep.,203,70700,619
201506,Exports,381,Italy,Denmark,208,70700,136
201506,Exports,381,Italy,Finland,246,70700,57
201506,Exports,381,Italy,France,251,70700,7697
201506,Exports,381,Italy,Germany,276,70700,24073
201506,Exports,381,Italy,Greece,300,70700,9
201506,Exports,381,Italy,Hungary,348,70700,48
201506,Exports,381,Italy,Ireland,372,70700,136
201506,Exports,381,Italy,Luxembourg,442,70700,71
201506,Exports,381,Italy,Malta,470,70700,8233
201506,Exports,381,Italy,Poland,616,70700,1
201506,Exports,381,Italy,Romania,642,70700,31
201506,Exports,381,Italy,Slovakia,703,70700,189
201506,Exports,381,Italy,Slovenia,705,70700,55456
201506,Exports,381,Italy,Sweden,752,70700,280
201506,Exports,381,Italy,United Kingdom,826,70700,5452
201506,Exports,417,Kyrgyzstan,World,0,70700,21450
201402,Exports,764,Thailand,World,0,70700,4663
201402,Exports,764,Thailand,Myanmar,104,70700,2207
201402,Exports,764,Thailand,"China, Hong Kong SAR",344,70700,15
201402,Exports,764,Thailand,Singapore,702,70700,2441
201402,Imports,804,Ukraine,World,0,70700,2283021
201402,Imports,804,Ukraine,Netherlands,528,70700,105
201402,Imports,804,Ukraine,Spain,724,70700,167232
201402,Imports,804,Ukraine,Turkey,792,70700,2115685
201402,Exports,804,Ukraine,World,0,70700,678274
201402,Exports,804,Ukraine,Austria,40,70700,71
201402,Exports,804,Ukraine,Bulgaria,100,70700,49
201402,Exports,804,Ukraine,China,156,70700,34
201402,Exports,804,Ukraine,Cyprus,196,70700,255
201402,Exports,804,Ukraine,Germany,276,70700,198
201402,Exports,804,Ukraine,Greece,300,70700,63
201402,Exports,804,Ukraine,"China, Hong Kong SAR",344,70700,134
201402,Exports,804,Ukraine,Rep. of Korea,410,70700,59
201402,Exports,804,Ukraine,Malta,470,70700,42
201402,Exports,804,Ukraine,Netherlands,528,70700,20
201402,Exports,804,Ukraine,Marshall Isds,584,70700,83
201402,Exports,804,Ukraine,Panama,591,70700,377
201402,Exports,804,Ukraine,Russian Federation,643,70700,676678
201402,Exports,804,Ukraine,Saint Kitts and Nevis,659,70700,50
