"","classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","second_partner_code","second_partner","second_partner_iso","customs_proc_code","customs","mode_of_transport_code","mode_of_transport","commodity_code","commodity","qty_unit_code","qty_unit","alt_qty_unit_code","alt_qty_unit","qty","alt_qty","netweight_kg","gross_weight_kg","trade_value_usd","cif_trade_value_usd","fob_trade_value_usd","flag"
"3920","HS",2015,201507,"July 2015",6,1,1,"Imports",705,"Slovenia",NA,381,"Italy",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,3,NA,25,NA,NA,0
"3921","HS",2015,201507,"July 2015",6,1,1,"Imports",724,"Spain",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,18900,NA,98172,NA,NA,0
"3922","HS",2015,201507,"July 2015",6,1,1,"Imports",724,"Spain",NA,251,"France",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1200,NA,14603,NA,NA,0
"3923","HS",2015,201507,"July 2015",6,1,1,"Imports",724,"Spain",NA,381,"Italy",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,6400,NA,38167,NA,NA,0
"3924","HS",2015,201507,"July 2015",6,1,1,"Imports",724,"Spain",NA,620,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,11300,NA,45402,NA,NA,0
"3925","HS",2015,201507,"July 2015",6,1,2,"Exports",724,"Spain",NA,620,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1100,NA,5399,NA,NA,0
"3926","HS",2015,201507,"July 2015",6,1,2,"Exports",724,"Spain",NA,251,"France",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,0
"3927","HS",2015,201507,"July 2015",6,1,2,"Exports",724,"Spain",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,5487,NA,NA,0
"3928","HS",2015,201508,"August 2015",6,1,1,"Imports",842,"United States of America",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,5633,NA,NA,0
"3929","HS",2015,201508,"August 2015",6,1,1,"Imports",842,"United States of America",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,26972,NA,NA,0
"3930","HS",2015,201508,"August 2015",6,1,1,"Imports",842,"United States of America",NA,484,"Mexico",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,21339,NA,NA,0
"3931","HS",2015,201508,"August 2015",6,1,2,"Exports",842,"United States of America",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,118618,NA,NA,0
"3932","HS",2015,201508,"August 2015",6,1,2,"Exports",842,"United States of America",NA,124,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,2534,NA,NA,0
"3933","HS",2015,201508,"August 2015",6,1,2,"Exports",842,"United States of America",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,77000,NA,NA,0
"3934","HS",2015,201508,"August 2015",6,1,2,"Exports",842,"United States of America",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,39084,NA,NA,0
"3935","HS",2015,201507,"July 2015",6,1,2,"Exports",484,"Mexico",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1013,NA,23205,NA,NA,0
"3936","HS",2015,201507,"July 2015",6,1,2,"Exports",484,"Mexico",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1013,NA,23205,NA,NA,0
"3937","HS",2015,201508,"August 2015",6,1,2,"Exports",484,"Mexico",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,907,NA,24007,NA,NA,0
"3938","HS",2015,201508,"August 2015",6,1,2,"Exports",484,"Mexico",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,907,NA,24007,NA,NA,0
"3939","HS",2015,201508,"August 2015",6,1,1,"Imports",36,"Australia",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,3758,NA,193755,NA,NA,0
"3940","HS",2015,201508,"August 2015",6,1,1,"Imports",36,"Australia",NA,554,"New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,3758,NA,193755,NA,NA,0
"3941","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,702,"Singapore",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,121,NA,6072,NA,NA,0
"3942","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,704,"Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,28592,NA,1192842,NA,NA,0
"3943","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,112,NA,3795,NA,NA,0
"3944","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,62470,NA,2522862,NA,NA,0
"3945","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,7148,NA,287472,NA,NA,0
"3946","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,19434,NA,805716,NA,NA,0
"3947","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,5135,NA,170282,NA,NA,0
"3948","HS",2015,201508,"August 2015",6,1,2,"Exports",36,"Australia",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1928,NA,56683,NA,NA,0
"3949","HS",2015,201508,"August 2015",6,1,1,"Imports",56,"Belgium",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,3,NA,16,NA,NA,0
"3950","HS",2015,201508,"August 2015",6,1,1,"Imports",56,"Belgium",NA,251,"France",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,3,NA,16,NA,NA,0
"3951","HS",2015,201508,"August 2015",6,1,2,"Exports",97,"EU-27",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,0
"3952","HS",2015,201508,"August 2015",6,1,2,"Exports",97,"EU-27",NA,579,"Norway",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,0
"3953","HS",2015,201508,"August 2015",6,1,1,"Imports",100,"Bulgaria",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,23400,NA,14960,NA,NA,0
"3954","HS",2015,201508,"August 2015",6,1,1,"Imports",100,"Bulgaria",NA,642,"Romania",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,23400,NA,14960,NA,NA,0
"3955","HS",2015,201508,"August 2015",6,1,2,"Exports",251,"France",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,936,NA,NA,0
"3956","HS",2015,201508,"August 2015",6,1,2,"Exports",251,"France",NA,208,"Denmark",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,0
"3957","HS",2015,201508,"August 2015",6,1,2,"Exports",251,"France",NA,442,"Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,100,NA,691,NA,NA,0
"3958","HS",2015,201508,"August 2015",6,1,2,"Exports",251,"France",NA,579,"Norway",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,0
"3959","HS",2015,201508,"August 2015",6,1,1,"Imports",724,"Spain",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,34000,NA,144027,NA,NA,0
"3960","HS",2015,201508,"August 2015",6,1,1,"Imports",724,"Spain",NA,381,"Italy",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,6700,NA,41025,NA,NA,0
"3961","HS",2015,201508,"August 2015",6,1,1,"Imports",724,"Spain",NA,620,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,26300,NA,88856,NA,NA,0
"3962","HS",2015,201508,"August 2015",6,1,1,"Imports",724,"Spain",NA,251,"France",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1000,NA,14147,NA,NA,0
"3963","HS",2015,201508,"August 2015",6,1,2,"Exports",724,"Spain",NA,251,"France",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,300,NA,735,NA,NA,0
"3964","HS",2015,201508,"August 2015",6,1,2,"Exports",724,"Spain",NA,620,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,500,NA,2128,NA,NA,0
"3965","HS",2015,201508,"August 2015",6,1,2,"Exports",724,"Spain",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,800,NA,2863,NA,NA,0
"3966","HS",2015,201508,"August 2015",6,1,1,"Imports",381,"Italy",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1352,NA,14963,NA,NA,0
"3967","HS",2015,201508,"August 2015",6,1,1,"Imports",381,"Italy",NA,191,"Croatia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,362,NA,1936,NA,NA,0
"3968","HS",2015,201508,"August 2015",6,1,1,"Imports",381,"Italy",NA,724,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,640,NA,4328,NA,NA,0
"3969","HS",2015,201508,"August 2015",6,1,1,"Imports",381,"Italy",NA,826,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,350,NA,8700,NA,NA,0
"3970","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1270,NA,89166,NA,NA,0
"3971","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,20,NA,410,NA,NA,0
"3972","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,220,NA,9104,NA,NA,0
"3973","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,480,NA,26566,NA,NA,0
"3974","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,156,"China",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,150,NA,4487,NA,NA,0
"3975","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,60,NA,3248,NA,NA,0
"3976","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,230,NA,42576,NA,NA,0
"3977","HS",2015,201504,"April 2015",6,1,1,"Imports",702,"Singapore",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,110,NA,2776,NA,NA,0
"3978","HS",2015,201504,"April 2015",6,1,2,"Exports",702,"Singapore",NA,458,"Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,0
"3979","HS",2015,201504,"April 2015",6,1,2,"Exports",702,"Singapore",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,0
"3980","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,50469,NA,NA,0
"3981","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,290,NA,16630,NA,NA,0
"3982","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,30,NA,1847,NA,NA,0
"3983","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,230,NA,21844,NA,NA,0
"3984","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,120,NA,2611,NA,NA,0
"3985","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,20,NA,401,NA,NA,0
"3986","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,608,"Philippines",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,0
"3987","HS",2015,201506,"June 2015",6,1,1,"Imports",702,"Singapore",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,170,NA,7075,NA,NA,0
"3988","HS",2015,201507,"July 2015",6,1,1,"Imports",702,"Singapore",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,1150,NA,75705,NA,NA,0
"3989","HS",2015,201507,"July 2015",6,1,1,"Imports",702,"Singapore",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,380,NA,19404,NA,NA,0
"3990","HS",2015,201507,"July 2015",6,1,1,"Imports",702,"Singapore",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,30,NA,1592,NA,NA,0
"3991","HS",2015,201507,"July 2015",6,1,1,"Imports",702,"Singapore",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,260,NA,37665,NA,NA,0
"3992","HS",2015,201507,"July 2015",6,1,1,"Imports",702,"Singapore",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,130,NA,2892,NA,NA,0
"3993","HS",2015,201507,"July 2015",6,1,1,"Imports",702,"Singapore",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,20,NA,602,NA,NA,0
"3994","HS",2015,201507,"July 2015",6,1,1,"Imports",702,"Singapore",NA,710,"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,330,NA,13549,NA,NA,0
"3995","HS",2015,201508,"August 2015",6,1,1,"Imports",702,"Singapore",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,51444,NA,NA,0
"3996","HS",2015,201508,"August 2015",6,1,1,"Imports",702,"Singapore",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,280,NA,15172,NA,NA,0
"3997","HS",2015,201508,"August 2015",6,1,1,"Imports",702,"Singapore",NA,344,"China, Hong Kong SAR",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,10,NA,548,NA,NA,0
"3998","HS",2015,201508,"August 2015",6,1,1,"Imports",702,"Singapore",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,270,NA,33534,NA,NA,0
"3999","HS",2015,201508,"August 2015",6,1,1,"Imports",702,"Singapore",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,100,NA,1819,NA,NA,0
"4000","HS",2015,201508,"August 2015",6,1,1,"Imports",702,"Singapore",NA,490,"Other Asia, nes",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,10,NA,342,NA,NA,0
"4001","HS",2015,201508,"August 2015",6,1,1,"Imports",702,"Singapore",NA,608,"Philippines",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,0
"4002","HS",2015,201508,"August 2015",6,1,2,"Exports",702,"Singapore",NA,458,"Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,20,NA,1277,NA,NA,0
"4003","HS",2015,201508,"August 2015",6,1,2,"Exports",702,"Singapore",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,20,NA,1277,NA,NA,0
"4004","HS",2015,201506,"June 2015",6,1,1,"Imports",620,"Portugal",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,7,NA,256,NA,NA,0
"4005","HS",2015,201506,"June 2015",6,1,1,"Imports",620,"Portugal",NA,608,"Philippines",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,7,NA,256,NA,NA,0
"4006","HS",2015,201506,"June 2015",6,1,1,"Imports",258,"French Polynesia",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,5,NA,262,NA,NA,0
"4007","HS",2015,201506,"June 2015",6,1,1,"Imports",258,"French Polynesia",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,5,NA,262,NA,NA,0
"4008","HS",2015,201508,"August 2015",6,1,2,"Exports",410,"Rep. of Korea",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,101740,NA,3421481,NA,NA,0
"4009","HS",2015,201506,"June 2015",6,1,1,"Imports",124,"Canada",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2753,NA,88549,NA,NA,0
"4010","HS",2015,201506,"June 2015",6,1,1,"Imports",124,"Canada",NA,36,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,2261,NA,72524,NA,NA,0
"4011","HS",2015,201506,"June 2015",6,1,1,"Imports",124,"Canada",NA,392,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,22,NA,705,NA,NA,0
"4012","HS",2015,201506,"June 2015",6,1,1,"Imports",124,"Canada",NA,410,"Rep. of Korea",NA,NA,NA,NA,NA,NA,NA,NA,"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",0,NA,NA,NA,NA,NA,137,NA,5116,NA,NA,0
