node,period,deg_out_wei,tot_out_wei,ave_out_wei,max_out_wei,deg_in_wei,tot_in_wei,ave_in_wei,max_in_wei,ratio,degree_val,bet_val,tri_no,eigen_val,net_group,tot_in_wei_n,tot_out_wei_n,period_date,degree_net,overall_flux,month
Portugal,201401,7,6276,896.571428571429,3266,2,672270,336135,618930,0.9815016225871201,9,0,12,0.01109945042447387,3,0.29341917618498914,0.0027392249389932496,2014-01-01,5,678546,1
Hungary,201401,7,39418,5631.14285714286,20701,6,1195910,199318.333333333,741086,0.9361821313853487,13,978,32,0.01929386481942113,3,0.5219672557029027,0.017204392709565954,2014-01-01,1,1235328,1
Israel,201401,6,95578,15929.6666666667,55112,0,0,0,0,-1,6,0,6,1.4623795704836424e-4,3,0,0.0417160040183392,2014-01-01,6,95578,1
Estonia,201401,4,95718,23929.5,63898,5,99737,19947.4,71869,0.02056227776214474,9,59,14,0.0013786946882172002,3,0.043531242469784855,0.041777108462485,2014-01-01,-1,195455,1
United Kingdom,201401,6,312909,52151.5,215630,14,23593139,1685224.21428571,18466815,0.9738217709593824,20,539,48,0.38472808536370867,3,10.297468887497493,0.136572360808706,2014-01-01,-8,23906048,1
Trinidad and Tobago,201401,1,1503,1503,1503,0,0,0,0,-1,1,0,0,1.2877272465301075e-17,5,0,6.559998539367199e-4,2014-01-01,1,1503,1
Belgium,201401,8,775397,96924.625,473397,9,4080277,453364.111111111,2293054,0.6806222987787072,17,89,36,0.07003783495125532,3,1.7808789860421541,0.33843001912373305,2014-01-01,-1,4855674,1
Bangladesh,201401,1,1325,1325,1325,0,0,0,0,-1,1,0,0,9.101643847863155e-6,3,0,5.783099178084856e-4,2014-01-01,1,1325,1
Ireland,201401,2,13293,6646.5,13273,9,1094739,121637.666666667,452309,0.9760061081268411,11,60,22,0.015080167099735172,3,0.4778101291409387,0.005801866971643924,2014-01-01,-7,1108032,1
Lebanon,201401,3,3873,1291,2524,0,0,0,0,-1,3,0,1,1.9294774993042975e-5,6,0,0.0016904108012620867,2014-01-01,3,3873,1
Albania,201401,2,13182,6591,10341,2,136056,68028,106972,0.8233425803079645,4,0,5,1.1169737261574494e-4,3,0.05938304466215194,0.005753419876642609,2014-01-01,0,149238,1
Cameroon,201401,1,68,68,68,0,0,0,0,-1,1,0,0,8.503382070315105e-8,3,0,2.967930144224681e-5,2014-01-01,1,68,1
Luxembourg,201401,2,2068,1034,1428,8,173633,21704.125,90634,0.9764600087648904,10,478,20,0.0012216744895262417,3,0.0757839139312006,9.025999320965648e-4,2014-01-01,-6,175701,1
Suriname,201401,1,1742,1742,1742,0,0,0,0,-1,1,0,0,1.768742454604919e-5,3,0,7.603138692999109e-4,2014-01-01,1,1742,1
Brazil,201401,1,6252,6252,6252,0,0,0,0,-1,1,0,0,1.030181797224086e-17,7,0,0.002728749891425398,2014-01-01,1,6252,1
TFYR of Macedonia,201401,1,48096,48096,48096,2,78717,39358.5,78023,0.24146578032220672,3,0,3,7.456687668735775e-5,3,0.03435684664160797,0.020991995325975038,2014-01-01,-1,126813,1
Sweden,201401,2,16943,8471.5,11891,7,9088046,1298292.28571429,7108759,0.9962783041253537,9,0,20,0.14532938170533355,3,3.966571422867726,0.007394947122588054,2014-01-01,-5,9104989,1
Dominica,201401,2,1028,514,774,0,0,0,0,-1,2,0,0,6.48746684983896e-13,2,0,4.4868120415631944e-4,2014-01-01,2,1028,1
Saint Kitts and Nevis,201401,1,79,79,79,0,0,0,0,-1,1,0,0,5.15090898612043e-18,2,0,3.448036491084556e-5,2014-01-01,1,79,1
Finland,201401,1,46,46,46,5,2466205,493241,1813015,0.9999626964165448,6,44,9,0.040186734269806304,2,1.076400611961416,2.007717450504931e-5,2014-01-01,-4,2466251,1
Swaziland,201401,1,13944,13944,13944,0,0,0,0,-1,1,0,0,3.1629829415249724e-9,1,0,0.006086002636921904,2014-01-01,1,13944,1
Oman,201401,1,6797,6797,6797,0,0,0,0,-1,1,0,0,2.5173931345660357e-8,6,0,0.0029666207632786995,2014-01-01,1,6797,1
Saudi Arabia,201401,1,96205,96205,96205,0,0,0,0,-1,1,0,0,3.5631279454784335e-7,6,0,0.04198966463604933,2014-01-01,1,96205,1
Sudan,201401,1,5229,5229,5229,0,0,0,0,-1,1,0,0,1.9366556864884876e-8,6,0,0.002282250988845714,2014-01-01,1,5229,1
Namibia,201401,1,1421,1421,1421,0,0,0,0,-1,1,0,0,5.199645516254164e-6,3,0,6.202101080798929e-4,2014-01-01,1,1421,1
Tunisia,201401,1,6027,6027,6027,0,0,0,0,-1,1,0,0,2.2053668913741462e-5,3,0,0.002630546320476787,2014-01-01,1,6027,1
Russian Federation,201401,1,773,773,773,22,46083008,2094682.18181818,17059281,0.9999664524054569,23,5,80,0.07578950211171721,4,20.11340420290399,3.3738382374789386e-4,2014-01-01,-21,46083781,1
Turkmenistan,201401,1,4807,4807,4807,0,0,0,0,-1,1,0,0,1.925594698704782e-8,4,0,0.002098064735777653,2014-01-01,1,4807,1
Zambia,201401,0,0,0,0,1,1664,1664,1664,1,1,0,0,3.774529342012024e-10,1,7.262699647043925e-4,0,2014-01-01,-1,1664,1
Aruba,201401,0,0,0,0,2,31702,15851,22607,1,2,0,0,4.624761431639139e-8,2,0.013836664916501594,0,2014-01-01,-2,31702,1
"China, Hong Kong SAR",201401,0,0,0,0,10,221511,22151.1,162829,1,10,0,7,2.8745987210448595e-5,2,0.0966807609084343,0,2014-01-01,-10,221511,1
Azerbaijan,201401,0,0,0,0,1,95700,95700,95700,1,1,0,0,3.944609898573152e-5,4,0.041769252176809116,0,2014-01-01,-1,95700,1
Switzerland,201401,0,0,0,0,13,3569801,274600.076923077,3358538,1,13,0,33,0.060435864363415706,3,1.5580764701152074,0,2014-01-01,-13,3569801,1
Malta,201401,0,0,0,0,1,10697,10697,10697,1,1,0,0,7.649095429421126e-6,3,0.004668815993054619,0,2014-01-01,-1,10697,1
Barbados,201401,0,0,0,0,1,1503,1503,1503,1,1,0,0,1.030181797224086e-17,5,6.559998539367199e-4,0,2014-01-01,-1,1503,1
El Salvador,201401,0,0,0,0,3,56261,18753.6666666667,41830,1,3,0,1,5.771365694243486e-9,2,0.02455569380062129,0,2014-01-01,-3,56261,1
Armenia,201401,0,0,0,0,2,236044,118022,235648,1,2,0,0,9.727996504999303e-5,4,0.1030238386710839,0,2014-01-01,-2,236044,1
Georgia,201401,0,0,0,0,3,371503,123834.333333333,361050,1,3,0,0,1.4051704748031696e-4,4,0.16214631652498554,0,2014-01-01,-3,371503,1
Iceland,201401,0,0,0,0,3,1809,603,1666,1,3,0,1,3.0578347979308845e-5,3,7.895567104268306e-4,0,2014-01-01,-3,1809,1
Montenegro,201401,0,0,0,0,4,32936,8234,21305,1,4,0,4,1.6094509105764292e-5,3,0.014375256945615308,0,2014-01-01,-4,32936,1
Cyprus,201401,0,0,0,0,3,27771,9257,25686,1,3,0,2,4.0109671743252885e-5,3,0.012120939416950532,0,2014-01-01,-3,27771,1
Paraguay,201401,0,0,0,0,1,6252,6252,6252,1,1,0,0,1.030181797224086e-17,7,0.002728749891425398,0,2014-01-01,-1,6252,1
Norway,201401,0,0,0,0,10,3959350,395935,3905587,1,10,0,23,0.07002441921425041,3,1.7280991494905868,0,2014-01-01,-10,3959350,1
