"","node","period","deg_out_wei","tot_out_wei","ave_out_wei","max_out_wei","deg_in_wei","tot_in_wei","ave_in_wei","max_in_wei","ratio","degree_val","bet_val","tri_no","eigen_val","net_group"
"1340","Norfolk Isds","201412",2,116936,58468,58468,0,0,0,0,-1,1,0,0,1.90901230843299e-05,14
"1341","Georgia","201412",0,0,0,0,46,16928378,368008.217391304,2187453,1,16,0,71,0.0115431619150227,2
"1342","Barbados","201412",0,0,0,0,12,651558,54296.5,170243,1,3,0,2,0.000885830386769393,10
"1343","Bermuda","201412",0,0,0,0,15,1197236,79815.7333333333,575412,1,2,0,0,0.00269903334993594,10
"1344","Azerbaijan","201412",0,0,0,0,24,1853808,77242,538354,1,7,0,6,0.00415936486985809,12
"1345","Madagascar","201412",0,0,0,0,8,33723,4215.375,11001,1,3,0,2,3.76237159279888e-05,19
"1346","Panama","201412",0,0,0,0,11,5663012,514819.272727273,2366839,1,2,0,1,0.0104990186510573,10
"1347","Mauritius","201412",0,0,0,0,31,618416,19948.9032258065,119114,1,8,0,26,0.00108128258918167,7
"1348","Montenegro","201412",0,0,0,0,36,2106506,58514.0555555556,477169,1,10,0,31,0.000364284161236722,2
"1349","Mozambique","201412",0,0,0,0,28,9956880,355602.857142857,3877360,1,9,0,14,0.0292486282852773,2
"1350","New Caledonia","201412",0,0,0,0,22,5572948,253315.818181818,984951,1,6,0,7,0.0110757503570504,10
"1351","Fiji","201412",0,0,0,0,3,301425,100475,150713,1,1,0,0,1.11530845277345e-06,12
"1352","Togo","201412",0,0,0,0,39,3609151,92542.3333333333,442979,1,13,0,54,0.00197376965199611,2
"1353","Malta","201412",0,0,0,0,29,2081882,71789.0344827586,269630,1,11,0,55,0.000716112364005463,2
"1354","Belize","201412",0,0,0,0,3,7672,2557.33333333333,3836,1,1,0,0,1.68683994127253e-05,10
"1355","Zambia","201412",0,0,0,0,8,555975,69496.875,220933,1,3,0,3,0.00166014932734993,5
"1356","Aruba","201412",0,0,0,0,14,2046514,146179.571428571,571591,1,3,0,1,0.00609437112381037,10
"1357","Rep. of Moldova","201412",0,0,0,0,27,3265196,120933.185185185,1089772,1,7,0,16,0.0010712887922004,2
"1358","Guyana","201412",0,0,0,0,6,464692,77448.6666666667,232346,1,1,0,0,0.00102171666578424,10
"1359","Samoa","201412",0,0,0,0,12,3166123,263843.583333333,1519842,1,3,0,0,0.00668436098994737,14
"1360","China, Hong Kong SAR","201412",0,0,0,0,144,289829943,2012707.9375,47227265,1,41,0,239,0.583549777397969,12
"1361","Niger","201412",0,0,0,0,30,279776,9325.86666666667,62356,1,10,0,23,0.000190558743639101,7
"1362","Montserrat","201412",0,0,0,0,12,218258,18188.1666666667,79406,1,3,0,0,0.000349179401900813,10
"1363","Rwanda","201412",0,0,0,0,6,3468,578,1235,1,2,0,0,3.32947247501433e-07,18
"1364","Algeria","201412",0,0,0,0,4,114118,28529.5,50367,1,2,0,1,0.000375403260319921,3
"1365","Benin","201412",0,0,0,0,87,46987543,540086.701149425,4469977,1,28,0,120,0.0449078732886894,14
"1366","Ethiopia","201412",0,0,0,0,8,18366,2295.75,4139,1,4,0,5,8.75199294457881e-06,5
"1367","Cabo Verde","201412",0,0,0,0,32,3901750,121929.6875,888624,1,9,0,24,0.00437726642174725,3
"1368","French Polynesia","201412",0,0,0,0,53,6316943,119187.603773585,2295995,1,12,0,27,0.0106654190571341,12
"1369","Brazil","201501",145,645747476,4453430.86896552,96602338,5,2303976,460795.2,1135851,-0.992889527543254,51,632,271,1,1
"1370","Denmark","201501",111,27975888,252035.027027027,6999814,152,25951694,170734.828947368,4482883,-0.0375354118417547,63,1398,362,0.0253255804374695,2
"1371","France","201501",409,124569345,304570.525672372,13868927,169,185737339,1099037.50887574,18471939,0.197121097140144,81,1289,456,0.183660577021565,3
"1372","United Arab Emirates","201501",21,4074326,194015.523809524,1022520,0,0,0,0,-1,5,0,0,0.00136029223397228,4
"1373","South Africa","201501",17,983077,57828.0588235294,230924,36,47639914,1323330.94444444,9572834,0.959563285607008,16,205,44,0.0773407602231298,5
"1374","United States of America","201501",184,439533508,2388769.06521739,89548534,0,0,0,0,-1,43,0,42,0.55480035255287,6
"1375","Belgium","201501",154,85552960,555538.701298701,18471939,115,78730146,684609.965217391,14931601,-0.0415308315390628,53,1006,308,0.107062766100057,2
"1376","Spain","201501",114,47585929,417420.429824561,9629624,85,24605387,289475.141176471,3769655,-0.318328342982416,41,1328,214,0.051987873427177,2
"1377","Portugal","201501",63,3485078,55318.6984126984,756770,73,32589726,446434.602739726,9629624,0.806786032711363,24,71,92,0.0123497455192008,7
"1378","Bulgaria","201501",57,13669855,239822.01754386,2511886,61,16692674,273650.393442623,4199667,0.0995575500314878,34,90,163,0.0112031028890354,2
"1379","Romania","201501",68,16925983,248911.514705882,2261934,105,18886610,179872.476190476,3186719,0.0547468595753455,41,149,248,0.0170488168918913,2
"1380","United Kingdom","201501",117,37858626,323578,5965228,140,251070299,1793359.27857143,62343605,0.737938138246283,57,1370,315,0.187834017909906,2
"1381","Germany","201501",266,140701275,528952.161654135,14649789,186,231196616,1242992.55913978,35837506,0.243333837566721,76,1401,434,0.217522002046886,2
"1382","Greece","201501",33,2230147,67580.2121212121,550243,83,17932604,216055.469879518,2199779,0.77878544450606,28,258,147,0.00784844551756591,2
"1383","Netherlands","201501",210,303790317,1446620.55714286,62343605,86,72560463,843726.313953488,11703730,-0.61439982667234,63,435,392,0.259476469859529,2
"1384","Poland","201501",233,200675959,861270.210300429,25031582,69,9000522,130442.347826087,1841623,-0.914148482871572,57,398,364,0.118116355162693,2
"1385","Czech Rep.","201501",55,6308334,114696.981818182,907753,78,42230860,541421.282051282,10520377,0.740072568984149,26,0,120,0.0460621254614532,2
"1386","Estonia","201501",35,2820368,80581.9428571429,931557,62,5312978,85693.1935483871,1154123,0.306467965336775,25,388,136,0.000979265669568588,2
"1387","Latvia","201501",30,1670781,55692.7,477083,72,6267556,87049.3888888889,931557,0.579060198628504,17,1111,65,0.00137988875799755,2
"1388","Finland","201501",28,2361342,84333.6428571429,586743,58,5458983,94120.3965517241,723375,0.396101312924974,23,117,97,0.00480855457562553,2
"1389","China","201501",44,68505147,1556935.15909091,24443259,18,169635582,9424199,48642345,0.42466668941792,22,0,76,0.54255701573269,8
"1390","Hungary","201501",238,63265108,265819.781512605,4016995,61,9426003,154524.639344262,946484,-0.740655965486619,54,344,278,0.0359369889533606,2
"1391","Turkey","201501",29,10549096,363761.931034483,2911915,3,141058,47019.3333333333,70529,-0.973609734714767,12,83,8,0.0141916546239896,9
"1392","Argentina","201501",57,39720323,696847.771929825,7527985,2,284,142,142,-0.999985700117826,23,281,85,0.0533782458621651,10
"1393","Ireland","201501",45,26504570,588990.444444444,11169636,0,0,0,0,-1,13,0,57,0.0169314573631037,11
"1394","Iraq","201501",3,141058,47019.3333333333,70529,0,0,0,0,-1,1,0,0,7.0914613531439e-06,9
"1395","Italy","201501",161,45685413,283760.329192547,8717025,109,23504795,215640.321100917,5484473,-0.320574524071383,43,102,237,0.0378393975304251,2
"1396","Slovakia","201501",55,7737652,140684.581818182,1934906,97,16335867,168411,2476315,0.357164858199584,34,1957,155,0.019273379461434,2
"1397","Austria","201501",82,26436574,322397.243902439,10694565,82,25479424,310724.682926829,8574427,-0.0184365135386591,32,1167,144,0.0285727585089804,2
"1398","Guatemala","201501",5,171326,34265.2,85663,11,11944518,1085865.27272727,5834852,0.97171868505405,4,0,2,0.022936762193345,12
"1399","Honduras","201501",4,242428,60607,61773,0,0,0,0,-1,2,0,1,1.02670848909312e-05,12
"1400","Russian Federation","201501",27,5645114,209078.296296296,1459250,66,48195636,730236.909090909,11117363,0.790303292580434,33,1834,107,0.0592020403112503,13
"1401","Lithuania","201501",66,16591323,251383.681818182,3143143,52,6529354,125564.5,2699302,-0.435193528286391,27,49,123,0.0114443149685507,2
"1402","New Zealand","201501",21,917439,43687.5714285714,200349,2,1370,685,685,-0.99701787857977,8,80,9,0.000400905830211438,14
"1403","Thailand","201501",41,63066176,1538199.41463415,22888780,11,772463,70223.9090909091,93641,-0.97579951540007,19,83,37,0.128869783437327,2
"1404","Ukraine","201501",36,17709272,491924.222222222,3624221,22,7344783,333853.772727273,1628280,-0.41368509009819,22,496,97,0.0092065258275625,13
"1405","Chile","201501",28,35161753,1255776.89285714,7107232,8,20315052,2539381.5,5366833,-0.267619971986491,14,0,43,0.0992766064756723,15
"1406","Australia","201501",32,4212238,131632.4375,1097443,0,0,0,0,-1,12,0,20,0.0028072613371303,14
"1407","Sweden","201501",27,4085746,151323.925925926,1752151,54,13187217,244207.722222222,6999814,0.526920077348629,25,1612,143,0.00420437778101174,2
"1408","Croatia","201501",37,2547147,68841.8108108108,443899,50,8461088,169221.76,1241994,0.53722881097651,18,38,84,0.0026878954724601,2
"1409","Slovenia","201501",53,7717224,145608,1260518,71,8008208,112791.661971831,1544734,0.018504038553599,27,0,127,0.00556609644449348,2
"1410","Canada","201501",26,6937912,266842.769230769,1371503,15,67222726,4481515.06666667,29557547,0.812895029301123,14,0,28,0.147584911194023,10
"1411","Serbia","201501",10,1154431,115443.1,302389,25,764122,30564.88,114360,-0.203439258649618,12,57,45,0.000165150157901675,16
"1412","Israel","201501",7,1018392,145484.571428571,396789,0,0,0,0,-1,3,0,3,0.000697115244294283,17
"1413","Antigua and Barbuda","201501",4,88102,22025.5,43832,16,1539290,96205.625,563875,0.891726148340412,5,65,4,0.00366683917716353,18
"1414","Luxembourg","201501",15,56977,3798.46666666667,12870,75,6399546,85327.28,1458809,0.98235056236925,15,1498,54,0.00334138432900799,19
"1415","El Salvador","201501",4,194926,48731.5,77966,13,944362,72643.2307692308,324745,0.657810843263512,5,167,3,0.00138834146680741,12
"1416","Pakistan","201501",4,156510,39127.5,76183,0,0,0,0,-1,2,0,0,7.07166710627419e-05,9
"1417","Switzerland","201501",10,1315662,131566.2,415548,88,38135902,433362.522727273,7146599,0.933302416096862,19,12,83,0.0619757444828046,2
"1418","India","201501",7,812394,116056.285714286,383416,0,0,0,0,-1,3,0,0,0.000247425909346284,20
"1419","Cyprus","201501",9,241970,26885.5555555556,118219,37,4008916,108349.081081081,1032649,0.886155497936195,14,24,52,0.00257920257593392,2
"1420","Norway","201501",7,1256096,179442.285714286,386259,16,95862,5991.375,26717,-0.858187902286905,10,0,21,0.000478153677122799,2
"1421","Colombia","201501",2,302,151,151,6,4075742,679290.333333333,2008440,0.999851817105017,3,65,2,0.0078985338607392,21
"1422","Costa Rica","201501",5,274632,54926.4,128650,0,0,0,0,-1,2,0,0,3.87620560180006e-05,21
"1423","American Samoa","201501",3,2948,982.666666666667,1474,0,0,0,0,-1,1,0,0,4.35874134804175e-08,6
"1424","Saudi Arabia","201501",16,12273746,767109.125,3722789,0,0,0,0,-1,3,0,0,0.00379874686973739,20
"1425","Jordan","201501",8,210268,26283.5,89206,0,0,0,0,-1,3,0,0,7.35960755456878e-05,20
"1426","Oman","201501",7,2037014,291002,867008,0,0,0,0,-1,2,0,0,0.000581096068063749,20
"1427","Uruguay","201501",7,724286,103469.428571429,317866,0,0,0,0,-1,3,0,1,0.000288192125300991,9
"1428","Syria","201501",2,13922,6961,6961,0,0,0,0,-1,1,0,0,3.8942001111758e-06,9
"1429","Lebanon","201501",2,15144,7572,7572,0,0,0,0,-1,1,0,0,4.23601253294542e-06,9
"1430","Iran","201501",2,193474,96737,96737,0,0,0,0,-1,1,0,0,0.000423058420910074,13
"1431","China, Macao SAR","201501",2,1300,650,650,0,0,0,0,-1,1,0,0,2.84263491312812e-06,13
"1432","Bolivia","201501",3,268791,89597,134395,4,56232,14058,22019,-0.653981410546331,3,441,3,7.66067716055214e-05,10
"1433","Singapore","201501",2,27870,13935,13935,31,52376186,1689554.38709677,21319537,0.998936341873995,13,67,32,0.162518580321286,22
"1434","Philippines","201501",3,2352892,784297.333333333,1176446,24,23553300,981387.5,4449262,0.818352925045873,10,0,23,0.0422419941026412,3
"1435","Malaysia","201501",5,708876,141775.2,354322,26,18442285,709318.653846154,5789210,0.925970441165421,12,7,20,0.0267029423499879,22
"1436","Peru","201501",6,604654,100775.666666667,272754,17,7884452,463791.294117647,2175338,0.857545894703164,8,463,8,0.0188226485053944,10
"1437","Saint-Martin (French part)","201501",3,2744,914.666666666667,1372,0,0,0,0,-1,1,0,0,1.37810474681664e-09,18
"1438","Sierra Leone","201501",2,93404,46702,46702,0,0,0,0,-1,1,0,0,6.07696037849918e-05,3
"1439","Bosnia Herzegovina","201501",7,343052,49007.4285714286,114360,18,1593554,88530.7777777778,268177,0.645718334033872,8,0,14,0.000202611703554942,16
"1440","China, Hong Kong SAR","201501",5,167064,33412.8,83184,122,274670137,2251394.56557377,48532359,0.998784269382805,38,783,201,0.617266557517843,13
"1441","Kazakhstan","201501",4,375166,93791.5,187583,21,15759516,750453.142857143,3624221,0.953495705710221,7,81,9,0.0116355693641703,23
"1442","Paraguay","201501",2,8318,4159,4159,0,0,0,0,-1,1,0,0,1.74445823204066e-06,13
"1443","Seychelles","201501",2,280260,140130,140130,29,630922,21755.9310344828,225746,0.384842984167817,8,149,16,0.00172104777534952,1
"1444","Belarus","201501",9,22304062,2478229.11111111,11117363,12,1199800,99983.3333333333,376000,-0.897906139850549,5,0,5,0.00550944647664786,23
"1445","Belize","201501",2,106616,53308,53308,3,3618,1206,1809,-0.934357820636101,2,72,1,2.94702666720644e-05,6
"1446","Br. Virgin Isds","201501",2,3268748,1634374,1634374,0,0,0,0,-1,1,0,0,0.000685524688275316,13
"1447","Egypt","201501",6,1017996,169666,508998,0,0,0,0,-1,1,0,0,0.000362969216569696,6
"1448","Kenya","201501",2,2640,1320,1320,0,0,0,0,-1,1,0,0,1.21254071918476e-09,8
"1449","Japan","201501",3,684712,228237.333333333,342356,46,255560550,5555664.13043478,96602338,0.994655807528648,13,81,36,0.720754634696848,10
"1450","Mexico","201501",2,55110,27555,27555,16,202061808,12628863,89548534,0.999454672072528,4,0,4,0.38799113695062,4
"1451","Tunisia","201501",2,55110,27555,27555,0,0,0,0,-1,1,0,0,4.75065049957151e-06,4
"1452","Cabo Verde","201501",0,0,0,0,25,1728026,69121.04,443707,1,8,0,15,0.00225404364241746,1
"1453","Azerbaijan","201501",0,0,0,0,23,1158804,50382.7826086957,235550,1,9,0,19,0.00249562542102807,3
"1454","Barbados","201501",0,0,0,0,8,282591,35323.875,82990,1,2,0,0,0.000433398290323735,6
"1455","Armenia","201501",0,0,0,0,14,5662175,404441.071428571,1926626,1,6,0,11,0.0119371939504528,8
"1456","New Caledonia","201501",0,0,0,0,22,3767831,171265.045454545,770129,1,6,0,8,0.00647195837671686,6
"1457","TFYR of Macedonia","201501",0,0,0,0,61,6528481,107024.278688525,799329,1,19,0,128,0.00755395953187796,2
"1458","Panama","201501",0,0,0,0,8,2500460,312557.5,1250230,1,1,0,0,0.00491429954750798,6
"1459","Iceland","201501",0,0,0,0,5,517681,103536.2,240828,1,2,0,1,0.000394584549687399,3
"1460","Morocco","201501",0,0,0,0,3,142768,47589.3333333333,71384,1,1,0,0,9.28863302768197e-05,3
"1461","Malta","201501",0,0,0,0,25,1240860,49634.4,308735,1,10,0,43,0.000752693229967453,2
"1462","Nicaragua","201501",0,0,0,0,10,739429,73942.9,240914,1,3,0,1,0.000947006422783682,21
"1463","Samoa","201501",0,0,0,0,14,2607429,186244.928571429,1061486,1,4,0,1,0.00417377116145017,6
"1464","Qatar","201501",0,0,0,0,40,38091564,952289.1,10176313,1,13,0,3,0.0789608200832496,9
"1465","Mauritius","201501",0,0,0,0,11,64025,5820.45454545455,16142,1,3,0,2,2.04847631125508e-05,14
"1466","Kyrgyzstan","201501",0,0,0,0,15,10184314,678954.266666667,2814762,1,5,0,5,0.0149824012581052,6
"1467","Sao Tome and Principe","201501",0,0,0,0,7,99027,14146.7142857143,49513,1,1,0,0,4.33228098083975e-06,7
"1468","Montserrat","201501",0,0,0,0,9,75315,8368.33333333333,36067,1,3,0,1,0.000141772872014793,18
"1469","Georgia","201501",0,0,0,0,33,7675253,232583.424242424,924342,1,13,0,50,0.00842495406491575,1
"1470","Montenegro","201501",0,0,0,0,29,1548232,53387.3103448276,302389,1,10,0,34,0.000943641488603624,16
"1471","Mozambique","201501",0,0,0,0,11,2943435,267585,851804,1,3,0,2,0.00775244663224419,5
"1472","Bermuda","201501",0,0,0,0,17,1132977,66645.7058823529,529949,1,4,0,3,0.00230490217784173,10
"1473","Kuwait","201501",0,0,0,0,44,38771538,881171.318181818,13388118,1,12,0,11,0.100651149081639,6
"1474","Botswana","201501",0,0,0,0,5,461848,92369.6,230924,1,1,0,0,0.000126535530183412,5
"1475","Solomon Isds","201501",0,0,0,0,10,381471,38147.1,106105,1,4,0,4,3.51922577724309e-06,14
"1476","French Polynesia","201501",0,0,0,0,32,4109081,128408.78125,1411328,1,8,0,9,0.00594827993826932,14
"1477","Ecuador","201501",0,0,0,0,4,593248,148312,272754,1,2,0,1,0.000130199846612784,6
"1478","Uganda","201501",0,0,0,0,6,40112,6685.33333333333,17783,1,3,0,1,0.000129654447674329,8
"1479","Zambia","201501",0,0,0,0,13,459440,35341.5384615385,87118,1,5,0,6,0.000388752164415226,11
"1480","Saint Vincent and the Grenadines","201501",0,0,0,0,10,1433630,143363,576663,1,2,0,0,0.00245321145488515,6
"1481","Palau","201501",0,0,0,0,8,344501,43062.625,172251,1,1,0,0,0.000677067862879651,6
"1482","Guyana","201501",0,0,0,0,3,15456,5152,7728,1,1,0,0,3.03765762324881e-05,6
"1483","Yemen","201501",0,0,0,0,22,33208660,1509484.54545455,12142794,1,7,0,3,0.0894992797735601,20
"1484","Rep. of Moldova","201501",0,0,0,0,21,1391486,66261.2380952381,280812,1,8,0,18,0.000892820719077557,24
"1485","Greenland","201501",0,0,0,0,22,403336,18333.4545454545,171029,1,7,0,12,0.000206078526552465,15
"1486","Benin","201501",0,0,0,0,68,26106833,383924.014705882,2617690,1,19,0,70,0.0243342342722441,4
"1487","Argentina","201502",60,23795757,396595.95,4101446,0,0,0,0,-1,23,0,90,0.0166596038227787,1
"1488","Brazil","201502",143,456858949,3194817.82517483,89167579,3,2015664,671888,1007832,-0.991214750422465,48,3,243,0.369097449260669,1
"1489","France","201502",405,98718941,243750.471604938,8214290,166,181496456,1093352.14457831,18289308,0.29540673312823,79,527,449,0.540421803545937,2
"1490","Saudi Arabia","201502",17,12671515,745383.235294118,4515192,0,0,0,0,-1,5,0,2,0.00214402218215537,3
"1491","United States of America","201502",184,359217228,1952267.54347826,80382577,0,0,0,0,-1,39,0,44,0.123526737162969,4
"1492","Spain","201502",112,36210534,323308.339285714,6956110,90,29915955,332399.5,3645711,-0.0951899774990322,42,694,224,0.105927219936569,2
"1493","Germany","201502",257,156890394,610468.459143969,17212547,182,215179404,1182304.41758242,37830709,0.156661492852478,77,1029,443,0.816190190374839,2
"1494","Italy","201502",169,41206858,243827.562130178,8315486,109,24281212,222763.412844037,5136461,-0.25845388327981,47,114,297,0.15671914320138,2
"1495","Netherlands","201502",231,329949013,1428350.70562771,60666131,98,83564133,852695.234693878,17212547,-0.595833245891535,66,289,382,1,2
"1496","United Kingdom","201502",135,54541447,404010.718518518,10235311,133,254142068,1910842.61654135,60666131,0.646618984496143,57,248,327,0.792774585949786,2
"1497","Angola","201502",2,116780,58390,58390,0,0,0,0,-1,1,0,0,2.19111393140593e-05,2
"1498","Belgium","201502",161,77871527,483674.080745342,15293859,99,62667972,633009.818181818,13359924,-0.108179943063551,50,302,292,0.3576313711875,2
"1499","Poland","201502",233,208610536,895324.188841202,22487569,60,10814202,180236.7,1774546,-0.901431332687748,53,67,347,0.442229085846668,2
"1500","Hungary","201502",258,57558639,223095.5,3690324,59,10513390,178193.050847458,885913,-0.691109838961903,61,1387,342,0.0892413020682629,2
"1501","El Salvador","201502",2,337958,168979,168979,11,1220465,110951.363636364,406222,0.566282068475632,4,1,2,0.000432871310332585,4
"1502","Honduras","201502",4,325910,81477.5,120344,0,0,0,0,-1,2,0,1,2.71851297670919e-06,4
"1503","Denmark","201502",108,23969649,221941.194444444,7280283,160,23451433,146571.45625,4251215,-0.0109279665951106,62,562,360,0.0852949172273093,2
"1504","Estonia","201502",32,1781164,55661.375,443586,57,4358145,76458.6842105263,988853,0.41975098500499,24,61,143,0.00345694929203977,2
"1505","Finland","201502",27,1573337,58271.7407407407,263789,66,6057695,91783.2575757576,1227414,0.587647647133441,25,317,78,0.0132785752656944,2
"1506","Armenia","201502",3,162974,54324.6666666667,81487,15,1996098,133073.2,463807,0.849033288375747,8,0,15,0.00187869069375533,5
"1507","Canada","201502",18,4965376,275854.222222222,748492,22,61006300,2773013.63636364,28180517,0.849469460196827,13,59,31,0.0366375279047128,6
"1508","China","201502",41,66821545,1629793.7804878,23028217,0,0,0,0,-1,14,0,28,0.0288325961864522,5
"1509","Turkey","201502",34,7615860,223995.882352941,1758003,8,522016,65252,151200,-0.871707064595233,16,429,11,0.00242060782980901,3
"1510","Ukraine","201502",41,14363764,350335.707317073,1960769,23,3766826,163775.043478261,1116508,-0.584478387079516,23,42,118,0.0352801284675335,2
"1511","Guatemala","201502",4,167332,41833,83666,13,12844332,988025.538461538,6210576,0.974279692435956,4,0,2,0.00641190665128208,4
"1512","Austria","201502",83,25330651,305188.56626506,10157410,76,26512116,348843.631578947,8680662,0.0227893893086378,29,0,131,0.130795993273537,2
"1513","Bulgaria","201502",52,18013930,346421.730769231,3949849,69,16798211,243452.333333333,4048250,-0.0349222703653878,32,131,171,0.0537823087968556,2
"1514","Czech Rep.","201502",51,6310307,123731.509803922,943138,77,47027198,610742.831168831,11852288,0.763381995464542,26,130,143,0.0857027206625843,2
"1515","Portugal","201502",62,6388705,103043.629032258,1419034,75,27269135,363588.466666667,6956110,0.620373440482218,22,150,81,0.0449049395321343,2
"1516","Slovenia","201502",60,6833597,113893.283333333,1097068,78,7170853,91934.0128205128,1683907,0.0240820596310458,29,87,145,0.00981874514593783,2
"1517","Russian Federation","201502",23,5074560,220633.043478261,2030438,50,32409617,648192.34,7128414,0.729242554798522,25,398,70,0.0264999832347032,6
"1518","Latvia","201502",36,1201919,33386.6388888889,251290,66,5192034,78667.1818181818,1181861,0.624045093856649,21,761,82,0.00545559511097012,2
"1519","Israel","201502",7,304149,43449.8571428571,113306,0,0,0,0,-1,2,0,0,0.000316707136614344,7
"1520","Lithuania","201502",70,16517433,235963.328571429,2952578,54,6619380,122581.111111111,2782235,-0.427805376652351,30,852,120,0.0476815959725671,2
"1521","Romania","201502",68,20897443,307315.338235294,2738227,95,19318966,203357.536842105,2819833,-0.0392495759628862,40,41,222,0.071704138656489,2
"1522","Sweden","201502",30,4544248,151474.933333333,1946149,43,11903826,276833.162790698,7280283,0.447443147446929,22,405,105,0.0160022429584048,2
"1523","Thailand","201502",41,50186758,1224067.26829268,17498256,8,1137924,142240.5,229160,-0.955657825605232,19,0,80,0.0653977719216941,6
"1524","Greece","201502",33,3343603,101321.303030303,837923,90,22450599,249451.1,3495377,0.74074770756622,28,105,125,0.0491651389521015,2
"1525","Ireland","201502",42,26920312,640959.809523809,10927396,78,49974772,640702.205128205,10235311,0.299817085836072,26,907,129,0.248891026347171,2
"1526","Chile","201502",32,23218650,725582.8125,5899146,9,26318370,2924263.33333333,6352650,0.0625738084365995,15,2,45,0.0555530136489359,7
"1527","Luxembourg","201502",15,40760,2717.33333333333,7415,76,5353728,70443.7894736842,1250732,0.984888278553961,16,829,65,0.0101846252650482,2
"1528","Slovakia","201502",52,9657615,185723.365384615,2136073,113,13763374,121799.769911504,1703136,0.175302545934333,37,1913,145,0.0234633115760347,2
"1529","Malta","201502",2,1203186,601593,601593,38,2111998,55578.8947368421,239440,0.274136216873634,14,0,87,0.00411393758267291,2
"1530","Antigua and Barbuda","201502",2,80340,40170,40170,15,2088249,139216.6,978240,0.925905738708441,4,0,3,0.00124475960093709,1
"1531","Norway","201502",13,383104,29469.5384615385,90187,23,439365,19102.8260869565,104757,0.0684050097936822,12,76,30,0.00152183603881425,2
"1532","Croatia","201502",35,2247064,64201.8285714286,397420,64,10530922,164545.65625,1606832,0.648291366104173,21,714,116,0.0132471999109237,2
"1533","Philippines","201502",3,1216840,405613.333333333,608420,25,30414520,1216580.8,5043657,0.923061164616381,10,0,21,0.0576724525285797,2
"1534","Uruguay","201502",7,430258,61465.4285714286,109009,0,0,0,0,-1,3,0,0,8.93256860732838e-05,7
"1535","Lesotho","201502",2,9788,4894,4894,0,0,0,0,-1,1,0,0,2.58586769041954e-06,7
"1536","Japan","201502",9,801000,89000,386009,37,224257242,6061006.54054054,89167579,0.992881842558781,14,134,40,0.294782354897628,6
"1537","Cyprus","201502",15,595914,39727.6,194644,43,3371549,78408.1162790698,753833,0.699599466964153,17,2,65,0.00906769041644617,2
"1538","India","201502",6,25058,4176.33333333333,11070,0,0,0,0,-1,3,0,1,4.07014741826111e-06,3
"1539","Colombia","201502",2,632,316,316,0,0,0,0,-1,1,0,0,3.80019178732184e-09,4
"1540","Costa Rica","201502",3,481378,160459.333333333,240689,0,0,0,0,-1,1,0,0,2.89450747422181e-06,4
"1541","Australia","201502",22,3265264,148421.090909091,657804,0,0,0,0,-1,8,0,1,0.000740191691560422,1
"1542","Serbia","201502",10,1392648,139264.8,402856,23,944646,41071.5652173913,257000,-0.19167550166988,11,0,38,0.00198864666596325,2
"1543","Bosnia Herzegovina","201502",13,442120,34009.2307692308,73949,24,1607038,66959.9166666667,278297,0.568486178225398,13,353,30,0.0010446360731232,2
"1544","Fiji","201502",3,15734,5244.66666666667,7867,0,0,0,0,-1,1,0,0,7.59433733954099e-08,4
"1545","New Zealand","201502",16,879863,54991.4375,180447,0,0,0,0,-1,5,0,1,0.000141961605111932,4
"1546","Oman","201502",4,658274,164568.5,329137,0,0,0,0,-1,1,0,0,0.00010434349829702,3
"1547","United Arab Emirates","201502",21,3975137,189292.238095238,1180838,0,0,0,0,-1,3,0,1,0.000714692855337111,3
"1548","Pakistan","201502",2,2916,1458,1458,2,2212,1106,1106,-0.137285491419657,2,1,1,4.82033350765592e-07,3
"1549","Syria","201502",2,7462,3731,3731,0,0,0,0,-1,1,0,0,1.18280713546309e-06,3
"1550","Kuwait","201502",2,51732,25866,25866,34,38265098,1125444.05882353,14420110,0.997299776625572,11,2,12,0.0469555351887755,3
"1551","Jordan","201502",7,485980,69425.7142857143,212545,0,0,0,0,-1,2,0,1,9.30524882353245e-05,3
"1552","TFYR of Macedonia","201502",2,26364,13182,13182,54,6907353,127913.944444444,1222593,0.992395420811089,20,133,117,0.00983207513125986,2
"1553","Switzerland","201502",9,1049566,116618.444444444,250287,96,31793525,331182.552083333,5134396,0.936086040135504,21,10,121,0.0547863482482376,2
"1554","Sierra Leone","201502",2,103698,51849,51849,0,0,0,0,-1,1,0,0,0.000234156175534655,2
"1555","Saint-Barthélemy","201502",2,9080,4540,4540,0,0,0,0,-1,1,0,0,2.05031733867027e-05,2
"1556","Viet Nam","201502",2,41644,20822,20822,0,0,0,0,-1,1,0,0,9.40345982947105e-05,2
"1557","China, Macao SAR","201502",2,17062,8531,8531,0,0,0,0,-1,1,0,0,9.66084870798872e-06,6
"1558","China, Hong Kong SAR","201502",5,615452,123090.4,267910,101,182034513,1802321.91089109,32077812,0.993260858276102,28,71,134,0.135513627235784,6
"1559","Belarus","201502",10,13305595,1330559.5,7128414,13,715400,55030.7692307692,173900,-0.89795303400365,8,53,8,0.00217315973439298,5
"1560","Bolivia","201502",3,248438,82812.6666666667,124219,4,76176,19044,22079,-0.530667192419304,3,2,3,6.54112808184231e-05,7
"1561","Malaysia","201502",3,420662,140220.666666667,210331,24,23039954,959998.083333333,8028559,0.964138878535841,10,3,28,0.006070821131173,1
