,partner,period,trade_value_usd,reporter,period_date
226,Greece,201406,32263,Bulgaria,2014-06-01
227,Ireland,201406,1025031,Bulgaria,2014-06-01
228,Netherlands,201406,2591552,Bulgaria,2014-06-01
229,USA,201406,786053,Bulgaria,2014-06-01
267,France,201407,367418,Bulgaria,2014-07-01
268,Greece,201407,16287,Bulgaria,2014-07-01
269,Ireland,201407,1310790,Bulgaria,2014-07-01
270,Netherlands,201407,1117828,Bulgaria,2014-07-01
271,USA,201407,571755,Bulgaria,2014-07-01
304,France,201408,346081,Bulgaria,2014-08-01
305,Germany,201408,91872,Bulgaria,2014-08-01
306,Greece,201408,27040,Bulgaria,2014-08-01
307,Ireland,201408,1134158,Bulgaria,2014-08-01
308,Netherlands,201408,1481428,Bulgaria,2014-08-01
309,USA,201408,2246443,Bulgaria,2014-08-01
348,France,201409,261811,Bulgaria,2014-09-01
349,Greece,201409,5815,Bulgaria,2014-09-01
350,Ireland,201409,1799811,Bulgaria,2014-09-01
351,Netherlands,201409,13119,Bulgaria,2014-09-01
389,France,201410,126844,Bulgaria,2014-10-01
390,Germany,201410,100287,Bulgaria,2014-10-01
391,Greece,201410,13111,Bulgaria,2014-10-01
392,Hungary,201410,61424,Bulgaria,2014-10-01
393,Ireland,201410,1330844,Bulgaria,2014-10-01
394,Netherlands,201410,1255551,Bulgaria,2014-10-01
423,France,201411,255549,Bulgaria,2014-11-01
424,Greece,201411,8123,Bulgaria,2014-11-01
425,Hungary,201411,50361,Bulgaria,2014-11-01
426,Ireland,201411,1882021,Bulgaria,2014-11-01
427,Netherlands,201411,1154787,Bulgaria,2014-11-01
428,USA,201411,702585,Bulgaria,2014-11-01
448,France,201412,656,Bulgaria,2014-12-01
449,Greece,201412,14141,Bulgaria,2014-12-01
450,Ireland,201412,2005941,Bulgaria,2014-12-01
451,Netherlands,201412,3439271,Bulgaria,2014-12-01
452,USA,201412,202897,Bulgaria,2014-12-01
479,Germany,201501,64907,Bulgaria,2015-01-01
480,Greece,201501,6594,Bulgaria,2015-01-01
481,Ireland,201501,4581463,Bulgaria,2015-01-01
482,Netherlands,201501,868720,Bulgaria,2015-01-01
483,USA,201501,1187661,Bulgaria,2015-01-01
502,Greece,201502,21175,Bulgaria,2015-02-01
503,Ireland,201502,2285278,Bulgaria,2015-02-01
504,Netherlands,201502,798606,Bulgaria,2015-02-01
505,USA,201502,501664,Bulgaria,2015-02-01
538,Germany,201503,179039,Bulgaria,2015-03-01
539,Greece,201503,11051,Bulgaria,2015-03-01
540,Ireland,201503,3834492,Bulgaria,2015-03-01
541,Netherlands,201503,1194271,Bulgaria,2015-03-01
542,Spain,201503,14475,Bulgaria,2015-03-01
566,Greece,201504,9491,Bulgaria,2015-04-01
567,Ireland,201504,2216406,Bulgaria,2015-04-01
568,Netherlands,201504,3379020,Bulgaria,2015-04-01
569,USA,201504,536685,Bulgaria,2015-04-01
601,Germany,201505,456238,Bulgaria,2015-05-01
602,Greece,201505,13853,Bulgaria,2015-05-01
603,Ireland,201505,2063384,Bulgaria,2015-05-01
604,Netherlands,201505,2084413,Bulgaria,2015-05-01
640,Greece,201506,46175,Bulgaria,2015-06-01
641,Ireland,201506,2989618,Bulgaria,2015-06-01
642,Netherlands,201506,824933,Bulgaria,2015-06-01
679,Greece,201507,33465,Bulgaria,2015-07-01
680,Ireland,201507,3235825,Bulgaria,2015-07-01
681,Netherlands,201507,2115540,Bulgaria,2015-07-01
682,USA,201507,644093,Bulgaria,2015-07-01
707,Greece,201508,4979,Bulgaria,2015-08-01
708,Ireland,201508,2306204,Bulgaria,2015-08-01
709,Netherlands,201508,1456749,Bulgaria,2015-08-01
710,USA,201508,865962,Bulgaria,2015-08-01
745,Greece,201509,3968,Bulgaria,2015-09-01
746,Ireland,201509,1346490,Bulgaria,2015-09-01
747,Netherlands,201509,2421110,Bulgaria,2015-09-01
773,France,201510,127927,Bulgaria,2015-10-01
774,Greece,201510,13900,Bulgaria,2015-10-01
775,Ireland,201510,6073109,Bulgaria,2015-10-01
776,Netherlands,201510,2247371,Bulgaria,2015-10-01
802,France,201511,116,Bulgaria,2015-11-01
803,Germany,201511,74421,Bulgaria,2015-11-01
804,Greece,201511,3286,Bulgaria,2015-11-01
805,Ireland,201511,1453133,Bulgaria,2015-11-01
806,Netherlands,201511,3596103,Bulgaria,2015-11-01
807,USA,201511,512031,Bulgaria,2015-11-01
841,France,201512,283335,Bulgaria,2015-12-01
842,Germany,201512,27922,Bulgaria,2015-12-01
843,Greece,201512,7742,Bulgaria,2015-12-01
844,Ireland,201512,2604277,Bulgaria,2015-12-01
845,Netherlands,201512,2169711,Bulgaria,2015-12-01
846,Spain,201512,655,Bulgaria,2015-12-01
847,USA,201512,255434,Bulgaria,2015-12-01
882,Greece,201601,4762,Bulgaria,2016-01-01
883,Ireland,201601,2011405,Bulgaria,2016-01-01
884,USA,201601,554792,Bulgaria,2016-01-01
915,Greece,201602,8556,Bulgaria,2016-02-01
916,Ireland,201602,2244728,Bulgaria,2016-02-01
917,Netherlands,201602,2147478,Bulgaria,2016-02-01
952,Greece,201603,7455,Bulgaria,2016-03-01
953,Ireland,201603,909553,Bulgaria,2016-03-01
954,Netherlands,201603,4406451,Bulgaria,2016-03-01
955,USA,201603,969990,Bulgaria,2016-03-01
995,Greece,201604,2330,Bulgaria,2016-04-01
996,Ireland,201604,991374,Bulgaria,2016-04-01
997,Netherlands,201604,1234048,Bulgaria,2016-04-01
998,USA,201604,684788,Bulgaria,2016-04-01
1034,Greece,201605,5063,Bulgaria,2016-05-01
1035,Ireland,201605,1925354,Bulgaria,2016-05-01
1036,Netherlands,201605,2392446,Bulgaria,2016-05-01
1037,USA,201605,392092,Bulgaria,2016-05-01
1071,Ireland,201606,606649,Bulgaria,2016-06-01
1072,Netherlands,201606,2498421,Bulgaria,2016-06-01
1073,USA,201606,9821,Bulgaria,2016-06-01
1109,France,201607,118401,Bulgaria,2016-07-01
1110,Greece,201607,7560,Bulgaria,2016-07-01
1111,Ireland,201607,1206287,Bulgaria,2016-07-01
1112,Netherlands,201607,1639042,Bulgaria,2016-07-01
1113,USA,201607,165624,Bulgaria,2016-07-01
1152,Greece,201608,5997,Bulgaria,2016-08-01
1153,Ireland,201608,1838450,Bulgaria,2016-08-01
1154,Netherlands,201608,4776541,Bulgaria,2016-08-01
1155,USA,201608,231357,Bulgaria,2016-08-01
1193,France,201609,52863,Bulgaria,2016-09-01
1194,Greece,201609,6441,Bulgaria,2016-09-01
1195,Ireland,201609,1127293,Bulgaria,2016-09-01
1231,France,201610,49658,Bulgaria,2016-10-01
1232,Greece,201610,10094,Bulgaria,2016-10-01
1233,Ireland,201610,952126,Bulgaria,2016-10-01
1234,Netherlands,201610,2380625,Bulgaria,2016-10-01
1235,USA,201610,343901,Bulgaria,2016-10-01
1271,France,201611,56502,Bulgaria,2016-11-01
1272,Greece,201611,4483,Bulgaria,2016-11-01
1273,Ireland,201611,1174395,Bulgaria,2016-11-01
1274,Netherlands,201611,2044696,Bulgaria,2016-11-01
1275,USA,201611,283742,Bulgaria,2016-11-01
1313,France,201612,131630,Bulgaria,2016-12-01
1314,Ireland,201612,1120089,Bulgaria,2016-12-01
1315,Netherlands,201612,2188928,Bulgaria,2016-12-01
1316,USA,201612,396948,Bulgaria,2016-12-01
33,Greece,201401,11842,Italy,2014-01-01
34,Ireland,201401,776670,Italy,2014-01-01
63,France,201402,260377,Italy,2014-02-01
64,Germany,201402,97551,Italy,2014-02-01
65,Greece,201402,6330,Italy,2014-02-01
66,Ireland,201402,539053,Italy,2014-02-01
67,Netherlands,201402,254015,Italy,2014-02-01
68,USA,201402,219855,Italy,2014-02-01
101,France,201403,542925,Italy,2014-03-01
102,Germany,201403,36419,Italy,2014-03-01
103,Greece,201403,19948,Italy,2014-03-01
104,Ireland,201403,918128,Italy,2014-03-01
105,Netherlands,201403,935714,Italy,2014-03-01
106,USA,201403,647503,Italy,2014-03-01
143,France,201404,393819,Italy,2014-04-01
144,Germany,201404,101702,Italy,2014-04-01
145,Greece,201404,7616,Italy,2014-04-01
146,Ireland,201404,871619,Italy,2014-04-01
182,France,201405,424719,Italy,2014-05-01
183,Germany,201405,73571,Italy,2014-05-01
184,Greece,201405,10407,Italy,2014-05-01
185,Ireland,201405,1184467,Italy,2014-05-01
186,Netherlands,201405,1060084,Italy,2014-05-01
187,USA,201405,315898,Italy,2014-05-01
225,France,201406,414607,Italy,2014-06-01
226,Greece,201406,32263,Italy,2014-06-01
227,Ireland,201406,1025031,Italy,2014-06-01
228,Netherlands,201406,2591552,Italy,2014-06-01
229,USA,201406,786053,Italy,2014-06-01
267,France,201407,367418,Italy,2014-07-01
268,Greece,201407,16287,Italy,2014-07-01
269,Ireland,201407,1310790,Italy,2014-07-01
270,Netherlands,201407,1117828,Italy,2014-07-01
271,USA,201407,571755,Italy,2014-07-01
304,France,201408,346081,Italy,2014-08-01
305,Germany,201408,91872,Italy,2014-08-01
306,Greece,201408,27040,Italy,2014-08-01
307,Ireland,201408,1134158,Italy,2014-08-01
308,Netherlands,201408,1481428,Italy,2014-08-01
309,USA,201408,2246443,Italy,2014-08-01
348,France,201409,261811,Italy,2014-09-01
349,Greece,201409,5815,Italy,2014-09-01
350,Ireland,201409,1799811,Italy,2014-09-01
351,Netherlands,201409,13119,Italy,2014-09-01
389,France,201410,126844,Italy,2014-10-01
390,Germany,201410,100287,Italy,2014-10-01
391,Greece,201410,13111,Italy,2014-10-01
392,Hungary,201410,61424,Italy,2014-10-01
393,Ireland,201410,1330844,Italy,2014-10-01
394,Netherlands,201410,1255551,Italy,2014-10-01
423,France,201411,255549,Italy,2014-11-01
424,Greece,201411,8123,Italy,2014-11-01
425,Hungary,201411,50361,Italy,2014-11-01
426,Ireland,201411,1882021,Italy,2014-11-01
427,Netherlands,201411,1154787,Italy,2014-11-01
428,USA,201411,702585,Italy,2014-11-01
448,France,201412,656,Italy,2014-12-01
449,Greece,201412,14141,Italy,2014-12-01
450,Ireland,201412,2005941,Italy,2014-12-01
451,Netherlands,201412,3439271,Italy,2014-12-01
452,USA,201412,202897,Italy,2014-12-01
479,Germany,201501,64907,Italy,2015-01-01
480,Greece,201501,6594,Italy,2015-01-01
481,Ireland,201501,4581463,Italy,2015-01-01
482,Netherlands,201501,868720,Italy,2015-01-01
483,USA,201501,1187661,Italy,2015-01-01
502,Greece,201502,21175,Italy,2015-02-01
503,Ireland,201502,2285278,Italy,2015-02-01
504,Netherlands,201502,798606,Italy,2015-02-01
505,USA,201502,501664,Italy,2015-02-01
538,Germany,201503,179039,Italy,2015-03-01
539,Greece,201503,11051,Italy,2015-03-01
540,Ireland,201503,3834492,Italy,2015-03-01
541,Netherlands,201503,1194271,Italy,2015-03-01
542,Spain,201503,14475,Italy,2015-03-01
566,Greece,201504,9491,Italy,2015-04-01
567,Ireland,201504,2216406,Italy,2015-04-01
568,Netherlands,201504,3379020,Italy,2015-04-01
569,USA,201504,536685,Italy,2015-04-01
601,Germany,201505,456238,Italy,2015-05-01
602,Greece,201505,13853,Italy,2015-05-01
603,Ireland,201505,2063384,Italy,2015-05-01
604,Netherlands,201505,2084413,Italy,2015-05-01
640,Greece,201506,46175,Italy,2015-06-01
641,Ireland,201506,2989618,Italy,2015-06-01
642,Netherlands,201506,824933,Italy,2015-06-01
679,Greece,201507,33465,Italy,2015-07-01
680,Ireland,201507,3235825,Italy,2015-07-01
681,Netherlands,201507,2115540,Italy,2015-07-01
682,USA,201507,644093,Italy,2015-07-01
707,Greece,201508,4979,Italy,2015-08-01
708,Ireland,201508,2306204,Italy,2015-08-01
709,Netherlands,201508,1456749,Italy,2015-08-01
710,USA,201508,865962,Italy,2015-08-01
745,Greece,201509,3968,Italy,2015-09-01
746,Ireland,201509,1346490,Italy,2015-09-01
747,Netherlands,201509,2421110,Italy,2015-09-01
773,France,201510,127927,Italy,2015-10-01
774,Greece,201510,13900,Italy,2015-10-01
775,Ireland,201510,6073109,Italy,2015-10-01
776,Netherlands,201510,2247371,Italy,2015-10-01
802,France,201511,116,Italy,2015-11-01
803,Germany,201511,74421,Italy,2015-11-01
804,Greece,201511,3286,Italy,2015-11-01
805,Ireland,201511,1453133,Italy,2015-11-01
806,Netherlands,201511,3596103,Italy,2015-11-01
807,USA,201511,512031,Italy,2015-11-01
841,France,201512,283335,Italy,2015-12-01
842,Germany,201512,27922,Italy,2015-12-01
843,Greece,201512,7742,Italy,2015-12-01
844,Ireland,201512,2604277,Italy,2015-12-01
845,Netherlands,201512,2169711,Italy,2015-12-01
846,Spain,201512,655,Italy,2015-12-01
847,USA,201512,255434,Italy,2015-12-01
882,Greece,201601,4762,Italy,2016-01-01
883,Ireland,201601,2011405,Italy,2016-01-01
884,USA,201601,554792,Italy,2016-01-01
915,Greece,201602,8556,Italy,2016-02-01
916,Ireland,201602,2244728,Italy,2016-02-01
917,Netherlands,201602,2147478,Italy,2016-02-01
952,Greece,201603,7455,Italy,2016-03-01
953,Ireland,201603,909553,Italy,2016-03-01
954,Netherlands,201603,4406451,Italy,2016-03-01
955,USA,201603,969990,Italy,2016-03-01
995,Greece,201604,2330,Italy,2016-04-01
996,Ireland,201604,991374,Italy,2016-04-01
997,Netherlands,201604,1234048,Italy,2016-04-01
998,USA,201604,684788,Italy,2016-04-01
1034,Greece,201605,5063,Italy,2016-05-01
1035,Ireland,201605,1925354,Italy,2016-05-01
1036,Netherlands,201605,2392446,Italy,2016-05-01
1037,USA,201605,392092,Italy,2016-05-01
1071,Ireland,201606,606649,Italy,2016-06-01
1072,Netherlands,201606,2498421,Italy,2016-06-01
1073,USA,201606,9821,Italy,2016-06-01
1109,France,201607,118401,Italy,2016-07-01
1110,Greece,201607,7560,Italy,2016-07-01
1111,Ireland,201607,1206287,Italy,2016-07-01
1112,Netherlands,201607,1639042,Italy,2016-07-01
1113,USA,201607,165624,Italy,2016-07-01
1152,Greece,201608,5997,Italy,2016-08-01
1153,Ireland,201608,1838450,Italy,2016-08-01
1154,Netherlands,201608,4776541,Italy,2016-08-01
1155,USA,201608,231357,Italy,2016-08-01
1193,France,201609,52863,Italy,2016-09-01
1194,Greece,201609,6441,Italy,2016-09-01
1195,Ireland,201609,1127293,Italy,2016-09-01
1231,France,201610,49658,Italy,2016-10-01
1232,Greece,201610,10094,Italy,2016-10-01
1233,Ireland,201610,952126,Italy,2016-10-01
1234,Netherlands,201610,2380625,Italy,2016-10-01
1235,USA,201610,343901,Italy,2016-10-01
1271,France,201611,56502,Italy,2016-11-01
1272,Greece,201611,4483,Italy,2016-11-01
1273,Ireland,201611,1174395,Italy,2016-11-01
1274,Netherlands,201611,2044696,Italy,2016-11-01
1275,USA,201611,283742,Italy,2016-11-01
1313,France,201612,131630,Italy,2016-12-01
1314,Ireland,201612,1120089,Italy,2016-12-01
1315,Netherlands,201612,2188928,Italy,2016-12-01
1316,USA,201612,396948,Italy,2016-12-01
33,Greece,201401,11842,Slovakia,2014-01-01
34,Ireland,201401,776670,Slovakia,2014-01-01
63,France,201402,260377,Slovakia,2014-02-01
64,Germany,201402,97551,Slovakia,2014-02-01
65,Greece,201402,6330,Slovakia,2014-02-01
66,Ireland,201402,539053,Slovakia,2014-02-01
67,Netherlands,201402,254015,Slovakia,2014-02-01
68,USA,201402,219855,Slovakia,2014-02-01
101,France,201403,542925,Slovakia,2014-03-01
102,Germany,201403,36419,Slovakia,2014-03-01
103,Greece,201403,19948,Slovakia,2014-03-01
104,Ireland,201403,918128,Slovakia,2014-03-01
105,Netherlands,201403,935714,Slovakia,2014-03-01
106,USA,201403,647503,Slovakia,2014-03-01
143,France,201404,393819,Slovakia,2014-04-01
144,Germany,201404,101702,Slovakia,2014-04-01
145,Greece,201404,7616,Slovakia,2014-04-01
146,Ireland,201404,871619,Slovakia,2014-04-01
182,France,201405,424719,Slovakia,2014-05-01
183,Germany,201405,73571,Slovakia,2014-05-01
184,Greece,201405,10407,Slovakia,2014-05-01
185,Ireland,201405,1184467,Slovakia,2014-05-01
186,Netherlands,201405,1060084,Slovakia,2014-05-01
187,USA,201405,315898,Slovakia,2014-05-01
225,France,201406,414607,Slovakia,2014-06-01
226,Greece,201406,32263,Slovakia,2014-06-01
227,Ireland,201406,1025031,Slovakia,2014-06-01
228,Netherlands,201406,2591552,Slovakia,2014-06-01
229,USA,201406,786053,Slovakia,2014-06-01
267,France,201407,367418,Slovakia,2014-07-01
268,Greece,201407,16287,Slovakia,2014-07-01
269,Ireland,201407,1310790,Slovakia,2014-07-01
270,Netherlands,201407,1117828,Slovakia,2014-07-01
271,USA,201407,571755,Slovakia,2014-07-01
304,France,201408,346081,Slovakia,2014-08-01
305,Germany,201408,91872,Slovakia,2014-08-01
306,Greece,201408,27040,Slovakia,2014-08-01
307,Ireland,201408,1134158,Slovakia,2014-08-01
308,Netherlands,201408,1481428,Slovakia,2014-08-01
309,USA,201408,2246443,Slovakia,2014-08-01
348,France,201409,261811,Slovakia,2014-09-01
349,Greece,201409,5815,Slovakia,2014-09-01
350,Ireland,201409,1799811,Slovakia,2014-09-01
351,Netherlands,201409,13119,Slovakia,2014-09-01
389,France,201410,126844,Slovakia,2014-10-01
390,Germany,201410,100287,Slovakia,2014-10-01
391,Greece,201410,13111,Slovakia,2014-10-01
392,Hungary,201410,61424,Slovakia,2014-10-01
393,Ireland,201410,1330844,Slovakia,2014-10-01
394,Netherlands,201410,1255551,Slovakia,2014-10-01
423,France,201411,255549,Slovakia,2014-11-01
424,Greece,201411,8123,Slovakia,2014-11-01
425,Hungary,201411,50361,Slovakia,2014-11-01
426,Ireland,201411,1882021,Slovakia,2014-11-01
427,Netherlands,201411,1154787,Slovakia,2014-11-01
428,USA,201411,702585,Slovakia,2014-11-01
448,France,201412,656,Slovakia,2014-12-01
449,Greece,201412,14141,Slovakia,2014-12-01
450,Ireland,201412,2005941,Slovakia,2014-12-01
451,Netherlands,201412,3439271,Slovakia,2014-12-01
452,USA,201412,202897,Slovakia,2014-12-01
479,Germany,201501,64907,Slovakia,2015-01-01
480,Greece,201501,6594,Slovakia,2015-01-01
481,Ireland,201501,4581463,Slovakia,2015-01-01
482,Netherlands,201501,868720,Slovakia,2015-01-01
483,USA,201501,1187661,Slovakia,2015-01-01
502,Greece,201502,21175,Slovakia,2015-02-01
503,Ireland,201502,2285278,Slovakia,2015-02-01
504,Netherlands,201502,798606,Slovakia,2015-02-01
505,USA,201502,501664,Slovakia,2015-02-01
538,Germany,201503,179039,Slovakia,2015-03-01
539,Greece,201503,11051,Slovakia,2015-03-01
540,Ireland,201503,3834492,Slovakia,2015-03-01
541,Netherlands,201503,1194271,Slovakia,2015-03-01
542,Spain,201503,14475,Slovakia,2015-03-01
566,Greece,201504,9491,Slovakia,2015-04-01
567,Ireland,201504,2216406,Slovakia,2015-04-01
568,Netherlands,201504,3379020,Slovakia,2015-04-01
569,USA,201504,536685,Slovakia,2015-04-01
601,Germany,201505,456238,Slovakia,2015-05-01
602,Greece,201505,13853,Slovakia,2015-05-01
603,Ireland,201505,2063384,Slovakia,2015-05-01
604,Netherlands,201505,2084413,Slovakia,2015-05-01
640,Greece,201506,46175,Slovakia,2015-06-01
641,Ireland,201506,2989618,Slovakia,2015-06-01
642,Netherlands,201506,824933,Slovakia,2015-06-01
679,Greece,201507,33465,Slovakia,2015-07-01
680,Ireland,201507,3235825,Slovakia,2015-07-01
681,Netherlands,201507,2115540,Slovakia,2015-07-01
682,USA,201507,644093,Slovakia,2015-07-01
707,Greece,201508,4979,Slovakia,2015-08-01
708,Ireland,201508,2306204,Slovakia,2015-08-01
709,Netherlands,201508,1456749,Slovakia,2015-08-01
710,USA,201508,865962,Slovakia,2015-08-01
745,Greece,201509,3968,Slovakia,2015-09-01
746,Ireland,201509,1346490,Slovakia,2015-09-01
747,Netherlands,201509,2421110,Slovakia,2015-09-01
773,France,201510,127927,Slovakia,2015-10-01
774,Greece,201510,13900,Slovakia,2015-10-01
775,Ireland,201510,6073109,Slovakia,2015-10-01
776,Netherlands,201510,2247371,Slovakia,2015-10-01
802,France,201511,116,Slovakia,2015-11-01
803,Germany,201511,74421,Slovakia,2015-11-01
804,Greece,201511,3286,Slovakia,2015-11-01
805,Ireland,201511,1453133,Slovakia,2015-11-01
806,Netherlands,201511,3596103,Slovakia,2015-11-01
807,USA,201511,512031,Slovakia,2015-11-01
841,France,201512,283335,Slovakia,2015-12-01
842,Germany,201512,27922,Slovakia,2015-12-01
843,Greece,201512,7742,Slovakia,2015-12-01
844,Ireland,201512,2604277,Slovakia,2015-12-01
845,Netherlands,201512,2169711,Slovakia,2015-12-01
846,Spain,201512,655,Slovakia,2015-12-01
847,USA,201512,255434,Slovakia,2015-12-01
882,Greece,201601,4762,Slovakia,2016-01-01
883,Ireland,201601,2011405,Slovakia,2016-01-01
884,USA,201601,554792,Slovakia,2016-01-01
915,Greece,201602,8556,Slovakia,2016-02-01
916,Ireland,201602,2244728,Slovakia,2016-02-01
917,Netherlands,201602,2147478,Slovakia,2016-02-01
952,Greece,201603,7455,Slovakia,2016-03-01
953,Ireland,201603,909553,Slovakia,2016-03-01
954,Netherlands,201603,4406451,Slovakia,2016-03-01
955,USA,201603,969990,Slovakia,2016-03-01
995,Greece,201604,2330,Slovakia,2016-04-01
996,Ireland,201604,991374,Slovakia,2016-04-01
997,Netherlands,201604,1234048,Slovakia,2016-04-01
998,USA,201604,684788,Slovakia,2016-04-01
1034,Greece,201605,5063,Slovakia,2016-05-01
1035,Ireland,201605,1925354,Slovakia,2016-05-01
1036,Netherlands,201605,2392446,Slovakia,2016-05-01
1037,USA,201605,392092,Slovakia,2016-05-01
1071,Ireland,201606,606649,Slovakia,2016-06-01
1072,Netherlands,201606,2498421,Slovakia,2016-06-01
1073,USA,201606,9821,Slovakia,2016-06-01
1109,France,201607,118401,Slovakia,2016-07-01
1110,Greece,201607,7560,Slovakia,2016-07-01
1111,Ireland,201607,1206287,Slovakia,2016-07-01
1112,Netherlands,201607,1639042,Slovakia,2016-07-01
1113,USA,201607,165624,Slovakia,2016-07-01
1152,Greece,201608,5997,Slovakia,2016-08-01
1153,Ireland,201608,1838450,Slovakia,2016-08-01
1154,Netherlands,201608,4776541,Slovakia,2016-08-01
1155,USA,201608,231357,Slovakia,2016-08-01
1193,France,201609,52863,Slovakia,2016-09-01
1194,Greece,201609,6441,Slovakia,2016-09-01
1195,Ireland,201609,1127293,Slovakia,2016-09-01
1231,France,201610,49658,Slovakia,2016-10-01
1232,Greece,201610,10094,Slovakia,2016-10-01
1233,Ireland,201610,952126,Slovakia,2016-10-01
1234,Netherlands,201610,2380625,Slovakia,2016-10-01
1235,USA,201610,343901,Slovakia,2016-10-01
1271,France,201611,56502,Slovakia,2016-11-01
1272,Greece,201611,4483,Slovakia,2016-11-01
1273,Ireland,201611,1174395,Slovakia,2016-11-01
1274,Netherlands,201611,2044696,Slovakia,2016-11-01
1275,USA,201611,283742,Slovakia,2016-11-01
1313,France,201612,131630,Slovakia,2016-12-01
1314,Ireland,201612,1120089,Slovakia,2016-12-01
1315,Netherlands,201612,2188928,Slovakia,2016-12-01
1316,USA,201612,396948,Slovakia,2016-12-01
33,Greece,201401,11842,Slovenia,2014-01-01
34,Ireland,201401,776670,Slovenia,2014-01-01
63,France,201402,260377,Slovenia,2014-02-01
64,Germany,201402,97551,Slovenia,2014-02-01
65,Greece,201402,6330,Slovenia,2014-02-01
66,Ireland,201402,539053,Slovenia,2014-02-01
67,Netherlands,201402,254015,Slovenia,2014-02-01
68,USA,201402,219855,Slovenia,2014-02-01
101,France,201403,542925,Slovenia,2014-03-01
102,Germany,201403,36419,Slovenia,2014-03-01
103,Greece,201403,19948,Slovenia,2014-03-01
104,Ireland,201403,918128,Slovenia,2014-03-01
105,Netherlands,201403,935714,Slovenia,2014-03-01
106,USA,201403,647503,Slovenia,2014-03-01
143,France,201404,393819,Slovenia,2014-04-01
144,Germany,201404,101702,Slovenia,2014-04-01
145,Greece,201404,7616,Slovenia,2014-04-01
146,Ireland,201404,871619,Slovenia,2014-04-01
182,France,201405,424719,Slovenia,2014-05-01
183,Germany,201405,73571,Slovenia,2014-05-01
184,Greece,201405,10407,Slovenia,2014-05-01
185,Ireland,201405,1184467,Slovenia,2014-05-01
186,Netherlands,201405,1060084,Slovenia,2014-05-01
187,USA,201405,315898,Slovenia,2014-05-01
225,France,201406,414607,Slovenia,2014-06-01
226,Greece,201406,32263,Slovenia,2014-06-01
227,Ireland,201406,1025031,Slovenia,2014-06-01
228,Netherlands,201406,2591552,Slovenia,2014-06-01
229,USA,201406,786053,Slovenia,2014-06-01
267,France,201407,367418,Slovenia,2014-07-01
268,Greece,201407,16287,Slovenia,2014-07-01
269,Ireland,201407,1310790,Slovenia,2014-07-01
270,Netherlands,201407,1117828,Slovenia,2014-07-01
271,USA,201407,571755,Slovenia,2014-07-01
304,France,201408,346081,Slovenia,2014-08-01
305,Germany,201408,91872,Slovenia,2014-08-01
306,Greece,201408,27040,Slovenia,2014-08-01
307,Ireland,201408,1134158,Slovenia,2014-08-01
308,Netherlands,201408,1481428,Slovenia,2014-08-01
309,USA,201408,2246443,Slovenia,2014-08-01
348,France,201409,261811,Slovenia,2014-09-01
349,Greece,201409,5815,Slovenia,2014-09-01
350,Ireland,201409,1799811,Slovenia,2014-09-01
351,Netherlands,201409,13119,Slovenia,2014-09-01
389,France,201410,126844,Slovenia,2014-10-01
390,Germany,201410,100287,Slovenia,2014-10-01
391,Greece,201410,13111,Slovenia,2014-10-01
392,Hungary,201410,61424,Slovenia,2014-10-01
393,Ireland,201410,1330844,Slovenia,2014-10-01
394,Netherlands,201410,1255551,Slovenia,2014-10-01
423,France,201411,255549,Slovenia,2014-11-01
424,Greece,201411,8123,Slovenia,2014-11-01
425,Hungary,201411,50361,Slovenia,2014-11-01
426,Ireland,201411,1882021,Slovenia,2014-11-01
427,Netherlands,201411,1154787,Slovenia,2014-11-01
428,USA,201411,702585,Slovenia,2014-11-01
448,France,201412,656,Slovenia,2014-12-01
449,Greece,201412,14141,Slovenia,2014-12-01
450,Ireland,201412,2005941,Slovenia,2014-12-01
451,Netherlands,201412,3439271,Slovenia,2014-12-01
452,USA,201412,202897,Slovenia,2014-12-01
479,Germany,201501,64907,Slovenia,2015-01-01
480,Greece,201501,6594,Slovenia,2015-01-01
481,Ireland,201501,4581463,Slovenia,2015-01-01
482,Netherlands,201501,868720,Slovenia,2015-01-01
483,USA,201501,1187661,Slovenia,2015-01-01
502,Greece,201502,21175,Slovenia,2015-02-01
503,Ireland,201502,2285278,Slovenia,2015-02-01
504,Netherlands,201502,798606,Slovenia,2015-02-01
505,USA,201502,501664,Slovenia,2015-02-01
538,Germany,201503,179039,Slovenia,2015-03-01
539,Greece,201503,11051,Slovenia,2015-03-01
540,Ireland,201503,3834492,Slovenia,2015-03-01
541,Netherlands,201503,1194271,Slovenia,2015-03-01
542,Spain,201503,14475,Slovenia,2015-03-01
566,Greece,201504,9491,Slovenia,2015-04-01
567,Ireland,201504,2216406,Slovenia,2015-04-01
568,Netherlands,201504,3379020,Slovenia,2015-04-01
569,USA,201504,536685,Slovenia,2015-04-01
601,Germany,201505,456238,Slovenia,2015-05-01
602,Greece,201505,13853,Slovenia,2015-05-01
603,Ireland,201505,2063384,Slovenia,2015-05-01
604,Netherlands,201505,2084413,Slovenia,2015-05-01
640,Greece,201506,46175,Slovenia,2015-06-01
641,Ireland,201506,2989618,Slovenia,2015-06-01
642,Netherlands,201506,824933,Slovenia,2015-06-01
679,Greece,201507,33465,Slovenia,2015-07-01
680,Ireland,201507,3235825,Slovenia,2015-07-01
681,Netherlands,201507,2115540,Slovenia,2015-07-01
682,USA,201507,644093,Slovenia,2015-07-01
707,Greece,201508,4979,Slovenia,2015-08-01
