,partner,period,trade_value_usd,reporter
2094,Romania,201610,499502,Bulgaria
2095,Spain,201610,10531491,Bulgaria
2096,USA,201610,216597,Bulgaria
2147,World,201611,109900669,Bulgaria
2148,Austria,201611,327651,Bulgaria
2149,Belgium,201611,7862851,Bulgaria
2150,Cyprus,201611,61300,Bulgaria
2151,Denmark,201611,42859868,Bulgaria
2152,Finland,201611,3006,Bulgaria
2153,France,201611,4791048,Bulgaria
2154,Germany,201611,19485319,Bulgaria
2155,Greece,201611,3155,Bulgaria
2156,Hungary,201611,183889,Bulgaria
2157,Ireland,201611,8155537,Bulgaria
2158,Italy,201611,768373,Bulgaria
2159,Netherlands,201611,9746675,Bulgaria
2160,Poland,201611,4450553,Bulgaria
2161,Portugal,201611,356982,Bulgaria
2162,Romania,201611,197857,Bulgaria
2163,Spain,201611,10271597,Bulgaria
2164,USA,201611,375008,Bulgaria
2211,World,201612,104645534,Bulgaria
2212,Austria,201612,219090,Bulgaria
2213,Belgium,201612,7606168,Bulgaria
2214,Denmark,201612,42522360,Bulgaria
2215,France,201612,4951734,Bulgaria
2216,Germany,201612,16863338,Bulgaria
2217,Hungary,201612,59797,Bulgaria
2218,Ireland,201612,8824803,Bulgaria
2219,Italy,201612,447585,Bulgaria
2220,Netherlands,201612,9477252,Bulgaria
2221,Poland,201612,2958241,Bulgaria
2222,Portugal,201612,557022,Bulgaria
2223,Romania,201612,313510,Bulgaria
2224,Spain,201612,9564851,Bulgaria
2225,USA,201612,279782,Bulgaria
44,World,201401,101084460,Canada
45,Australia,201401,4975,Canada
46,Belgium,201401,7326630,Canada
47,Denmark,201401,22405326,Canada
48,Finland,201401,130378,Canada
49,France,201401,8895615,Canada
50,Germany,201401,27724830,Canada
51,Greece,201401,8519,Canada
52,Hungary,201401,4002,Canada
53,Ireland,201401,9721355,Canada
54,Italy,201401,1273936,Canada
55,Netherlands,201401,13396068,Canada
56,Poland,201401,559418,Canada
57,Portugal,201401,588549,Canada
58,Spain,201401,8732108,Canada
59,USA,201401,312753,Canada
103,World,201402,84688990,Canada
104,Austria,201402,20317,Canada
105,Belgium,201402,5967764,Canada
106,Chile,201402,82262,Canada
107,Denmark,201402,20089943,Canada
108,France,201402,7912475,Canada
109,Germany,201402,21518559,Canada
110,Greece,201402,67399,Canada
111,Ireland,201402,8317191,Canada
112,Italy,201402,766884,Canada
113,Netherlands,201402,10154285,Canada
114,Poland,201402,466449,Canada
115,Portugal,201402,478496,Canada
116,Spain,201402,8540232,Canada
117,USA,201402,306736,Canada
156,World,201403,94409048,Canada
157,Belgium,201403,7531676,Canada
158,Chile,201403,166208,Canada
159,Denmark,201403,17574796,Canada
160,Finland,201403,104333,Canada
161,France,201403,9104348,Canada
162,Germany,201403,24298500,Canada
163,Greece,201403,148352,Canada
164,Ireland,201403,9050441,Canada
165,Italy,201403,979742,Canada
166,Netherlands,201403,14236273,Canada
167,Poland,201403,654754,Canada
168,Portugal,201403,520064,Canada
169,Spain,201403,9691075,Canada
170,Sweden,201403,94610,Canada
171,USA,201403,253876,Canada
212,World,201404,97394001,Canada
213,Belgium,201404,8929280,Canada
214,Chile,201404,81802,Canada
215,Denmark,201404,19136165,Canada
216,France,201404,10069663,Canada
217,Germany,201404,23623640,Canada
218,Greece,201404,41667,Canada
219,Ireland,201404,9991217,Canada
220,Italy,201404,860759,Canada
221,Netherlands,201404,13940260,Canada
222,Poland,201404,515531,Canada
223,Portugal,201404,678942,Canada
224,Spain,201404,9012025,Canada
225,USA,201404,513051,Canada
269,World,201405,104790329,Canada
270,Belgium,201405,8976193,Canada
271,Denmark,201405,23765248,Canada
272,Finland,201405,138087,Canada
273,France,201405,9588147,Canada
274,Germany,201405,25730689,Canada
275,Greece,201405,126963,Canada
276,Ireland,201405,10529370,Canada
277,Italy,201405,1521008,Canada
278,Netherlands,201405,13876058,Canada
279,Poland,201405,884429,Canada
280,Portugal,201405,646755,Canada
281,Spain,201405,8607474,Canada
282,USA,201405,399907,Canada
328,World,201406,105055213,Canada
329,Belgium,201406,10108130,Canada
330,Chile,201406,63778,Canada
331,Denmark,201406,18156357,Canada
332,Finland,201406,2546,Canada
333,France,201406,10020099,Canada
334,Germany,201406,23231395,Canada
335,Greece,201406,14171,Canada
336,Hungary,201406,57112,Canada
337,Ireland,201406,11436831,Canada
338,Italy,201406,1340777,Canada
339,Netherlands,201406,14627759,Canada
340,Poland,201406,1915187,Canada
341,Portugal,201406,1183540,Canada
342,Spain,201406,12333096,Canada
343,USA,201406,564436,Canada
386,World,201407,102402677,Canada
387,Belgium,201407,10216178,Canada
388,Denmark,201407,24387122,Canada
389,Finland,201407,129500,Canada
390,France,201407,10464344,Canada
391,Germany,201407,20883840,Canada
392,Greece,201407,19288,Canada
393,Ireland,201407,10137007,Canada
394,Italy,201407,1042247,Canada
395,Netherlands,201407,13496923,Canada
396,Poland,201407,1899692,Canada
397,Portugal,201407,932019,Canada
398,Spain,201407,8471567,Canada
399,USA,201407,322951,Canada
442,World,201408,91341869,Canada
443,Austria,201408,5519,Canada
444,Belgium,201408,8751996,Canada
445,Denmark,201408,20360922,Canada
446,Finland,201408,317625,Canada
447,France,201408,7759806,Canada
448,Germany,201408,19757690,Canada
449,Greece,201408,9131,Canada
450,Ireland,201408,8786646,Canada
451,Italy,201408,1180247,Canada
452,Netherlands,201408,13875530,Canada
453,Poland,201408,2183509,Canada
454,Portugal,201408,848848,Canada
455,Romania,201408,15353,Canada
456,Spain,201408,7108242,Canada
457,USA,201408,380805,Canada
502,World,201409,97426007,Canada
503,Belgium,201409,9667715,Canada
504,Denmark,201409,24639936,Canada
505,Finland,201409,131438,Canada
506,France,201409,8511429,Canada
507,Germany,201409,19060930,Canada
508,Greece,201409,120462,Canada
509,Ireland,201409,10420444,Canada
510,Italy,201409,954447,Canada
511,Netherlands,201409,12725451,Canada
512,Poland,201409,1719064,Canada
513,Portugal,201409,1316532,Canada
514,Spain,201409,7686103,Canada
515,USA,201409,472057,Canada
558,World,201410,90568663,Canada
559,Austria,201410,7418,Canada
560,Belgium,201410,8309487,Canada
561,Denmark,201410,21266601,Canada
562,Finland,201410,152745,Canada
563,France,201410,8755072,Canada
564,Germany,201410,20608759,Canada
565,Greece,201410,41914,Canada
566,Ireland,201410,8819655,Canada
567,Italy,201410,961029,Canada
568,Netherlands,201410,11975701,Canada
569,Poland,201410,2281267,Canada
570,Portugal,201410,1003859,Canada
571,Spain,201410,5942482,Canada
572,USA,201410,442676,Canada
621,World,201411,91486065,Canada
622,Belgium,201411,8016154,Canada
623,Czechia,201411,50,Canada
624,Denmark,201411,27368605,Canada
625,Finland,201411,24056,Canada
626,France,201411,7104961,Canada
627,Germany,201411,17560508,Canada
628,Greece,201411,84452,Canada
629,Ireland,201411,9422880,Canada
630,Italy,201411,741881,Canada
631,Netherlands,201411,11261233,Canada
632,Poland,201411,1885312,Canada
633,Portugal,201411,1128141,Canada
634,Spain,201411,6480186,Canada
635,USA,201411,407645,Canada
682,World,201412,91835522,Canada
683,Austria,201412,10763,Canada
684,Belgium,201412,9554926,Canada
685,Czechia,201412,103,Canada
686,Denmark,201412,24726065,Canada
687,France,201412,7756407,Canada
688,Germany,201412,17780096,Canada
689,Greece,201412,70030,Canada
690,Ireland,201412,9983318,Canada
691,Italy,201412,798717,Canada
692,Netherlands,201412,10970938,Canada
693,Poland,201412,1762577,Canada
694,Portugal,201412,912689,Canada
695,Spain,201412,7037522,Canada
696,Sweden,201412,43044,Canada
697,USA,201412,428326,Canada
744,World,201501,74903188,Canada
745,Australia,201501,17462,Canada
746,Belgium,201501,5465149,Canada
747,Bulgaria,201501,428,Canada
748,Czechia,201501,100,Canada
749,Denmark,201501,17136471,Canada
750,France,201501,6554323,Canada
751,Germany,201501,18343416,Canada
752,Greece,201501,9709,Canada
753,Hungary,201501,176535,Canada
754,Ireland,201501,7728740,Canada
755,Italy,201501,732684,Canada
756,Netherlands,201501,9624538,Canada
757,Poland,201501,1672819,Canada
758,Portugal,201501,662669,Canada
759,Spain,201501,6224035,Canada
760,Sweden,201501,193517,Canada
761,USA,201501,360594,Canada
805,World,201502,71711555,Canada
806,Belgium,201502,6972443,Canada
807,Bulgaria,201502,1194,Canada
808,Denmark,201502,14748674,Canada
809,Finland,201502,147205,Canada
810,France,201502,5594079,Canada
811,Germany,201502,15730522,Canada
812,Greece,201502,25316,Canada
813,Hungary,201502,361200,Canada
814,Ireland,201502,7716917,Canada
815,Italy,201502,868415,Canada
816,Netherlands,201502,10719233,Canada
817,Poland,201502,1848489,Canada
818,Portugal,201502,761555,Canada
819,Romania,201502,193816,Canada
820,Spain,201502,5672963,Canada
821,USA,201502,349533,Canada
868,World,201503,79284437,Canada
869,Belgium,201503,8257345,Canada
870,Denmark,201503,15712766,Canada
871,Finland,201503,110715,Canada
872,France,201503,6315198,Canada
873,Germany,201503,16576893,Canada
874,Greece,201503,5896,Canada
875,Hungary,201503,112577,Canada
876,Ireland,201503,8232488,Canada
877,Italy,201503,681679,Canada
878,Netherlands,201503,10445179,Canada
879,Poland,201503,3129044,Canada
880,Portugal,201503,1006807,Canada
881,Romania,201503,91189,Canada
882,Spain,201503,8177103,Canada
883,Sweden,201503,173067,Canada
884,USA,201503,256491,Canada
931,World,201504,73829039,Canada
932,Austria,201504,125755,Canada
933,Belgium,201504,7612820,Canada
934,Denmark,201504,13399219,Canada
935,France,201504,5561114,Canada
936,Germany,201504,16637538,Canada
937,Greece,201504,5583,Canada
938,Hungary,201504,4959,Canada
939,Ireland,201504,8918732,Canada
940,Italy,201504,935374,Canada
941,Netherlands,201504,9032820,Canada
942,Poland,201504,1791163,Canada
943,Portugal,201504,647790,Canada
944,Romania,201504,127686,Canada
945,Spain,201504,8621482,Canada
946,USA,201504,407002,Canada
989,World,201505,72248669,Canada
990,Austria,201505,5895,Canada
991,Belgium,201505,6946503,Canada
992,Denmark,201505,15125236,Canada
993,Finland,201505,28754,Canada
994,France,201505,5349500,Canada
995,Germany,201505,16811456,Canada
996,Greece,201505,34394,Canada
997,Hungary,201505,57710,Canada
998,Ireland,201505,7300356,Canada
999,Italy,201505,1089200,Canada
1000,Netherlands,201505,8180695,Canada
1001,Poland,201505,1982180,Canada
1002,Portugal,201505,425447,Canada
1003,Romania,201505,70377,Canada
1004,Spain,201505,8491844,Canada
1005,Sweden,201505,69784,Canada
1006,USA,201505,279338,Canada
1053,World,201506,82906126,Canada
1054,Austria,201506,6166,Canada
1055,Belgium,201506,8268806,Canada
1056,Denmark,201506,17607212,Canada
1057,France,201506,6871463,Canada
1058,Germany,201506,17235567,Canada
1059,Greece,201506,8849,Canada
1060,Hungary,201506,60154,Canada
1061,Ireland,201506,8613349,Canada
1062,Italy,201506,1127979,Canada
1063,Netherlands,201506,10760163,Canada
1064,Poland,201506,2500460,Canada
1065,Portugal,201506,762024,Canada
1066,Romania,201506,304615,Canada
1067,Spain,201506,8353629,Canada
1068,Sweden,201506,34457,Canada
1069,USA,201506,391232,Canada
1116,World,201507,82252969,Canada
1117,Austria,201507,1209,Canada
1118,Belgium,201507,7533513,Canada
1119,Denmark,201507,18990168,Canada
1120,Finland,201507,94662,Canada
1121,France,201507,7128539,Canada
1122,Germany,201507,15607085,Canada
1123,Greece,201507,13731,Canada
1124,Hungary,201507,64576,Canada
1125,Ireland,201507,9778336,Canada
1126,Italy,201507,1299019,Canada
1127,Netherlands,201507,9580232,Canada
1128,Poland,201507,2118323,Canada
1129,Portugal,201507,688352,Canada
1130,Romania,201507,122055,Canada
1131,Spain,201507,8828562,Canada
1132,Sweden,201507,34274,Canada
1133,USA,201507,370334,Canada
1180,World,201508,77768839,Canada
1181,Austria,201508,18766,Canada
1182,Belgium,201508,7855435,Canada
1183,Denmark,201508,16491927,Canada
1184,France,201508,6144669,Canada
1185,Germany,201508,16146994,Canada
1186,Ireland,201508,8015058,Canada
1187,Italy,201508,1250061,Canada
1188,Lithuania,201508,197,Canada
1189,Netherlands,201508,10400212,Canada
1190,Poland,201508,2498655,Canada
1191,Portugal,201508,83808,Canada
1192,Romania,201508,397379,Canada
1193,Spain,201508,8227538,Canada
1194,Sweden,201508,34705,Canada
1195,USA,201508,203436,Canada
1244,World,201509,77008084,Canada
1245,Belgium,201509,7071777,Canada
1246,Bulgaria,201509,82972,Canada
1247,Denmark,201509,17398406,Canada
1248,Finland,201509,68312,Canada
1249,France,201509,6569170,Canada
1250,Germany,201509,14692310,Canada
1251,Greece,201509,13890,Canada
1252,Hungary,201509,131179,Canada
1253,Ireland,201509,8273200,Canada
1254,Italy,201509,839827,Canada
1255,Netherlands,201509,9815315,Canada
1256,Poland,201509,2094690,Canada
1257,Portugal,201509,460891,Canada
1258,Romania,201509,82591,Canada
1259,Spain,201509,9049872,Canada
1260,USA,201509,363681,Canada
1308,World,201510,86029917,Canada
1309,Australia,201510,14154,Canada
1310,Belgium,201510,7432137,Canada
1311,Bulgaria,201510,92677,Canada
1312,Czechia,201510,21,Canada
1313,Denmark,201510,21184941,Canada
1314,Finland,201510,34127,Canada
1315,France,201510,6832776,Canada
1316,Germany,201510,17595611,Canada
1317,Greece,201510,21098,Canada
1318,Hungary,201510,63074,Canada
1319,Ireland,201510,8215409,Canada
1320,Italy,201510,930954,Canada
1321,Netherlands,201510,10772961,Canada
1322,Poland,201510,2748155,Canada
1323,Portugal,201510,456467,Canada
1324,Romania,201510,107691,Canada
1325,Spain,201510,9119449,Canada
1326,USA,201510,408213,Canada
1371,World,201511,86125508,Canada
1372,Belgium,201511,6347962,Canada
1373,Bulgaria,201511,108266,Canada
1374,Denmark,201511,23461077,Canada
1375,Finland,201511,33846,Canada
1376,France,201511,6349982,Canada
1377,Germany,201511,17898288,Canada
1378,Greece,201511,46520,Canada
1379,Ireland,201511,7762052,Canada
1380,Italy,201511,801554,Canada
1381,Netherlands,201511,11042734,Canada
1382,Poland,201511,2512211,Canada
1383,Portugal,201511,549766,Canada
1384,Romania,201511,202389,Canada
1385,Spain,201511,8669353,Canada
1386,Sweden,201511,34980,Canada
1387,USA,201511,304530,Canada
1432,World,201512,72260013,Canada
1433,Belgium,201512,6139075,Canada
1434,Bulgaria,201512,135253,Canada
1435,Denmark,201512,19019059,Canada
1436,Finland,201512,33368,Canada
1437,France,201512,6291832,Canada
1438,Germany,201512,11882930,Canada
1439,Hungary,201512,52048,Canada
1440,Ireland,201512,7403952,Canada
1441,Italy,201512,890040,Canada
1442,Netherlands,201512,9055948,Canada
1443,Poland,201512,2881417,Canada
1444,Portugal,201512,483654,Canada
1445,Romania,201512,183569,Canada
1446,Spain,201512,7519762,Canada
1447,USA,201512,288106,Canada
1493,World,201601,61922717,Canada
1494,Belgium,201601,5306690,Canada
1495,Bulgaria,201601,51492,Canada
1496,Denmark,201601,16393516,Canada
1497,Finland,201601,64037,Canada
1498,France,201601,4986638,Canada
1499,Germany,201601,11796995,Canada
1500,Greece,201601,1675,Canada
1501,Hungary,201601,60628,Canada
1502,Ireland,201601,6354300,Canada
1503,Italy,201601,927828,Canada
1504,Lithuania,201601,402,Canada
1505,Netherlands,201601,6150526,Canada
1506,Poland,201601,2548804,Canada
1507,Portugal,201601,466885,Canada
1508,Romania,201601,150896,Canada
1509,Spain,201601,6434301,Canada
1510,USA,201601,227104,Canada
1560,World,201602,62722846,Canada
1561,Belgium,201602,4716897,Canada
1562,Bulgaria,201602,54481,Canada
1563,Denmark,201602,15768425,Canada
1564,France,201602,5991099,Canada
1565,Germany,201602,12182363,Canada
1566,Greece,201602,5319,Canada
1567,Hungary,201602,58844,Canada
1568,Ireland,201602,6430284,Canada
1569,Italy,201602,766575,Canada
1570,Lithuania,201602,274,Canada
1571,Netherlands,201602,6705802,Canada
1572,Poland,201602,2132806,Canada
1573,Portugal,201602,407873,Canada
1574,Romania,201602,243258,Canada
1575,Spain,201602,6908940,Canada
1576,Sweden,201602,12590,Canada
1577,USA,201602,337014,Canada
1625,World,201603,66392843,Canada
1626,Belgium,201603,5712764,Canada
1627,Bulgaria,201603,77926,Canada
1628,Denmark,201603,15612479,Canada
1629,Finland,201603,31657,Canada
1630,France,201603,6099436,Canada
1631,Germany,201603,10910183,Canada
1632,Greece,201603,7813,Canada
1633,Hungary,201603,82180,Canada
1634,Ireland,201603,7017863,Canada
1635,Italy,201603,718741,Canada
1636,Latvia,201603,9684,Canada
1637,Netherlands,201603,8939982,Canada
1638,Poland,201603,2685394,Canada
1639,Portugal,201603,558406,Canada
1640,Romania,201603,307289,Canada
1641,Spain,201603,7368048,Canada
1642,USA,201603,252998,Canada
1691,World,201604,65267064,Canada
1692,Australia,201604,12024,Canada
1693,Austria,201604,1911,Canada
1694,Belgium,201604,5414323,Canada
1695,Bulgaria,201604,68530,Canada
1696,Denmark,201604,20964049,Canada
1697,Finland,201604,31791,Canada
1698,France,201604,5642981,Canada
1699,Germany,201604,9231741,Canada
1700,Hungary,201604,64307,Canada
1701,Ireland,201604,5136982,Canada
1702,Italy,201604,932586,Canada
1703,Netherlands,201604,6646311,Canada
1704,Poland,201604,2983686,Canada
1705,Portugal,201604,810729,Canada
1706,Romania,201604,386424,Canada
1707,Spain,201604,6625222,Canada
1708,USA,201604,313469,Canada
1757,World,201605,78991949,Canada
1758,Belgium,201605,6253271,Canada
1759,Denmark,201605,28516257,Canada
1760,Finland,201605,66298,Canada
1761,France,201605,5152675,Canada
1762,Germany,201605,13733882,Canada
1763,Greece,201605,11075,Canada
1764,Hungary,201605,57059,Canada
1765,Ireland,201605,5553006,Canada
1766,Italy,201605,1004288,Canada
1767,Netherlands,201605,7820516,Canada
1768,Poland,201605,3072833,Canada
1769,Portugal,201605,255101,Canada
1770,Romania,201605,268170,Canada
1771,Spain,201605,6917200,Canada
1772,Sweden,201605,33442,Canada
1773,USA,201605,276874,Canada
1825,World,201606,98253017,Canada
1826,Belgium,201606,7079900,Canada
1827,Chile,201606,23297,Canada
1828,Denmark,201606,36519869,Canada
1829,France,201606,6112513,Canada
1830,Germany,201606,16485464,Canada
1831,Hungary,201606,136737,Canada
1832,Ireland,201606,6703355,Canada
1833,Italy,201606,1016613,Canada
1834,Netherlands,201606,9169066,Canada
1835,Poland,201606,4214615,Canada
1836,Portugal,201606,765555,Canada
1837,Romania,201606,155292,Canada
1838,Spain,201606,9524046,Canada
1839,USA,201606,346697,Canada
1886,World,201607,88817227,Canada
1887,Austria,201607,13741,Canada
1888,Belgium,201607,4889374,Canada
1889,Denmark,201607,35048158,Canada
1890,Finland,201607,29092,Canada
1891,France,201607,4454427,Canada
1892,Germany,201607,15855292,Canada
1893,Greece,201607,3031,Canada
1894,Hungary,201607,107364,Canada
1895,Ireland,201607,6036589,Canada
1896,Italy,201607,1016354,Canada
1897,Netherlands,201607,9043509,Canada
1898,Poland,201607,3377298,Canada
1899,Portugal,201607,504661,Canada
1900,Romania,201607,327371,Canada
1901,Spain,201607,7790968,Canada
1902,USA,201607,319997,Canada
1951,World,201608,98761435,Canada
1952,Austria,201608,301430,Canada
1953,Belgium,201608,7506408,Canada
1954,Denmark,201608,36882607,Canada
1955,France,201608,5314538,Canada
1956,Germany,201608,19368806,Canada
1957,Greece,201608,1939,Canada
1958,Hungary,201608,105534,Canada
1959,Ireland,201608,6801256,Canada
1960,Italy,201608,961706,Canada
1961,Netherlands,201608,9288367,Canada
1962,Poland,201608,2290668,Canada
1963,Portugal,201608,533989,Canada
1964,Romania,201608,191643,Canada
1965,Spain,201608,8945648,Canada
1966,USA,201608,266897,Canada
2016,World,201609,100155390,Canada
2017,Austria,201609,357542,Canada
2018,Belgium,201609,6747526,Canada
2019,Denmark,201609,36867323,Canada
2020,France,201609,6329165,Canada
2021,Germany,201609,18723235,Canada
2022,Greece,201609,6177,Canada
2023,Hungary,201609,116757,Canada
2024,Ireland,201609,6524190,Canada
2025,Italy,201609,882926,Canada
2026,Netherlands,201609,10446100,Canada
2027,Poland,201609,2660214,Canada
2028,Portugal,201609,500645,Canada
2029,Romania,201609,592499,Canada
2030,Spain,201609,9071397,Canada
2031,USA,201609,329694,Canada
2080,World,201610,103182198,Canada
2081,Austria,201610,478856,Canada
2082,Belgium,201610,6654662,Canada
2083,Denmark,201610,40850066,Canada
2084,Finland,201610,3750,Canada
2085,France,201610,4166827,Canada
2086,Germany,201610,18272509,Canada
2087,Greece,201610,4638,Canada
2088,Hungary,201610,466083,Canada
2089,Ireland,201610,7556388,Canada
2090,Italy,201610,502160,Canada
2091,Netherlands,201610,8614983,Canada
2092,Poland,201610,3736910,Canada
2093,Portugal,201610,626779,Canada
2094,Romania,201610,499502,Canada
2095,Spain,201610,10531491,Canada
2096,USA,201610,216597,Canada
2147,World,201611,109900669,Canada
2148,Austria,201611,327651,Canada
2149,Belgium,201611,7862851,Canada
2150,Cyprus,201611,61300,Canada
2151,Denmark,201611,42859868,Canada
