,partner,period,trade_value_usd,reporter
288,Poland,201408,159,Australia
289,India,201408,7810,Australia
290,Spain,201408,46256,Australia
291,Turkey,201408,5697,Australia
292,Uganda,201408,87165,Australia
293,USA,201408,3250,Australia
318,World,201409,1063319,Australia
319,Australia,201409,9946,Australia
320,Austria,201409,4726,Australia
321,Belgium,201409,945,Australia
322,France,201409,371655,Australia
323,Germany,201409,180304,Australia
324,Ireland,201409,251,Australia
325,Italy,201409,77,Australia
326,Jamaica,201409,32327,Australia
327,Lebanon,201409,4697,Australia
328,Lithuania,201409,1121,Australia
329,Madagascar,201409,229009,Australia
330,New Zealand,201409,1716,Australia
331,Papua New Guinea,201409,34581,Australia
332,Poland,201409,262,Australia
333,Spain,201409,35487,Australia
334,Turkey,201409,28665,Australia
335,Uganda,201409,117521,Australia
336,USA,201409,10030,Australia
360,World,201410,847713,Australia
361,Australia,201410,7230,Australia
362,Belgium,201410,892,Australia
363,Denmark,201410,10207,Australia
364,France,201410,209102,Australia
365,Germany,201410,195120,Australia
366,Ireland,201410,180,Australia
367,Italy,201410,525,Australia
368,Jamaica,201410,14943,Australia
369,Lithuania,201410,2053,Australia
370,Madagascar,201410,111311,Australia
371,Netherlands,201410,44729,Australia
372,Papua New Guinea,201410,34091,Australia
373,Poland,201410,283,Australia
374,India,201410,7961,Australia
375,Spain,201410,57465,Australia
376,Uganda,201410,151623,Australia
399,World,201411,294313,Australia
400,Belgium,201411,61884,Australia
401,France,201411,84443,Australia
402,Germany,201411,21,Australia
403,Greece,201411,2915,Australia
404,Indonesia,201411,9631,Australia
405,Ireland,201411,491,Australia
406,Italy,201411,827,Australia
407,Lithuania,201411,1008,Australia
408,Rep. of Moldova,201411,6500,Australia
409,Papua New Guinea,201411,31900,Australia
410,Poland,201411,423,Australia
411,Spain,201411,43577,Australia
412,Turkey,201411,9388,Australia
413,Uganda,201411,16357,Australia
414,United Rep. of Tanzania,201411,9183,Australia
415,USA,201411,15765,Australia
433,World,201412,527480,Australia
434,Australia,201412,20050,Australia
435,Belgium,201412,95998,Australia
436,Canada,201412,4791,Australia
437,Denmark,201412,2505,Australia
438,France,201412,131278,Australia
439,Germany,201412,29249,Australia
440,Ireland,201412,2419,Australia
441,Italy,201412,676,Australia
442,Jamaica,201412,42657,Australia
443,Lithuania,201412,1815,Australia
444,Madagascar,201412,22075,Australia
445,Netherlands,201412,45220,Australia
446,Papua New Guinea,201412,53847,Australia
447,Poland,201412,327,Australia
448,South Africa,201412,3505,Australia
449,Spain,201412,37901,Australia
450,Turkey,201412,8504,Australia
451,Uganda,201412,24664,Australia
474,World,201501,447046,Australia
475,Australia,201501,19480,Australia
476,Belgium,201501,145,Australia
477,France,201501,98195,Australia
478,Germany,201501,14427,Australia
479,Indonesia,201501,8123,Australia
480,Ireland,201501,746,Australia
481,Italy,201501,180,Australia
482,Lithuania,201501,1281,Australia
483,Madagascar,201501,59794,Australia
484,Mauritius,201501,20426,Australia
485,Poland,201501,398,Australia
486,India,201501,5890,Australia
487,Spain,201501,67202,Australia
488,Sweden,201501,9666,Australia
489,Turkey,201501,24442,Australia
490,Uganda,201501,109836,Australia
491,USA,201501,6815,Australia
513,World,201502,652270,Australia
514,Austria,201502,95,Australia
515,Belgium,201502,32714,Australia
516,France,201502,286806,Australia
517,Germany,201502,42876,Australia
518,Indonesia,201502,16743,Australia
519,Ireland,201502,684,Australia
520,Italy,201502,641,Australia
521,Lithuania,201502,1165,Australia
522,Madagascar,201502,125991,Australia
523,Netherlands,201502,4480,Australia
524,Poland,201502,607,Australia
525,India,201502,2832,Australia
526,Spain,201502,63521,Australia
527,Turkey,201502,14841,Australia
528,Uganda,201502,55644,Australia
529,USA,201502,2630,Australia
551,World,201503,455185,Australia
552,Australia,201503,4979,Australia
553,Canada,201503,4670,Australia
554,France,201503,33437,Australia
555,Germany,201503,12877,Australia
556,Indonesia,201503,15045,Australia
557,Ireland,201503,670,Australia
558,Italy,201503,698,Australia
559,Jamaica,201503,11898,Australia
560,Lebanon,201503,11668,Australia
561,Lithuania,201503,1323,Australia
562,Madagascar,201503,138006,Australia
563,Papua New Guinea,201503,31296,Australia
564,Poland,201503,930,Australia
565,Portugal,201503,144,Australia
566,India,201503,88316,Australia
567,Spain,201503,35074,Australia
568,Turkey,201503,8595,Australia
569,Uganda,201503,53923,Australia
570,USA,201503,1636,Australia
594,World,201504,885525,Australia
595,Australia,201504,14008,Australia
596,Austria,201504,188,Australia
597,Belgium,201504,30715,Australia
598,France,201504,178391,Australia
599,Germany,201504,233569,Australia
600,Indonesia,201504,10025,Australia
601,Ireland,201504,529,Australia
602,Italy,201504,166,Australia
603,Lebanon,201504,13249,Australia
604,Lithuania,201504,1534,Australia
605,Madagascar,201504,105063,Australia
606,Poland,201504,314,Australia
607,India,201504,2197,Australia
608,Spain,201504,117753,Australia
609,Turkey,201504,7206,Australia
610,Uganda,201504,155858,Australia
611,USA,201504,14761,Australia
631,World,201505,558000,Australia
632,Australia,201505,9359,Australia
633,Austria,201505,130,Australia
634,Belgium,201505,20915,Australia
635,France,201505,124985,Australia
636,Germany,201505,12830,Australia
637,Indonesia,201505,14609,Australia
638,Ireland,201505,257,Australia
639,Italy,201505,576,Australia
640,Jamaica,201505,31910,Australia
641,Lithuania,201505,2100,Australia
642,Poland,201505,306,Australia
643,India,201505,15743,Australia
644,Spain,201505,82316,Australia
645,Turkey,201505,15850,Australia
646,Uganda,201505,217399,Australia
647,USA,201505,8716,Australia
667,World,201506,831054,Australia
668,Australia,201506,9408,Australia
669,Belgium,201506,4206,Australia
670,Canada,201506,1251,Australia
671,France,201506,219772,Australia
672,Germany,201506,100583,Australia
673,Indonesia,201506,18243,Australia
674,Ireland,201506,306,Australia
675,Italy,201506,476,Australia
676,Jamaica,201506,3738,Australia
677,Lithuania,201506,1380,Australia
678,Madagascar,201506,59725,Australia
679,Netherlands,201506,7585,Australia
680,Poland,201506,586,Australia
681,India,201506,5102,Australia
682,Spain,201506,193946,Australia
683,Turkey,201506,10518,Australia
684,Uganda,201506,168332,Australia
685,USA,201506,25898,Australia
708,World,201507,768429,Australia
709,Belgium,201507,13905,Australia
710,France,201507,161176,Australia
711,Germany,201507,31178,Australia
712,Ireland,201507,404,Australia
713,Italy,201507,647,Australia
714,Jamaica,201507,11746,Australia
715,Lebanon,201507,5624,Australia
716,Lithuania,201507,1383,Australia
717,Netherlands,201507,34064,Australia
718,Papua New Guinea,201507,30868,Australia
719,Poland,201507,110,Australia
720,India,201507,12671,Australia
721,South Africa,201507,8759,Australia
722,Spain,201507,260438,Australia
723,Turkey,201507,14502,Australia
724,Uganda,201507,16041,Australia
725,USA,201507,164911,Australia
752,World,201508,1139034,Australia
753,Australia,201508,10374,Australia
754,Austria,201508,1326,Australia
755,Belgium,201508,91356,Australia
756,France,201508,101132,Australia
757,Germany,201508,175901,Australia
758,Indonesia,201508,14508,Australia
759,Ireland,201508,440,Australia
760,Italy,201508,657,Australia
761,Lithuania,201508,1642,Australia
762,Papua New Guinea,201508,33453,Australia
763,Poland,201508,218,Australia
764,Spain,201508,101119,Australia
765,Turkey,201508,7253,Australia
766,Uganda,201508,197637,Australia
767,USA,201508,402018,Australia
792,World,201509,820570,Australia
793,Australia,201509,9288,Australia
794,Belgium,201509,1279,Australia
795,France,201509,170644,Australia
796,Germany,201509,123703,Australia
797,Ireland,201509,1350,Australia
798,Italy,201509,642,Australia
799,Jamaica,201509,53654,Australia
800,Lithuania,201509,1292,Australia
801,Madagascar,201509,50134,Australia
802,Malta,201509,68,Australia
803,Netherlands,201509,10097,Australia
804,Poland,201509,333,Australia
805,India,201509,5214,Australia
806,Spain,201509,268414,Australia
807,Turkey,201509,21196,Australia
808,Uganda,201509,79598,Australia
809,USA,201509,23665,Australia
835,World,201510,981019,Australia
836,Australia,201510,28744,Australia
837,Belgium,201510,3814,Australia
838,Denmark,201510,9539,Australia
839,France,201510,254787,Australia
840,Germany,201510,77032,Australia
841,Indonesia,201510,27795,Australia
842,Ireland,201510,2001,Australia
843,Italy,201510,104,Australia
844,Lithuania,201510,3167,Australia
845,Madagascar,201510,239142,Australia
846,Poland,201510,271,Australia
847,Portugal,201510,49,Australia
848,Spain,201510,261744,Australia
849,Turkey,201510,13722,Australia
850,Uganda,201510,17421,Australia
851,USA,201510,41686,Australia
877,World,201511,1062875,Australia
878,Belgium,201511,32430,Australia
879,Canada,201511,1888,Australia
880,France,201511,175256,Australia
881,Germany,201511,127193,Australia
882,Indonesia,201511,7135,Australia
883,Ireland,201511,2849,Australia
884,Italy,201511,514,Australia
885,Jamaica,201511,5755,Australia
886,Lithuania,201511,2198,Australia
887,Madagascar,201511,161262,Australia
888,Mexico,201511,1398,Australia
889,Netherlands,201511,35956,Australia
890,Poland,201511,682,Australia
891,India,201511,90674,Australia
892,Spain,201511,158237,Australia
893,Turkey,201511,15873,Australia
894,Uganda,201511,235645,Australia
895,United Rep. of Tanzania,201511,3306,Australia
896,USA,201511,4625,Australia
918,World,201512,1614454,Australia
919,Belgium,201512,2944,Australia
920,France,201512,204120,Australia
921,Germany,201512,775749,Australia
922,Ireland,201512,1142,Australia
923,Italy,201512,552,Australia
924,Jamaica,201512,32285,Australia
925,Lithuania,201512,2180,Australia
926,Madagascar,201512,202253,Australia
927,New Zealand,201512,2953,Australia
928,Papua New Guinea,201512,56248,Australia
929,Poland,201512,729,Australia
930,India,201512,111197,Australia
931,Spain,201512,194615,Australia
932,Turkey,201512,19502,Australia
933,USA,201512,7985,Australia
961,World,201601,713002,Australia
962,Australia,201601,7660,Australia
963,France,201601,189942,Australia
964,Germany,201601,161125,Australia
965,Indonesia,201601,15522,Australia
966,Ireland,201601,269,Australia
967,Italy,201601,529,Australia
968,Lithuania,201601,255,Australia
969,Madagascar,201601,102639,Australia
970,Netherlands,201601,4065,Australia
971,Poland,201601,336,Australia
972,Spain,201601,15974,Australia
973,Turkey,201601,9487,Australia
974,Uganda,201601,172739,Australia
975,USA,201601,32460,Australia
1005,World,201602,736653,Australia
1006,Australia,201602,33883,Australia
1007,Belgium,201602,1355,Australia
1008,Sri Lanka,201602,2836,Australia
1009,Denmark,201602,20289,Australia
1010,France,201602,262991,Australia
1011,Germany,201602,10517,Australia
1012,Ireland,201602,304,Australia
1013,Italy,201602,150,Australia
1014,Jamaica,201602,15728,Australia
1015,Lithuania,201602,1042,Australia
1016,Madagascar,201602,260096,Australia
1017,India,201602,21403,Australia
1018,Turkey,201602,1552,Australia
1019,Uganda,201602,101778,Australia
1020,USA,201602,2728,Australia
1043,World,201603,1550987,Australia
1044,Australia,201603,12907,Australia
1045,Austria,201603,47,Australia
1046,Belgium,201603,2733,Australia
1047,France,201603,334215,Australia
1048,Germany,201603,50249,Australia
1049,Indonesia,201603,15766,Australia
1050,Ireland,201603,491,Australia
1051,Italy,201603,201,Australia
1052,Jamaica,201603,25504,Australia
1053,Lithuania,201603,1485,Australia
1054,Madagascar,201603,264727,Australia
1055,Netherlands,201603,6998,Australia
1056,Papua New Guinea,201603,94166,Australia
1057,Poland,201603,518,Australia
1058,India,201603,243557,Australia
1059,Spain,201603,18163,Australia
1060,Uganda,201603,452052,Australia
1061,United Kingdom,201603,2867,Australia
1062,USA,201603,24342,Australia
1089,World,201604,969166,Australia
1090,Australia,201604,65991,Australia
1091,Austria,201604,72,Australia
1092,Belgium,201604,2473,Australia
1093,France,201604,259883,Australia
1094,Germany,201604,24267,Australia
1095,Indonesia,201604,18258,Australia
1096,Ireland,201604,624,Australia
1097,Italy,201604,801,Australia
1098,Jamaica,201604,8586,Australia
1099,Lithuania,201604,660,Australia
1100,Madagascar,201604,43098,Australia
1101,Mauritius,201604,102576,Australia
1102,Netherlands,201604,10330,Australia
1103,Poland,201604,1141,Australia
1104,India,201604,275057,Australia
1105,Turkey,201604,44261,Australia
1106,Uganda,201604,103882,Australia
1107,USA,201604,7206,Australia
1134,World,201605,973475,Australia
1135,Belgium,201605,1346,Australia
1136,China,201605,48404,Australia
1137,France,201605,312797,Australia
1138,Germany,201605,2523,Australia
1139,Indonesia,201605,61483,Australia
1140,Ireland,201605,315,Australia
1141,Italy,201605,1416,Australia
1142,Jamaica,201605,8447,Australia
1143,Lebanon,201605,2428,Australia
1144,Lithuania,201605,1470,Australia
1145,Madagascar,201605,106760,Australia
1146,Mauritius,201605,109669,Australia
1147,Netherlands,201605,28615,Australia
1148,Poland,201605,520,Australia
1149,India,201605,246117,Australia
1150,USA,201605,41162,Australia
1175,World,201606,1108420,Australia
1176,Belgium,201606,10552,Australia
1177,France,201606,181661,Australia
1178,Germany,201606,188944,Australia
1179,Indonesia,201606,32206,Australia
1180,Ireland,201606,377,Australia
1181,Italy,201606,314,Australia
1182,Lithuania,201606,1119,Australia
1183,Madagascar,201606,39523,Australia
1184,Mexico,201606,16637,Australia
1185,Netherlands,201606,78468,Australia
1186,Papua New Guinea,201606,76249,Australia
1187,Poland,201606,679,Australia
1188,India,201606,343379,Australia
1189,Spain,201606,15837,Australia
1190,Turkey,201606,1436,Australia
1191,Uganda,201606,121039,Australia
1211,World,201607,2583504,Australia
1212,Australia,201607,27989,Australia
1213,Belgium,201607,2788,Australia
1214,France,201607,380059,Australia
1215,Germany,201607,30061,Australia
1216,Indonesia,201607,13552,Australia
1217,Ireland,201607,331,Australia
1218,Italy,201607,92,Australia
1219,Jamaica,201607,17777,Australia
1220,Lithuania,201607,1835,Australia
1221,Madagascar,201607,231910,Australia
1222,Netherlands,201607,939748,Australia
1223,Papua New Guinea,201607,183000,Australia
1224,Poland,201607,2013,Australia
1225,India,201607,243220,Australia
1226,Sweden,201607,4083,Australia
1227,Uganda,201607,464414,Australia
1228,USA,201607,40629,Australia
1251,World,201608,1262907,Australia
1252,Belgium,201608,4458,Australia
1253,France,201608,313260,Australia
1254,Germany,201608,19929,Australia
1255,Indonesia,201608,47861,Australia
1256,Ireland,201608,341,Australia
1257,Italy,201608,603,Australia
1258,Jamaica,201608,38870,Australia
1259,Lebanon,201608,1352,Australia
1260,Lithuania,201608,1020,Australia
1261,Madagascar,201608,165659,Australia
1262,Mexico,201608,10894,Australia
1263,Netherlands,201608,14593,Australia
1264,Papua New Guinea,201608,82698,Australia
1265,Poland,201608,690,Australia
1266,India,201608,415191,Australia
1267,Uganda,201608,145487,Australia
1291,World,201609,423622,Australia
1292,Australia,201609,15650,Australia
1293,Belgium,201609,5854,Australia
1294,China,201609,858,Australia
1295,France,201609,167616,Australia
1296,Germany,201609,671,Australia
1297,Indonesia,201609,39273,Australia
1298,Ireland,201609,611,Australia
1299,Lebanon,201609,2380,Australia
1300,Lithuania,201609,1319,Australia
1301,Mauritius,201609,18280,Australia
1302,Mexico,201609,19992,Australia
1303,Papua New Guinea,201609,68155,Australia
1304,Poland,201609,407,Australia
1305,India,201609,23801,Australia
1306,Uganda,201609,15704,Australia
1307,USA,201609,43050,Australia
1336,World,201610,1480762,Australia
1337,Australia,201610,17098,Australia
1338,Belgium,201610,2822,Australia
1339,China,201610,46023,Australia
1340,France,201610,396270,Australia
1341,Germany,201610,110874,Australia
1342,Indonesia,201610,27218,Australia
1343,Ireland,201610,347,Australia
1344,Italy,201610,393,Australia
1345,Jamaica,201610,15276,Australia
1346,Lithuania,201610,1996,Australia
1347,Madagascar,201610,530991,Australia
1348,Netherlands,201610,2603,Australia
1349,Poland,201610,753,Australia
1350,India,201610,281145,Australia
1351,Uganda,201610,40623,Australia
1352,USA,201610,6331,Australia
1376,World,201611,1395523,Australia
1377,France,201611,289615,Australia
1378,Germany,201611,151790,Australia
1379,Indonesia,201611,18932,Australia
