,partner,period,trade_value_usd,reporter,period_date
1774,Portugal,201609,37052,Ireland,2016-09-01
1775,Romania,201609,157623,Ireland,2016-09-01
1776,Spain,201609,87,Ireland,2016-09-01
1777,Sweden,201609,75321,Ireland,2016-09-01
1778,United Arab Emirates,201609,6961,Ireland,2016-09-01
1819,Belgium,201610,539530,Ireland,2016-10-01
1820,Denmark,201610,3170170,Ireland,2016-10-01
1821,France,201610,1108313,Ireland,2016-10-01
1822,Germany,201610,651749,Ireland,2016-10-01
1823,Greece,201610,21607,Ireland,2016-10-01
1824,Hungary,201610,8119,Ireland,2016-10-01
1825,Ireland,201610,6334266,Ireland,2016-10-01
1826,Italy,201610,4386,Ireland,2016-10-01
1827,Lithuania,201610,12380,Ireland,2016-10-01
1828,Netherlands,201610,916780,Ireland,2016-10-01
1829,Poland,201610,489444,Ireland,2016-10-01
1830,Portugal,201610,24908,Ireland,2016-10-01
1831,Romania,201610,27401,Ireland,2016-10-01
1832,Spain,201610,148,Ireland,2016-10-01
1833,Sweden,201610,68698,Ireland,2016-10-01
1879,Belgium,201611,574515,Ireland,2016-11-01
1880,Denmark,201611,1910205,Ireland,2016-11-01
1881,France,201611,1282552,Ireland,2016-11-01
1882,Germany,201611,697619,Ireland,2016-11-01
1883,Greece,201611,13448,Ireland,2016-11-01
1884,Ireland,201611,5107802,Ireland,2016-11-01
1885,Italy,201611,5810,Ireland,2016-11-01
1886,Lithuania,201611,10361,Ireland,2016-11-01
1887,Netherlands,201611,1158567,Ireland,2016-11-01
1888,Poland,201611,609046,Ireland,2016-11-01
1889,Portugal,201611,33332,Ireland,2016-11-01
1890,Romania,201611,27439,Ireland,2016-11-01
1891,Spain,201611,51,Ireland,2016-11-01
1892,Sweden,201611,88174,Ireland,2016-11-01
1893,United Arab Emirates,201611,1729,Ireland,2016-11-01
1936,Belgium,201612,315305,Ireland,2016-12-01
1937,Denmark,201612,1308656,Ireland,2016-12-01
1938,France,201612,1608802,Ireland,2016-12-01
1939,Germany,201612,678048,Ireland,2016-12-01
1940,Greece,201612,16672,Ireland,2016-12-01
1941,Ireland,201612,2235586,Ireland,2016-12-01
1942,Italy,201612,12069,Ireland,2016-12-01
1943,Lithuania,201612,7960,Ireland,2016-12-01
1944,Netherlands,201612,603694,Ireland,2016-12-01
1945,Poland,201612,438404,Ireland,2016-12-01
1946,Portugal,201612,31551,Ireland,2016-12-01
1947,Romania,201612,53278,Ireland,2016-12-01
1948,Spain,201612,12919,Ireland,2016-12-01
1949,Sweden,201612,143261,Ireland,2016-12-01
1950,United Arab Emirates,201612,2064,Ireland,2016-12-01
38,Belgium,201401,4472349,Italy,2014-01-01
39,Denmark,201401,2233438,Italy,2014-01-01
40,France,201401,1522872,Italy,2014-01-01
41,Germany,201401,1028700,Italy,2014-01-01
42,Ireland,201401,10676138,Italy,2014-01-01
43,Italy,201401,4685,Italy,2014-01-01
44,Lithuania,201401,5629,Italy,2014-01-01
45,Netherlands,201401,1087006,Italy,2014-01-01
46,Poland,201401,660868,Italy,2014-01-01
47,Portugal,201401,3662,Italy,2014-01-01
48,Romania,201401,188706,Italy,2014-01-01
49,Spain,201401,68,Italy,2014-01-01
50,Sweden,201401,66625,Italy,2014-01-01
88,Belgium,201402,1979879,Italy,2014-02-01
89,Denmark,201402,2074297,Italy,2014-02-01
90,Finland,201402,12,Italy,2014-02-01
91,France,201402,1444455,Italy,2014-02-01
92,Germany,201402,965310,Italy,2014-02-01
93,Ireland,201402,10091544,Italy,2014-02-01
94,Italy,201402,11570,Italy,2014-02-01
95,Lithuania,201402,9331,Italy,2014-02-01
96,Netherlands,201402,1234982,Italy,2014-02-01
97,Poland,201402,589430,Italy,2014-02-01
98,Portugal,201402,6203,Italy,2014-02-01
99,Romania,201402,216168,Italy,2014-02-01
100,Sweden,201402,58640,Italy,2014-02-01
101,Ukraine,201402,3733,Italy,2014-02-01
141,Belgium,201403,2258058,Italy,2014-03-01
142,Czechia,201403,15874,Italy,2014-03-01
143,Denmark,201403,2523620,Italy,2014-03-01
144,France,201403,1414291,Italy,2014-03-01
145,Germany,201403,904917,Italy,2014-03-01
146,Ireland,201403,8843285,Italy,2014-03-01
147,Italy,201403,4405,Italy,2014-03-01
148,Lithuania,201403,5777,Italy,2014-03-01
149,Netherlands,201403,1146653,Italy,2014-03-01
150,Poland,201403,520111,Italy,2014-03-01
151,Romania,201403,270248,Italy,2014-03-01
152,Slovakia,201403,21069,Italy,2014-03-01
153,Sweden,201403,55889,Italy,2014-03-01
193,Belgium,201404,3258041,Italy,2014-04-01
194,Denmark,201404,2453031,Italy,2014-04-01
195,France,201404,1912257,Italy,2014-04-01
196,Germany,201404,2356043,Italy,2014-04-01
197,Ireland,201404,7453388,Italy,2014-04-01
198,Italy,201404,3132,Italy,2014-04-01
199,Latvia,201404,567,Italy,2014-04-01
200,Lithuania,201404,9233,Italy,2014-04-01
201,Netherlands,201404,628597,Italy,2014-04-01
202,Poland,201404,913968,Italy,2014-04-01
203,Portugal,201404,12755,Italy,2014-04-01
204,Romania,201404,328091,Italy,2014-04-01
205,Slovakia,201404,23112,Italy,2014-04-01
206,Sweden,201404,80140,Italy,2014-04-01
207,United Arab Emirates,201404,5499,Italy,2014-04-01
208,USA,201404,2415,Italy,2014-04-01
245,Belgium,201405,2707248,Italy,2014-05-01
246,Denmark,201405,2311364,Italy,2014-05-01
247,France,201405,1638838,Italy,2014-05-01
248,Germany,201405,2199671,Italy,2014-05-01
249,Ireland,201405,11065926,Italy,2014-05-01
250,Italy,201405,9950,Italy,2014-05-01
251,Lithuania,201405,9354,Italy,2014-05-01
252,Netherlands,201405,664032,Italy,2014-05-01
253,Poland,201405,716363,Italy,2014-05-01
254,Portugal,201405,912,Italy,2014-05-01
255,Romania,201405,225281,Italy,2014-05-01
256,Slovakia,201405,45434,Italy,2014-05-01
257,Sweden,201405,64547,Italy,2014-05-01
258,United Arab Emirates,201405,6742,Italy,2014-05-01
296,Belgium,201406,1346169,Italy,2014-06-01
297,Denmark,201406,1972893,Italy,2014-06-01
298,France,201406,1449614,Italy,2014-06-01
299,Germany,201406,1856919,Italy,2014-06-01
300,Ireland,201406,7597407,Italy,2014-06-01
301,Italy,201406,8011,Italy,2014-06-01
302,Latvia,201406,250,Italy,2014-06-01
303,Lithuania,201406,7081,Italy,2014-06-01
304,Netherlands,201406,846077,Italy,2014-06-01
305,Poland,201406,653091,Italy,2014-06-01
306,Portugal,201406,10212,Italy,2014-06-01
307,Romania,201406,212888,Italy,2014-06-01
308,Sweden,201406,61816,Italy,2014-06-01
345,Belgium,201407,1417956,Italy,2014-07-01
346,Czechia,201407,60529,Italy,2014-07-01
347,Denmark,201407,2978905,Italy,2014-07-01
348,France,201407,2096771,Italy,2014-07-01
349,Germany,201407,1817270,Italy,2014-07-01
350,Ireland,201407,7709174,Italy,2014-07-01
351,Italy,201407,6194,Italy,2014-07-01
352,Lithuania,201407,7836,Italy,2014-07-01
353,Netherlands,201407,1920054,Italy,2014-07-01
354,Poland,201407,775151,Italy,2014-07-01
355,Portugal,201407,8690,Italy,2014-07-01
356,Romania,201407,243713,Italy,2014-07-01
357,Sweden,201407,81222,Italy,2014-07-01
358,United Arab Emirates,201407,4644,Italy,2014-07-01
388,Belgium,201408,1055282,Italy,2014-08-01
389,Denmark,201408,2304108,Italy,2014-08-01
390,France,201408,1474883,Italy,2014-08-01
391,Germany,201408,1280432,Italy,2014-08-01
392,Ireland,201408,9093382,Italy,2014-08-01
393,Italy,201408,6611,Italy,2014-08-01
394,Lithuania,201408,8026,Italy,2014-08-01
395,Netherlands,201408,732366,Italy,2014-08-01
396,Poland,201408,612995,Italy,2014-08-01
397,Portugal,201408,12539,Italy,2014-08-01
398,Romania,201408,291120,Italy,2014-08-01
399,Sweden,201408,57756,Italy,2014-08-01
400,United Arab Emirates,201408,4543,Italy,2014-08-01
439,Belgium,201409,1209182,Italy,2014-09-01
440,Denmark,201409,2804709,Italy,2014-09-01
441,France,201409,1259777,Italy,2014-09-01
442,Germany,201409,1001417,Italy,2014-09-01
443,Ireland,201409,11583314,Italy,2014-09-01
444,Italy,201409,6478,Italy,2014-09-01
445,Latvia,201409,440,Italy,2014-09-01
446,Lithuania,201409,8857,Italy,2014-09-01
447,Netherlands,201409,591458,Italy,2014-09-01
448,Poland,201409,592643,Italy,2014-09-01
449,Portugal,201409,6708,Italy,2014-09-01
450,Romania,201409,213861,Italy,2014-09-01
451,United Arab Emirates,201409,5541,Italy,2014-09-01
485,Belgium,201410,954886,Italy,2014-10-01
486,Denmark,201410,2539499,Italy,2014-10-01
487,France,201410,1483422,Italy,2014-10-01
488,Germany,201410,1245985,Italy,2014-10-01
489,Ireland,201410,10370276,Italy,2014-10-01
490,Italy,201410,6568,Italy,2014-10-01
491,Lithuania,201410,9668,Italy,2014-10-01
492,Netherlands,201410,628061,Italy,2014-10-01
493,Poland,201410,796364,Italy,2014-10-01
494,Portugal,201410,14070,Italy,2014-10-01
495,Romania,201410,224332,Italy,2014-10-01
496,Sweden,201410,72922,Italy,2014-10-01
497,United Arab Emirates,201410,7046,Italy,2014-10-01
535,Belgium,201411,830868,Italy,2014-11-01
536,Denmark,201411,2531334,Italy,2014-11-01
537,France,201411,1720555,Italy,2014-11-01
538,Germany,201411,938146,Italy,2014-11-01
539,Ireland,201411,9939612,Italy,2014-11-01
540,Italy,201411,9087,Italy,2014-11-01
541,Latvia,201411,421,Italy,2014-11-01
542,Lithuania,201411,7123,Italy,2014-11-01
543,Netherlands,201411,635258,Italy,2014-11-01
544,Poland,201411,714463,Italy,2014-11-01
545,Portugal,201411,4843,Italy,2014-11-01
546,Romania,201411,216781,Italy,2014-11-01
547,Sweden,201411,67693,Italy,2014-11-01
548,United Arab Emirates,201411,1680,Italy,2014-11-01
592,Belgium,201412,693418,Italy,2014-12-01
593,Denmark,201412,2705409,Italy,2014-12-01
594,France,201412,1958660,Italy,2014-12-01
595,Germany,201412,1240925,Italy,2014-12-01
596,Ireland,201412,6956193,Italy,2014-12-01
597,Italy,201412,4637,Italy,2014-12-01
598,Lithuania,201412,5249,Italy,2014-12-01
599,Netherlands,201412,562979,Italy,2014-12-01
600,Poland,201412,689128,Italy,2014-12-01
601,Portugal,201412,44871,Italy,2014-12-01
602,Romania,201412,74990,Italy,2014-12-01
603,Sweden,201412,102384,Italy,2014-12-01
604,United Arab Emirates,201412,2572,Italy,2014-12-01
639,Belgium,201501,1417368,Italy,2015-01-01
640,Denmark,201501,2546926,Italy,2015-01-01
641,France,201501,1051717,Italy,2015-01-01
642,Germany,201501,632917,Italy,2015-01-01
643,Ireland,201501,6619690,Italy,2015-01-01
644,Italy,201501,5893,Italy,2015-01-01
645,Latvia,201501,683,Italy,2015-01-01
646,Lithuania,201501,15649,Italy,2015-01-01
647,Netherlands,201501,725724,Italy,2015-01-01
648,Poland,201501,795567,Italy,2015-01-01
649,Portugal,201501,27407,Italy,2015-01-01
650,Romania,201501,176081,Italy,2015-01-01
651,Spain,201501,15,Italy,2015-01-01
652,Sweden,201501,72453,Italy,2015-01-01
653,United Arab Emirates,201501,5811,Italy,2015-01-01
691,Belgium,201502,1108180,Italy,2015-02-01
692,Czechia,201502,48442,Italy,2015-02-01
693,Denmark,201502,2525242,Italy,2015-02-01
694,France,201502,1330504,Italy,2015-02-01
695,Germany,201502,653240,Italy,2015-02-01
696,Ireland,201502,4895736,Italy,2015-02-01
697,Italy,201502,8163,Italy,2015-02-01
698,Lithuania,201502,8523,Italy,2015-02-01
699,Netherlands,201502,766167,Italy,2015-02-01
700,Poland,201502,772974,Italy,2015-02-01
701,Portugal,201502,38184,Italy,2015-02-01
702,Romania,201502,185354,Italy,2015-02-01
703,Sweden,201502,64891,Italy,2015-02-01
704,United Arab Emirates,201502,4347,Italy,2015-02-01
742,Belgium,201503,1105367,Italy,2015-03-01
743,Denmark,201503,3365509,Italy,2015-03-01
744,France,201503,1414615,Italy,2015-03-01
745,Germany,201503,696441,Italy,2015-03-01
746,Ireland,201503,4762091,Italy,2015-03-01
747,Italy,201503,2262,Italy,2015-03-01
748,Lithuania,201503,13237,Italy,2015-03-01
749,Netherlands,201503,1506640,Italy,2015-03-01
750,Poland,201503,765055,Italy,2015-03-01
751,Portugal,201503,48868,Italy,2015-03-01
752,Romania,201503,187694,Italy,2015-03-01
753,Spain,201503,18,Italy,2015-03-01
754,Sweden,201503,75952,Italy,2015-03-01
755,United Arab Emirates,201503,6875,Italy,2015-03-01
798,Belgium,201504,861220,Italy,2015-04-01
799,Czechia,201504,75,Italy,2015-04-01
800,Denmark,201504,2447975,Italy,2015-04-01
801,France,201504,1112012,Italy,2015-04-01
802,Germany,201504,620002,Italy,2015-04-01
803,Hungary,201504,1145,Italy,2015-04-01
804,Ireland,201504,8454005,Italy,2015-04-01
805,Italy,201504,7575,Italy,2015-04-01
806,Lithuania,201504,10977,Italy,2015-04-01
807,Netherlands,201504,587965,Italy,2015-04-01
808,Poland,201504,657534,Italy,2015-04-01
809,Portugal,201504,20116,Italy,2015-04-01
810,Romania,201504,184715,Italy,2015-04-01
811,Spain,201504,25904,Italy,2015-04-01
812,Sweden,201504,77072,Italy,2015-04-01
813,United Arab Emirates,201504,5831,Italy,2015-04-01
854,Belgium,201505,657685,Italy,2015-05-01
855,Czechia,201505,232,Italy,2015-05-01
856,Denmark,201505,2459139,Italy,2015-05-01
857,France,201505,1114603,Italy,2015-05-01
858,Germany,201505,645384,Italy,2015-05-01
859,Hungary,201505,288,Italy,2015-05-01
860,Ireland,201505,7622400,Italy,2015-05-01
861,Italy,201505,7283,Italy,2015-05-01
862,Lithuania,201505,11781,Italy,2015-05-01
863,Netherlands,201505,943269,Italy,2015-05-01
864,Poland,201505,658990,Italy,2015-05-01
865,Portugal,201505,50539,Italy,2015-05-01
866,Romania,201505,249387,Italy,2015-05-01
867,Sweden,201505,72073,Italy,2015-05-01
868,United Arab Emirates,201505,4361,Italy,2015-05-01
914,Austria,201506,19724,Italy,2015-06-01
915,Belgium,201506,845534,Italy,2015-06-01
916,Czechia,201506,100,Italy,2015-06-01
917,Denmark,201506,3505316,Italy,2015-06-01
918,France,201506,1465829,Italy,2015-06-01
919,Germany,201506,844478,Italy,2015-06-01
920,Hungary,201506,95,Italy,2015-06-01
921,Ireland,201506,8081949,Italy,2015-06-01
922,Italy,201506,6238,Italy,2015-06-01
923,Lithuania,201506,15295,Italy,2015-06-01
924,Netherlands,201506,991199,Italy,2015-06-01
925,Poland,201506,690630,Italy,2015-06-01
926,Portugal,201506,11671,Italy,2015-06-01
927,Romania,201506,211131,Italy,2015-06-01
928,Spain,201506,3,Italy,2015-06-01
929,Sweden,201506,73396,Italy,2015-06-01
930,United Arab Emirates,201506,10355,Italy,2015-06-01
971,Belgium,201507,495677,Italy,2015-07-01
972,Denmark,201507,2670972,Italy,2015-07-01
973,France,201507,1402704,Italy,2015-07-01
974,Germany,201507,938409,Italy,2015-07-01
975,Hungary,201507,394,Italy,2015-07-01
976,Ireland,201507,7947925,Italy,2015-07-01
977,Italy,201507,9969,Italy,2015-07-01
978,Lithuania,201507,13440,Italy,2015-07-01
979,Netherlands,201507,665452,Italy,2015-07-01
980,Poland,201507,792611,Italy,2015-07-01
981,Portugal,201507,10630,Italy,2015-07-01
982,Romania,201507,209893,Italy,2015-07-01
983,Spain,201507,3,Italy,2015-07-01
984,Sweden,201507,90328,Italy,2015-07-01
985,United Arab Emirates,201507,9311,Italy,2015-07-01
1030,Belgium,201508,523085,Italy,2015-08-01
1031,Czechia,201508,44322,Italy,2015-08-01
1032,Denmark,201508,2703235,Italy,2015-08-01
1033,France,201508,1521801,Italy,2015-08-01
1034,Germany,201508,1049439,Italy,2015-08-01
1035,Ireland,201508,7557977,Italy,2015-08-01
1036,Italy,201508,3581,Italy,2015-08-01
1037,Lithuania,201508,6022,Italy,2015-08-01
1038,Netherlands,201508,1117444,Italy,2015-08-01
1039,Poland,201508,544891,Italy,2015-08-01
1040,Portugal,201508,20431,Italy,2015-08-01
1041,Romania,201508,206720,Italy,2015-08-01
1042,Sweden,201508,77625,Italy,2015-08-01
1043,United Arab Emirates,201508,6504,Italy,2015-08-01
1083,Belgium,201509,680722,Italy,2015-09-01
1084,Denmark,201509,3666445,Italy,2015-09-01
1085,France,201509,1149759,Italy,2015-09-01
1086,Germany,201509,968633,Italy,2015-09-01
1087,Hungary,201509,341,Italy,2015-09-01
1088,Ireland,201509,9273048,Italy,2015-09-01
1089,Italy,201509,3472,Italy,2015-09-01
1090,Lithuania,201509,10410,Italy,2015-09-01
1091,Netherlands,201509,326382,Italy,2015-09-01
1092,Poland,201509,786183,Italy,2015-09-01
1093,Portugal,201509,21464,Italy,2015-09-01
1094,Romania,201509,188676,Italy,2015-09-01
1095,Sweden,201509,81038,Italy,2015-09-01
1096,United Arab Emirates,201509,6091,Italy,2015-09-01
1138,Belgium,201510,774744,Italy,2015-10-01
1139,Czechia,201510,40,Italy,2015-10-01
1140,Denmark,201510,2958647,Italy,2015-10-01
1141,France,201510,1180925,Italy,2015-10-01
1142,Germany,201510,733032,Italy,2015-10-01
1143,Hungary,201510,509,Italy,2015-10-01
1144,Ireland,201510,8373115,Italy,2015-10-01
1145,Italy,201510,4567,Italy,2015-10-01
1146,Lithuania,201510,12503,Italy,2015-10-01
1147,Netherlands,201510,410541,Italy,2015-10-01
1148,Poland,201510,796451,Italy,2015-10-01
1149,Portugal,201510,25213,Italy,2015-10-01
1150,Romania,201510,201524,Italy,2015-10-01
1151,Sweden,201510,87712,Italy,2015-10-01
1152,United Arab Emirates,201510,3059,Italy,2015-10-01
1193,Belgium,201511,880449,Italy,2015-11-01
1194,Czechia,201511,166,Italy,2015-11-01
1195,Denmark,201511,2993578,Italy,2015-11-01
1196,France,201511,1291013,Italy,2015-11-01
1197,Germany,201511,609763,Italy,2015-11-01
1198,Ireland,201511,7167864,Italy,2015-11-01
1199,Italy,201511,3328,Italy,2015-11-01
1200,Lithuania,201511,12152,Italy,2015-11-01
1201,Netherlands,201511,275926,Italy,2015-11-01
1202,Poland,201511,736554,Italy,2015-11-01
1203,Portugal,201511,6707,Italy,2015-11-01
1204,Romania,201511,180268,Italy,2015-11-01
1205,Spain,201511,29,Italy,2015-11-01
1206,Sweden,201511,95086,Italy,2015-11-01
1207,United Arab Emirates,201511,6214,Italy,2015-11-01
1252,Belgium,201512,492561,Italy,2015-12-01
1253,Denmark,201512,2831334,Italy,2015-12-01
1254,France,201512,1673158,Italy,2015-12-01
1255,Germany,201512,628091,Italy,2015-12-01
1256,Ireland,201512,5310221,Italy,2015-12-01
1257,Italy,201512,5440,Italy,2015-12-01
1258,Lithuania,201512,13879,Italy,2015-12-01
1259,Netherlands,201512,612670,Italy,2015-12-01
1260,Poland,201512,570193,Italy,2015-12-01
1261,Portugal,201512,10902,Italy,2015-12-01
1262,Romania,201512,189460,Italy,2015-12-01
1263,Spain,201512,13,Italy,2015-12-01
1264,Sweden,201512,151327,Italy,2015-12-01
1265,United Arab Emirates,201512,11734,Italy,2015-12-01
1307,Belgium,201601,207003,Italy,2016-01-01
1308,Czechia,201601,39798,Italy,2016-01-01
1309,Denmark,201601,3403432,Italy,2016-01-01
1310,France,201601,1268114,Italy,2016-01-01
1311,Germany,201601,585780,Italy,2016-01-01
1312,Hungary,201601,11666,Italy,2016-01-01
1313,Ireland,201601,5321072,Italy,2016-01-01
1314,Italy,201601,9641,Italy,2016-01-01
1315,Lithuania,201601,11731,Italy,2016-01-01
1316,Netherlands,201601,455555,Italy,2016-01-01
1317,Poland,201601,539096,Italy,2016-01-01
1318,Portugal,201601,30965,Italy,2016-01-01
1319,Romania,201601,270496,Italy,2016-01-01
1320,Spain,201601,269,Italy,2016-01-01
1321,Sweden,201601,69352,Italy,2016-01-01
1322,United Arab Emirates,201601,2872,Italy,2016-01-01
1364,Belgium,201602,348806,Italy,2016-02-01
1365,Czechia,201602,14,Italy,2016-02-01
1366,Denmark,201602,3378772,Italy,2016-02-01
1367,France,201602,1379312,Italy,2016-02-01
1368,Germany,201602,570720,Italy,2016-02-01
1369,Hungary,201602,2287,Italy,2016-02-01
1370,Ireland,201602,4195047,Italy,2016-02-01
1371,Italy,201602,6990,Italy,2016-02-01
1372,Lithuania,201602,14315,Italy,2016-02-01
1373,Netherlands,201602,597323,Italy,2016-02-01
1374,Poland,201602,630549,Italy,2016-02-01
1375,Portugal,201602,28908,Italy,2016-02-01
1376,Romania,201602,283749,Italy,2016-02-01
1377,Spain,201602,104,Italy,2016-02-01
1378,Sweden,201602,81900,Italy,2016-02-01
1379,United Arab Emirates,201602,8287,Italy,2016-02-01
1417,Belgium,201603,286704,Italy,2016-03-01
1418,Denmark,201603,3392605,Italy,2016-03-01
1419,France,201603,1030791,Italy,2016-03-01
1420,Germany,201603,723009,Italy,2016-03-01
1421,Ireland,201603,5287814,Italy,2016-03-01
1422,Italy,201603,4052,Italy,2016-03-01
1423,Latvia,201603,3412,Italy,2016-03-01
1424,Lithuania,201603,2909,Italy,2016-03-01
1425,Netherlands,201603,481448,Italy,2016-03-01
1426,Poland,201603,566554,Italy,2016-03-01
1427,Portugal,201603,14531,Italy,2016-03-01
1428,Romania,201603,224267,Italy,2016-03-01
1429,Spain,201603,10,Italy,2016-03-01
1430,Sweden,201603,106903,Italy,2016-03-01
1431,United Arab Emirates,201603,13488,Italy,2016-03-01
1479,Belgium,201604,268067,Italy,2016-04-01
1480,Czechia,201604,42779,Italy,2016-04-01
1481,Denmark,201604,2845210,Italy,2016-04-01
1482,France,201604,1102350,Italy,2016-04-01
1483,Germany,201604,481988,Italy,2016-04-01
1484,Greece,201604,11726,Italy,2016-04-01
1485,Ireland,201604,4391360,Italy,2016-04-01
1486,Italy,201604,7425,Italy,2016-04-01
1487,Lithuania,201604,9872,Italy,2016-04-01
1488,Netherlands,201604,421689,Italy,2016-04-01
1489,Poland,201604,450847,Italy,2016-04-01
1490,Portugal,201604,34270,Italy,2016-04-01
1491,Romania,201604,262223,Italy,2016-04-01
1492,Spain,201604,47,Italy,2016-04-01
1493,Sweden,201604,64470,Italy,2016-04-01
1494,United Arab Emirates,201604,11626,Italy,2016-04-01
1538,Belgium,201605,305341,Italy,2016-05-01
1539,Denmark,201605,3857904,Italy,2016-05-01
