"","trade_flow","reporter_code","reporter","partner_code","partner","commodity_code","netweight_kg","trade_value_usd","price_kg_usd","period_date"
"102","Imports",56,"Belgium",616,"Poland","020713",171600,584235,3.40463286713287,2014-04-01
"103","Imports",56,"Belgium",616,"Poland","020714",383800,761345,1.98370244919229,2014-04-01
"104","Exports",381,"Italy",616,"Poland","020713",64564,218389,3.38251967040456,2014-03-01
"105","Exports",381,"Italy",616,"Poland","020714",21080,39583,1.87775142314991,2014-03-01
"106","Imports",470,"Malta",616,"Poland","020712",3700,9399,2.54027027027027,2014-03-01
"107","Imports",470,"Malta",616,"Poland","020714",26700,103971,3.89404494382022,2014-03-01
"108","Exports",56,"Belgium",616,"Poland","020714",21900,28096,1.28292237442922,2014-04-01
"109","Imports",528,"Netherlands",616,"Poland","020713",87000,304033,3.49463218390805,2014-03-01
"110","Imports",528,"Netherlands",616,"Poland","020714",422200,1192331,2.82409047844623,2014-03-01
"111","Exports",528,"Netherlands",616,"Poland","020713",55300,36504,0.660108499095841,2014-03-01
"112","Exports",528,"Netherlands",616,"Poland","020714",104300,63817,0.611860019175455,2014-03-01
"113","Imports",807,"TFYR of Macedonia",616,"Poland","020714",327478,359553,1.09794551084348,2014-03-01
"114","Imports",642,"Romania",616,"Poland","020711",160080,318976,1.99260369815092,2014-03-01
"115","Imports",642,"Romania",616,"Poland","020713",80000,108499,1.3562375,2014-03-01
"116","Imports",642,"Romania",616,"Poland","020714",741238,1151974,1.55412161815773,2014-03-01
"117","Exports",642,"Romania",616,"Poland","020713",92830,382331,4.11861467198104,2014-03-01
"118","Imports",191,"Croatia",616,"Poland","020711",12609,27300,2.16512015227219,2014-04-01
"119","Imports",191,"Croatia",616,"Poland","020713",128430,385167,2.99904227984116,2014-04-01
"120","Imports",191,"Croatia",616,"Poland","020714",76088,182216,2.39480601408895,2014-04-01
"121","Imports",233,"Estonia",616,"Poland","020714",52875,143430,2.71262411347518,2014-04-01
