period,partner,United Kingdom,Australia,Austria,Belgium,Canada,China,Comoros,Denmark,France,Czechia,French Polynesia,Germany,Ecuador,Greece,Bulgaria,Guinea,Haiti,India,Indonesia,Ireland,Italy,Jamaica,Latvia,Lebanon,Lithuania,Madagascar,Japan,Malta,Mauritius,Mexico,Morocco,Netherlands,Costa Rica,New Zealand,Panama,Papua New Guinea,Peru,Poland,Portugal,Rep. of Korea,Rep. of Moldova,Romania,Singapore,Malaysia,Slovakia,South Africa,Spain,Sri Lanka,Sweden,Estonia,Switzerland,Tonga,Turkey,USA,Israel,Ghana,Mauritania,Russian Federation,Uganda,United Rep. of Tanzania,Viet Nam
201602,Turkey,1552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,USA,2728.0,,,,51059.0,,,,37944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17491.0,,,36245.0,18744.0,,,,,,,,,,,,,,,,,
201602,Uganda,101778.0,,,,,,,,,36110.0,,,,,,,,,,,,,,,,,,,,,,39402.0,,55976.0,,,,,,,,,,,,,,,,,,,,208370.0,,,,,,,
201602,World,736653.0,692189.0,263902.0,315728.0,1372659.0,,,328557.0,7668528.0,202675.0,,12888155.0,,55242.0,,,,568808.0,,37240.0,1179545.0,,,,,,627285.0,,1864983.0,,,974964.0,,171333.0,20223.0,,,259395.0,41724.0,280448.0,,42176.0,141065.0,34937.0,,57777.0,161289.0,,167966.0,,2410354.0,,21498.0,28053274.0,,,,33123.0,,,
201603,Australia,12907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Austria,47.0,,,,,,,,,,,,,,,,,,,,26339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22098.0,,,
201603,Belgium,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,France,334215.0,,,62346.0,,,,25435.0,,,,31787.0,,15915.0,,,,20647.0,,,385531.0,,,,,,79446.0,,,,,,,,,,,63757.0,192996.0,,,26862.0,26885.0,,,,101912.0,,96928.0,,,,,,21000.0,,,27569.0,,,
201603,Germany,50249.0,,278721.0,33983.0,,,,374291.0,101422.0,16358.0,,,,,,,,,,,276004.0,,,,,,,,,,,,,,,,,28094.0,,,,,,,,,18303.0,,,,,,,,,,,,,,
201603,India,243557.0,,,38835.0,,,,,51626.0,,,82699.0,,,,,,,,,,,,,,,17944.0,,526878.0,,,,,,,,,,,,,,,,,,,,,,,,,60897.0,,,,,,,
201603,Indonesia,15766.0,573106.0,,,483069.0,,,130642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121564.0,,,3063842.0,,,,,,,
201603,Ireland,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Italy,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Jamaica,25504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Lithuania,1485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Madagascar,264727.0,,,4545131.0,,,,,17737625.0,109033.0,,8447363.0,,,,,,1079637.0,,,,,,,,,318004.0,,,,,1320933.0,,,,,,18005.0,,54699.0,,,,,,,,,,98257.0,548722.0,,,10420789.0,,,,,,,
201603,Netherlands,6998.0,,,23044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Papua New Guinea,94166.0,22525.0,,,69600.0,,,,87615.0,,,413300.0,,,,,,,,,,,,,,,17060.0,,,,,,,,,,,19494.0,,,,,51558.0,,,,,,,,,,,119476.0,,,,,,,
201603,Poland,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Spain,18163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,USA,24342.0,,,,36535.0,,,,37125.0,,,,,,,,,,,20381.0,,,,,,,,,,,,59052.0,,,,,,,,,,,,53158.0,,,,,,,,,,,,,,,,,
201603,Uganda,452052.0,,,,,,,,,,,35480.0,,,,,,,,,,,,,,,,,,,,31702.0,,,,,,,,,,,,,,,,,,,,,,141547.0,,,,,,,
201603,United Kingdom,2867.0,,,,,,,61840.0,29970.0,,,72314.0,,,,,,,,16707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,World,1550987.0,652363.0,298823.0,4707594.0,609818.0,,,625196.0,18152502.0,136451.0,,10154018.0,,16059.0,,,,1103355.0,,37633.0,703640.0,,,,,419888.0,455705.0,,702777.0,,,1645897.0,,26693.0,,,,140475.0,196005.0,60067.0,,48274.0,167721.0,74195.0,,,138294.0,,241066.0,99925.0,693808.0,,,13826366.0,21000.0,,,50834.0,,,
201604,Australia,65991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Austria,72.0,,,,,,,,,,,,,,,,,,,,27495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15197.0,,,
201604,Belgium,2473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,France,259883.0,21321.0,68295.0,62447.0,,,,69406.0,,,,295647.0,,20859.0,,,,16350.0,,,254239.0,,,,,,,,,,,,,,,,,,31044.0,17059.0,,,,,,,74091.0,,,,,,,,,,,,,,
201604,Germany,24267.0,,299157.0,76888.0,,,,331740.0,38954.0,,,,,,,,,,,,376209.0,,,,,,,,,,,27134.0,,,,,,101271.0,,,,,,,,,65689.0,,19468.0,,,,,,,,,17187.0,,,
201604,India,275057.0,,,,,,,,,,,55337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18453.0,,,648305.0,,,,,,,
201604,Indonesia,18258.0,,,,1514656.0,,,,25789.0,,,1536475.0,,,,,,,,,,,,,,,,,1908596.0,,,157385.0,,,,,,,,,,,39408.0,,,,,,,,86453.0,,,5790805.0,,,,,,,
201604,Ireland,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Italy,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Jamaica,8586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Lithuania,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Madagascar,43098.0,,,756735.0,3644959.0,,,33039.0,8817160.0,,,8966550.0,,,,,,709921.0,,,18091.0,,,,,,1411680.0,,7954050.0,,,,,,,,,85529.0,,191664.0,,,,,,,62966.0,,,,238233.0,,,12962255.0,,,,,,,
201604,Mauritius,102576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Netherlands,10330.0,,,65421.0,,,,,,,,,,,,,,,,,16597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Poland,1141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Turkey,44261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,USA,7206.0,,,,26347.0,,,,75142.0,,,,,,,,,,,,,,,,,,,,,,,69837.0,,,,,,,,15767.0,,,99575.0,,,,,,,,,,,,,,,,,,
201604,Uganda,103882.0,,,,,,,,636680.0,,,,,,,,,,,,,,,,,,,,,,,,,65777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,World,969166.0,365854.0,388973.0,964319.0,5296031.0,,,511239.0,10493604.0,,,12510172.0,,23846.0,,,,726271.0,,36449.0,709420.0,,,,,,1445637.0,,9862849.0,,,332720.0,,68971.0,,,,200224.0,34108.0,224490.0,,35514.0,153842.0,,,,218510.0,,143792.0,,370208.0,,,19941946.0,20000.0,,,46742.0,,,
201605,Belgium,1346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,China,48404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,France,312797.0,,105226.0,67924.0,,,,22277.0,,37781.0,,316080.0,,33829.0,,,,32668.0,,,601335.0,,,,,18349.0,,,,,,429863.0,,,,,,,191876.0,,,,,,,,63404.0,,,,,,,891491.0,,,,,,,
201605,Germany,2523.0,,129963.0,46283.0,,,,298609.0,31814.0,,,,,,,,,,,,396632.0,,,,,,,,,,,,,,,,,24448.0,,,,,,,,,58799.0,,,,,,,427317.0,,,,,,,
201605,India,246117.0,,,88731.0,,,,,84163.0,,,,,,,,,,,,,,,,,,,,406996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Indonesia,61483.0,,,,2379805.0,,,,139294.0,,,890137.0,,,,,,,,,,,,,,,,,,,,67086.0,,17330.0,,,,,,,,,22350.0,19046.0,,54918.0,,,,,,,,4290060.0,,,,,,,
201605,Ireland,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Italy,1416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Jamaica,8447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Lebanon,2428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Lithuania,1470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Madagascar,106760.0,,,661706.0,2151969.0,,,,2639750.0,18523.0,,8916819.0,,,,,,1026349.0,,,,,,,,,930498.0,,33829.0,,,,,,,,,51392.0,,91805.0,,,,,,,,,,,225298.0,,,12330554.0,,,,,,,
201605,Mauritius,109669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Netherlands,28615.0,,,59958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Poland,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,USA,41162.0,,,99200.0,16266.0,,,,275654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110923.0,33150.0,,,,,,,,,,,,,,,,,
201605,World,973475.0,159233.0,247530.0,1026749.0,4661326.0,,,354469.0,3526693.0,111673.0,,10915987.0,,35892.0,,,,1059016.0,,25529.0,1008126.0,,,,17524.0,18349.0,970190.0,,440825.0,,,586170.0,,42812.0,,,,101937.0,197017.0,93614.0,,18448.0,176327.0,70855.0,,54918.0,138162.0,,148928.0,,255920.0,,,18306932.0,18000.0,,,61137.0,,,
201606,Belgium,10552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201606,France,181661.0,,89248.0,100686.0,,,,30295.0,,,,180357.0,,46013.0,,,,,,,301043.0,,,,,,,,,,,330402.0,,,,,,185004.0,107436.0,,,,16757.0,,,,59792.0,,,,,,,29897.0,,,,,,,
201606,Germany,188944.0,,292583.0,,,,,575554.0,56221.0,,,,,35264.0,,,,,,,415180.0,,,,,,183523.0,,,,,82118.0,,,,,,19700.0,,,,,,,,,71626.0,,81674.0,,,,,1294390.0,,,,,,,
201606,India,343379.0,18674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,297843.0,,,,,,,,,,,,,,,,,,,,,,,,,331794.0,,,,,,,
201606,Indonesia,32206.0,,,,3826707.0,,,,907716.0,,,,,,,,,,,,,,,,,,,,1702921.0,,,,,,,,,,,,,,,,,,,,,,78714.0,,,4618954.0,,,,,,,
201606,Ireland,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201606,Italy,314.0,,,,22188.0,,,,109098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201606,Lithuania,1119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201606,Madagascar,39523.0,,,28876.0,3049963.0,,,,15731796.0,24098.0,,4582636.0,,,,,,785561.0,,,,,,,,,3953653.0,,219371.0,,,2517340.0,,,,,,52474.0,,118699.0,,,,,,,,,,,602981.0,,38671.0,20400035.0,,,,,,,
201606,Mexico,16637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22834.0,,,,,,,
201606,Netherlands,78468.0,,,62347.0,,,,,,,,,,,,,,,,,17905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17441.0,,,,,,,,,,,,
201606,Papua New Guinea,76249.0,422769.0,,,,,,,137513.0,16262.0,,180316.0,,,,,,,,,,,,,,,,,,,,,,102360.0,,,,26954.0,,,,,,,,,,,,,,,,230612.0,,,,,,,
201606,Poland,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201606,Spain,15837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201606,Turkey,1436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20470.0,,,,,,,
201606,Uganda,121039.0,,,,,,,,,36535.0,,133427.0,,,,,,365378.0,,,,,,,,,,,,,,40514.0,,169195.0,,,,,,,,,,,,,,,,,,,,77355.0,,,,,,,
201606,World,1108420.0,478727.0,383526.0,198772.0,6951693.0,,,877084.0,17060826.0,81649.0,,5363253.0,,85939.0,,,,1154999.0,,,772237.0,,,,,,4163272.0,,2220135.0,,,2972125.0,,279389.0,,,,288072.0,115676.0,123383.0,,,61242.0,51814.0,,,137241.0,,259457.0,,696005.0,,54182.0,28260539.0,92000.0,,,44892.0,,,
201607,Australia,27989.0,,,,,,,,,,,,,,,,,,,,,,,,,,17611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Belgium,2788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,France,380059.0,23920.0,,59770.0,,,,30543.0,,,,726514.0,,59476.0,,,,,,,266454.0,,,,,,,,3665493.0,,,,,,,,,15352.0,97463.0,,,,,,,,103871.0,,,,,,,30660.0,,,,,,,
201607,Germany,30061.0,30571.0,278230.0,,,,,362533.0,66618.0,41345.0,,,,,,,,,,,455078.0,,,,,,,,,,,,,,,,,,,,,1622904.0,,,,,19157.0,,25468.0,,,,,,,,,,,,
201607,India,243220.0,,,77336.0,,,,,99946.0,,,,,,,,,,,,,,,,,,,,203734.0,,,,,,,,,,,,,,,,,,,,,,,,,184960.0,,,,,,,
201607,Indonesia,13552.0,,,,1449161.0,,,,2042107.0,,,567331.0,,,,,,,,,,,,,,,25016.0,,980371.0,,,66503.0,,,,,,,,,,,,,,,,,,,87510.0,,,10120643.0,,,,,,,
201607,Ireland,331.0,,,,,,,,,,,,,,,,,,,16687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Italy,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Jamaica,17777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Lithuania,1835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Madagascar,231910.0,,,,114373.0,,,,1134522.0,203966.0,,3442957.0,,,,,,103220.0,,,,,,,,,1464850.0,,399962.0,,,4783889.0,,,,,,21993.0,,,,,,,,,66586.0,,,155532.0,308984.0,,,26627152.0,,,,,,,
201607,Netherlands,939748.0,,,64072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Papua New Guinea,183000.0,67071.0,,,96696.0,,,,379274.0,,,701786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210732.0,,,,,,,
201607,Poland,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Sweden,4083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,USA,40629.0,,,97934.0,20247.0,,,,727623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23020.0,,,,,,,,,,,,,,,,,
201607,Uganda,464414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22935.0,,103813.0,,,,,,,,,,,,17096.0,,,,,,,,17508.0,,,,,,,
201607,World,2583504.0,176309.0,290462.0,313293.0,1700493.0,,,398296.0,4692615.0,253192.0,,5701797.0,,60784.0,,,,103220.0,,32486.0,727247.0,,,,,382355.0,1529820.0,,5250791.0,,,4896118.0,,115572.0,,,,60394.0,102949.0,,,1643780.0,,30867.0,,17096.0,197588.0,,106076.0,158233.0,408793.0,,,37223334.0,,,,,,,
201608,Belgium,4458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,France,313260.0,,57170.0,44541.0,,,,33385.0,,,,310180.0,,24051.0,,,,28022.0,,,362064.0,,,,,,,,,,,,,,,,,,109547.0,,,,,,,,245203.0,,107489.0,,,,,,,,,,,,
201608,Germany,19929.0,,322793.0,,,,,609867.0,15136.0,25996.0,,,,,,,,,,,216560.0,,,,,,,,,,,,,,,,,19222.0,,,,28445.0,,,,,,,16773.0,,96207.0,,,95967.0,,,,,,,
201608,India,415191.0,37764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,207536.0,,,,,,,,,,,,,,,,,,,,,,27482.0,,,1223795.0,,,,,,,
201608,Indonesia,47861.0,,,,,,,,1595703.0,,,174930.0,,,,,,1634776.0,,,,,,,,,,,2554296.0,,,57002.0,,,,,,21549.0,,,,,,,,,21924.0,,,,87953.0,,,6761270.0,,,,,,,
201608,Ireland,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Italy,603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Jamaica,38870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Lebanon,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Lithuania,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Madagascar,165659.0,,,,,,,,9088414.0,39276.0,,1191443.0,,,,,,190152.0,,,,,,,,,961825.0,,406355.0,,,1755766.0,,,,,,726521.0,116420.0,,,,,,,,,,,,169614.0,,,19820247.0,,,,,,,
201608,Mexico,10894.0,,,,,,,,,,,160231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81360.0,,,,,,,
201608,Netherlands,14593.0,,,133052.0,,,,,,,,318634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24333.0,,,,,,,,,,,,
201608,Papua New Guinea,82698.0,250373.0,,,41102.0,,,,206805.0,,,164962.0,,,,,,,,,,,,,,,25369.0,,,,,39309.0,,,,,,,,,,,,,,,,,,,,,,251950.0,,,,,,,
201608,Poland,690.0,,29207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Uganda,145487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36179.0,,,,,,,
201608,World,1262907.0,331526.0,449321.0,192572.0,117891.0,,,692807.0,11678285.0,74164.0,,3081685.0,,25646.0,,,,1892536.0,,30481.0,586085.0,,,,19541.0,,1018340.0,,3185992.0,,,1878268.0,,,,,,801109.0,241087.0,,,45992.0,,39402.0,21055.0,75414.0,282568.0,,234941.0,,428922.0,,,28491213.0,44000.0,,,,,,
201609,Australia,15650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Belgium,5854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,China,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,France,167616.0,,,191058.0,,,,127101.0,,51213.0,,257802.0,,18901.0,,,,16414.0,,30685.0,383028.0,,,,,32535.0,33517.0,,,,,,,,,,,88116.0,,,,,,,,,109972.0,,,,29023.0,,,,16000.0,,,,,,
201609,Germany,671.0,,423408.0,29515.0,,,,895760.0,83945.0,,,,,,,,,,,,1083959.0,,,,,,,,,,,18533.0,,,,,,94580.0,,,,,,,,,85693.0,,15589.0,,215962.0,,,78970.0,,,,,,,
201609,India,23801.0,29781.0,,41203.0,,,,,255297.0,,,,,,22468.0,,,,,,,,,,,,,,350864.0,,,,,,,,,,,,,,,,,,,,,,,,,1798536.0,,,,,,,
201609,Indonesia,39273.0,961394.0,,,1158320.0,,,,300452.0,18246.0,,816370.0,,,,,,2092357.0,,,,,,,,,,,3534703.0,,,67354.0,,,,,,,,,,,,,,96075.0,,,,,,,,3796184.0,,,,,,,
201609,Ireland,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Lebanon,2380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Lithuania,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Mauritius,18280.0,,,,,,,33923.0,22981.0,,,,,,,,,,,,,,,,,,,,,,,425304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Mexico,19992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Papua New Guinea,68155.0,763108.0,,,,,,,345322.0,,,461990.0,,,,,,,,,,,,,,,72224.0,,,,,122878.0,,,,,,,,,,,,,,,,,,,,,,550955.0,,,,,,,
201609,Poland,407.0,,29942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,USA,43050.0,,,60199.0,70037.0,,,,1279835.0,,,31139.0,,,,,,,,15960.0,,,,,,,,,,,,,,,,,,,,,,,,21645.0,,,,,,,,,,,,,,,,,
201609,Uganda,15704.0,,,,,,,,,100421.0,,112879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17249.0,,,,,,,,1229354.0,,,,,,,
201609,World,423622.0,1808652.0,467683.0,429265.0,1300449.0,,,1235555.0,8504281.0,208475.0,,8169987.0,,27595.0,24900.0,,,2915982.0,,82126.0,1514591.0,,,,20598.0,70482.0,445996.0,,4891880.0,,,4115760.0,,52960.0,,,,233056.0,185549.0,156458.0,,20598.0,,21645.0,,113323.0,214059.0,,234072.0,41035.0,1195283.0,,61938.0,20685217.0,24000.0,,,,,,
201610,Australia,17098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Belgium,2822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,China,46023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,France,396270.0,20762.0,181496.0,170546.0,,,,68768.0,,26191.0,,208163.0,,49683.0,,,,,,41781.0,439177.0,,,,,,,,,,,,,,,,,52194.0,104133.0,,,,,,,,124838.0,,49402.0,,29667.0,,,,,,,,,,
201610,Germany,110874.0,,94512.0,23698.0,,,,1019150.0,,21433.0,,,,,,,,,,,768479.0,,,,,,,,,,,24162.0,,,,,,158092.0,,,,34086.0,,,19037.0,,,,79270.0,,426309.0,,,,,,,,,,
201610,India,281145.0,,,,,,,,17094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166022.0,,,,,,,
201610,Indonesia,27218.0,,,,957083.0,,,,2083625.0,,,,,,,,,4189820.0,,,,,,,,,,,,,,480308.0,,,,,,,,,,,,,,106950.0,58773.0,,,,,,,6363522.0,,,,,,,
201610,Ireland,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Italy,393.0,,,,,,,,,,,,,,,,,43467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Jamaica,15276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Lithuania,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Madagascar,530991.0,27599.0,,,1279306.0,,,,8836000.0,,,11261047.0,,,,,,73454.0,,,,,,,,,764694.0,,12732444.0,,,25898.0,,,,,,88585.0,,724278.0,,,,,,,,,,,1024643.0,,,23317420.0,,,,,,,
201610,Netherlands,2603.0,,,86859.0,,,,,98546.0,,,67725.0,,,,,,,,,,,,,,26085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Poland,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,USA,6331.0,18151.0,,84069.0,28727.0,,,,1286934.0,,,,,,,,,,,16626.0,,,,,,,119283.0,,,,,,,,,,,,,,,,,24030.0,,,,,,,,,,,,,,,,,
201610,Uganda,40623.0,,,,16449.0,,,,51745.0,49899.0,,126328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101945.0,,,,,,,
